,YEAR,MO,DY,ALLSKY_SFC_LW_DWN,PRECTOT,PS,QV2M,RH2M,SRF_ALB,T10M,T10M_MAX,T10M_MIN,T10M_RANGE,TQV,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE
2975,2013,8,24,4.2,3.57,0.96,39.19,13.55,5.13,0.73,0.23,9.83,15.81,0.63,84.64,10.66,17.65,0.66,23.37,335.51,2.43,0.0,0.16
2976,2014,9,12,2.8,88.02,3.11,3.78,1.17,29.57,0.0,0.31,18.16,9.25,0.43,22.5,11.41,1.81,310.04,18.77,1.17,22.31,0.1,0.0
2977,2016,7,30,4.08,19.79,22.77,99.64,0.59,83.5,9.4,5.98,1.34,16.14,2.12,15.94,3.49,13.8,2.64,2.26,354.31,0.38,0.02,0.16
2978,2018,8,11,2.24,1.38,0.78,26.5,17.48,4.46,0.78,0.0,14.62,22.27,0.87,89.64,12.38,24.32,0.33,32.09,347.66,1.7,0.0,0.12
2979,2015,9,10,2.8,1.75,31.12,10.56,0.8,27.99,0.22,0.57,0.25,1.02,410.98,89.91,28.74,7.51,26.46,23.37,3.05,33.92,0.0,0.16
2980,2013,8,27,4.26,3.77,1.03,40.44,13.94,6.29,0.91,0.12,10.59,17.78,0.49,84.75,17.13,19.68,0.6,24.53,339.12,2.19,0.01,0.14
2981,2013,7,16,341.34,23.08,91.76,15.12,3.6,0.05,16.41,4.65,21.31,2.86,2.91,2.53,0.56,31.53,5.21,1.22,25.05,15.04,0.0,0.15
2982,2018,8,11,2.24,32.09,12.38,89.64,0.87,26.5,4.46,14.62,0.33,24.32,1.7,22.27,1.38,17.48,0.78,0.78,347.66,0.0,0.0,0.12
2983,2013,9,9,298.73,24.03,87.3,14.87,4.46,0.11,16.12,2.46,25.12,0.92,1.03,2.26,0.52,30.98,2.98,0.5,22.05,12.65,0.0,0.11
2984,2013,5,31,5.41,33.55,10.63,92.44,0.3,24.31,3.97,20.69,2.12,23.21,3.16,25.06,5.1,12.87,4.02,3.71,322.29,0.3,0.0,0.16
2985,2017,8,17,315.51,22.54,88.46,17.02,5.49,0.0,14.71,0.99,35.0,0.58,0.58,1.88,1.45,31.74,2.44,0.22,21.55,10.78,0.0,0.12
2986,2013,8,4,2.39,28.34,12.23,88.14,0.95,36.31,5.19,13.9,0.34,21.08,1.58,19.23,1.43,14.44,0.9,0.9,314.83,0.0,0.0,0.12
2987,2017,10,9,6.8,24.7,6.49,98.18,0.52,20.69,2.44,11.64,2.02,17.89,3.73,16.12,6.27,13.06,3.65,3.26,298.98,0.39,0.02,0.15
2988,2017,9,1,4.98,26.92,11.78,78.48,0.88,31.06,5.68,11.52,1.77,21.26,2.7,20.32,4.09,15.4,3.5,2.98,307.07,0.51,0.0,0.14
2989,2014,9,20,317.52,0.57,40.5,87.55,0.15,27.28,15.24,18.95,0.38,20.79,19.88,6.41,1.88,0.1,2.88,0.72,2.77,12.04,0.13,0.16
2990,2014,7,13,3.4,33.85,14.05,90.28,0.7,36.56,6.96,16.17,0.13,25.01,2.0,25.01,2.7,17.68,0.5,0.5,364.59,0.0,0.0,0.12
2991,2018,7,21,4.52,34.4,32.66,92.58,0.25,34.62,8.61,12.25,1.36,28.26,2.28,29.3,4.27,22.15,2.62,2.59,346.29,0.02,1.49,0.14
2992,2013,8,25,306.23,0.8,46.88,84.83,0.08,21.95,13.45,15.27,0.51,17.14,15.81,6.16,2.42,0.55,4.48,0.88,3.93,8.5,0.13,0.0
2993,2017,9,2,1.98,35.95,12.81,88.24,0.34,17.19,3.72,14.14,0.38,27.1,1.14,22.78,1.64,21.82,1.07,1.07,363.86,0.0,0.0,0.12
2994,2018,7,28,2.55,2.33,0.97,15.56,21.86,3.91,0.81,0.16,17.04,29.41,0.23,95.9,12.16,31.1,0.56,38.89,401.8,1.53,0.0,0.11
2995,2014,8,2,6.02,5.09,3.56,18.75,20.87,3.85,2.98,0.59,11.59,23.92,0.92,86.13,11.05,25.55,1.63,32.46,313.56,3.09,0.0,0.1
2996,2018,8,4,6.07,4.69,3.59,23.75,19.22,4.58,2.92,0.66,14.88,25.63,1.38,96.39,11.77,25.54,1.8,34.09,332.04,3.41,0.0,0.16
2997,2014,9,16,3.88,27.8,12.81,87.57,0.97,35.31,5.43,12.93,0.4,20.84,2.38,19.76,2.91,14.87,0.84,0.67,308.21,0.17,0.0,0.12
2998,2018,8,3,2.98,35.63,12.3,96.47,0.44,20.31,4.09,15.66,1.16,26.91,2.37,26.99,2.54,19.98,1.98,1.65,348.91,0.33,0.0,0.16
2999,2017,8,14,4.52,20.63,15.15,78.97,0.88,48.25,6.04,9.02,0.55,14.97,2.05,12.93,3.64,11.61,0.92,0.82,304.44,0.1,0.0,0.17
3000,2017,9,1,346.07,25.3,88.32,17.98,4.09,0.0,16.98,2.42,22.12,0.93,0.93,1.43,0.12,34.97,2.54,0.3,22.16,13.0,0.0,0.08
3001,2020,2,23,276.87,4.77,90.77,11.08,5.0,0.01,-0.12,2.47,86.44,0.17,0.17,2.02,0.86,10.96,3.33,0.04,4.72,8.32,0.08,0.12
3002,2013,8,28,3.76,84.83,4.19,8.0,0.86,24.82,0.06,0.43,16.1,16.7,0.41,19.78,8.72,2.13,317.85,19.16,0.79,50.06,0.15,0.0
3003,2015,6,18,7.21,33.85,5.57,90.4,1.29,14.38,2.93,13.51,2.34,26.49,3.62,26.59,5.92,20.34,5.09,4.62,333.41,0.48,0.0,0.23
3004,2018,8,2,3.63,84.98,4.2,4.88,0.98,29.6,0.24,0.56,21.38,16.15,0.69,25.17,8.22,2.15,349.43,22.71,0.73,22.31,0.15,1.22
3005,2015,6,18,5.92,90.4,7.21,2.93,5.09,33.85,0.48,1.29,20.34,5.57,2.34,26.49,13.51,3.62,333.41,26.59,4.62,14.38,0.23,0.0
3006,2018,6,24,337.99,27.23,96.18,18.27,5.86,0.77,17.9,6.03,28.0,3.85,4.62,4.82,1.54,36.16,7.58,2.98,28.64,12.57,0.0,0.14
3007,2014,9,5,2.23,88.01,2.56,2.44,1.15,28.82,0.0,0.33,11.99,5.47,0.38,20.38,16.83,1.66,299.49,17.4,1.15,17.75,0.1,0.0
3008,2018,11,9,8.35,99.51,9.92,4.27,7.65,24.46,0.89,1.57,16.4,2.54,3.81,19.62,8.06,5.23,264.67,16.7,6.76,32.69,0.2,0.0
3009,2016,9,27,2.98,1.74,35.94,14.49,1.05,24.08,0.23,0.8,0.3,1.28,319.4,98.75,14.24,5.92,20.26,16.66,3.29,31.15,0.02,0.18
3010,2018,8,20,303.05,19.93,85.6,16.49,5.62,0.73,11.58,1.36,38.69,1.1,1.84,2.42,1.72,28.08,3.07,1.18,20.67,10.41,0.0,0.1
3011,2017,9,2,363.86,27.1,88.24,14.14,3.72,0.0,21.82,1.64,17.19,1.07,1.07,1.14,0.34,35.95,1.98,0.38,22.78,12.81,0.0,0.12
3012,2017,9,4,1.5,89.14,2.06,6.1,0.83,36.55,0.01,0.56,18.76,22.02,0.28,26.23,17.8,1.55,386.24,24.07,0.82,30.19,0.15,0.0
3013,2018,9,9,2.27,89.5,2.54,3.97,0.36,29.19,0.0,0.28,11.16,8.06,0.05,19.75,18.02,1.88,338.22,19.56,0.36,29.94,0.16,0.0
3014,2013,7,18,3.94,90.42,4.59,3.42,3.3,36.65,0.35,0.65,20.82,15.81,1.24,27.62,15.83,1.87,345.25,29.37,2.94,15.0,0.16,0.0
3015,2015,2,6,305.28,3.18,30.75,98.18,1.12,27.68,14.01,8.02,2.22,20.82,16.95,4.09,3.35,1.88,5.63,4.3,3.76,13.66,0.18,0.0
3016,2017,12,5,265.53,0.67,21.81,93.58,1.15,14.37,6.46,2.06,1.34,10.05,9.71,1.71,4.09,3.34,5.65,1.82,2.3,7.91,0.11,0.0
3017,2017,12,14,287.59,15.78,93.31,11.23,2.62,0.48,10.99,2.38,25.81,0.98,1.46,3.05,1.98,22.23,4.36,1.09,11.93,4.11,0.0,0.12
3018,2018,7,20,4.01,92.41,4.58,6.53,2.64,36.49,0.17,0.57,24.69,28.7,1.33,30.43,11.8,2.47,355.18,31.02,2.48,24.06,0.13,1.69
3019,2017,7,4,3.45,81.32,6.3,4.52,3.62,29.83,1.11,2.85,15.08,7.41,2.03,22.4,14.75,4.02,276.72,23.19,2.51,26.94,0.15,0.0
3020,2017,7,29,3.06,31.16,11.59,86.15,0.7,46.31,7.75,16.97,1.22,22.98,2.15,24.49,2.36,14.19,1.92,1.4,344.54,0.52,0.0,0.14
3021,2013,8,31,364.73,22.08,85.03,8.01,5.86,0.24,18.96,3.51,31.81,0.76,1.0,2.0,0.32,26.96,3.83,0.7,19.94,20.5,0.07,0.14
3022,2018,7,28,401.8,31.1,95.9,17.04,3.91,0.16,21.86,2.33,15.56,0.81,0.97,1.53,0.23,38.89,2.55,0.56,29.41,12.16,0.0,0.11
3023,2017,8,24,2.77,27.33,16.42,88.02,0.66,51.0,7.2,15.14,0.2,18.9,1.58,18.42,2.1,12.19,0.7,0.7,317.26,0.0,0.01,0.1
3024,2017,9,5,381.27,26.05,88.2,13.89,6.9,0.0,20.45,2.17,31.94,0.92,0.92,1.49,0.27,34.34,2.45,0.3,24.48,24.67,0.15,0.12
3025,2017,12,18,263.84,12.59,93.5,9.45,2.38,0.22,8.7,2.2,28.56,1.39,1.61,2.12,0.95,18.15,3.14,1.1,8.52,7.54,0.0,0.17
3026,2015,8,2,5.99,32.8,17.19,96.43,1.86,42.75,7.75,14.8,2.27,24.22,3.77,26.12,4.13,17.99,3.79,2.67,355.38,1.11,0.01,0.12
3027,2017,7,30,315.33,27.09,86.98,12.73,4.58,0.0,21.07,2.57,20.88,1.2,1.2,1.76,0.31,33.8,2.88,0.41,23.84,13.24,0.02,0.11
3028,2018,8,4,2.38,28.2,12.42,89.47,1.14,32.81,5.13,13.8,0.08,21.44,1.94,21.31,1.23,14.4,0.48,0.48,339.94,0.01,0.0,0.15
3029,2018,7,28,2.56,35.46,9.84,89.68,0.41,19.88,3.97,17.02,0.17,27.04,1.63,25.9,2.16,18.45,0.69,0.69,401.8,0.0,0.0,0.11
3030,2019,9,15,330.24,13.65,87.5,12.24,7.75,0.0,8.3,2.26,73.0,0.4,0.4,2.1,1.24,20.55,3.5,0.09,13.67,13.26,5.18,0.13
3031,2015,7,31,367.91,27.59,96.62,15.81,6.84,0.72,20.55,2.94,30.75,1.54,2.26,2.52,1.04,36.37,3.97,1.42,28.44,25.38,0.01,0.11
3032,2018,7,29,408.3,31.33,96.0,15.64,4.15,0.29,23.44,1.89,16.0,0.89,1.18,1.74,0.6,39.08,2.49,0.7,30.06,16.34,0.0,0.1
3033,2017,9,1,346.07,25.3,88.32,17.98,4.09,0.0,16.98,2.42,22.12,0.93,0.93,1.43,0.12,34.97,2.54,0.3,22.16,13.0,0.0,0.08
3034,2018,8,5,2.44,2.39,0.93,26.44,18.09,5.13,0.87,0.06,15.12,25.26,0.05,95.94,15.61,25.9,0.59,33.22,373.3,1.6,0.0,0.12
3035,2017,9,4,2.39,1.75,0.68,29.0,18.58,5.8,0.68,0.0,18.05,24.3,0.64,88.13,21.2,25.9,0.23,36.62,386.24,1.8,0.0,0.15
3036,2014,8,18,339.06,22.08,87.89,14.95,7.39,0.0,15.28,2.0,45.38,0.74,0.74,1.4,0.31,30.23,2.31,0.23,21.3,19.52,0.37,0.12
3037,2018,7,31,2.66,2.35,1.26,18.81,24.18,4.64,1.14,0.12,14.9,30.05,0.31,95.88,18.59,31.35,0.66,39.07,406.36,1.66,0.0,0.11
3038,2015,8,21,343.31,17.01,75.38,12.27,3.85,0.53,11.33,4.65,26.12,1.98,2.52,2.62,0.85,23.59,5.49,1.32,14.73,9.92,0.0,0.14
3039,2017,9,1,2.76,2.52,0.98,40.75,14.33,6.96,0.88,0.1,13.43,20.08,0.23,79.52,16.18,21.24,0.35,27.76,359.51,1.71,0.0,0.17
3040,2014,9,5,2.56,2.23,1.15,17.75,11.99,2.44,1.15,0.0,16.83,17.4,0.33,88.01,5.47,20.38,0.38,28.82,299.49,1.66,0.0,0.1
3041,2018,6,24,3.75,3.13,1.01,41.94,12.41,6.47,0.84,0.16,14.44,17.95,0.62,79.19,11.88,19.62,0.45,26.86,317.92,2.27,0.0,0.14
3042,2018,7,28,2.4,1.74,0.85,34.75,16.99,5.8,0.8,0.05,14.27,21.78,0.66,93.38,13.73,23.68,0.41,31.26,300.99,1.73,0.0,0.09
3043,2017,7,19,3.71,3.15,2.07,15.81,20.33,3.36,1.78,0.29,11.88,25.34,0.55,92.62,8.38,26.34,1.2,32.21,327.46,2.16,0.0,0.18
3044,2016,8,20,384.88,16.16,100.42,3.51,9.89,1.13,14.79,3.8,86.69,3.1,4.23,3.1,1.29,18.3,5.09,2.59,16.89,21.91,0.02,0.13
3045,2018,7,3,339.44,20.35,100.1,17.45,8.36,1.16,12.73,5.03,59.19,3.59,4.75,4.02,1.84,30.19,6.88,2.87,23.7,14.48,0.0,0.15
3046,2017,9,13,332.21,0.82,44.31,89.29,0.03,30.37,17.01,23.16,0.24,23.65,23.01,8.3,1.98,0.46,3.62,0.85,3.16,13.35,0.13,0.0
3047,2017,7,8,5.09,2.78,3.88,18.06,24.47,5.19,2.77,1.12,15.08,33.62,2.31,94.19,20.18,31.65,2.53,39.54,382.77,3.71,0.0,0.2
3048,2013,8,21,3.82,3.53,0.91,43.25,16.15,7.08,0.79,0.12,10.49,20.07,0.3,84.87,17.91,21.19,0.53,26.65,345.3,2.3,1.45,0.16
3049,2020,2,22,3.39,2.38,2.18,56.81,10.86,5.49,1.75,0.43,11.39,12.65,1.01,100.13,11.72,15.55,1.32,22.25,264.2,2.46,0.0,0.12
3050,2017,7,8,356.55,31.65,94.19,15.08,5.19,1.12,24.47,2.78,18.06,2.77,3.88,3.71,2.31,39.54,5.09,2.53,33.62,20.18,0.0,0.16
3051,2015,9,11,349.66,0.76,36.19,75.86,0.51,24.63,16.15,14.05,0.9,19.26,16.63,5.92,1.62,0.74,2.35,1.26,1.61,8.48,0.16,0.0
3052,2017,8,2,3.04,2.02,28.38,12.84,1.78,29.12,0.33,1.03,0.57,2.12,355.68,86.32,20.34,7.26,28.65,23.48,3.61,36.32,0.01,0.12
3053,2018,8,2,345.88,1.94,21.25,96.38,0.55,36.94,21.0,10.67,1.23,27.27,28.35,4.33,2.31,0.48,3.73,2.49,3.25,15.95,0.12,0.0
3054,2015,8,19,293.57,2.39,23.25,75.62,0.34,25.44,13.23,8.9,1.38,18.97,16.28,3.72,2.62,0.53,5.76,2.73,5.23,12.22,0.14,0.0
3055,2018,7,30,1.96,1.8,0.88,19.44,22.06,4.39,0.87,0.0,11.91,25.78,0.16,89.73,13.09,27.8,0.29,33.97,401.93,1.5,0.0,0.09
3056,2015,9,12,2.69,2.16,39.62,9.83,1.36,18.08,0.49,1.13,0.71,1.86,329.09,75.78,14.66,6.04,16.42,13.97,3.4,23.8,0.0,0.16
3057,2016,8,23,3.02,2.68,1.17,35.25,17.8,6.9,0.85,0.32,14.52,23.54,0.34,93.24,20.62,25.27,0.78,32.33,324.56,2.05,0.0,0.13
3058,2018,7,28,401.8,27.04,89.68,17.02,3.97,0.0,18.45,2.16,19.88,0.69,0.69,1.63,0.41,35.46,2.56,0.17,25.9,9.84,0.0,0.11
3059,2018,7,31,2.35,1.66,18.81,14.9,1.14,31.35,0.12,0.66,0.31,1.26,406.36,95.88,18.59,4.64,30.05,24.18,2.66,39.07,0.0,0.11
3060,2015,8,20,5.55,4.66,2.6,25.38,12.62,3.85,2.02,0.57,11.47,14.76,0.89,75.47,9.12,17.6,1.28,24.09,281.82,2.45,0.0,0.14
3061,2018,8,1,308.3,0.32,40.69,95.66,0.28,30.93,16.37,12.77,0.5,22.34,22.48,6.47,2.87,1.85,3.86,0.6,2.0,14.55,0.1,0.0
3062,2017,9,1,2.54,2.42,0.93,22.12,16.98,4.09,0.93,0.0,17.98,22.16,0.12,88.32,13.0,25.3,0.3,34.97,346.07,1.43,0.0,0.08
3063,2018,7,25,370.42,0.78,21.81,96.24,0.13,41.43,23.51,20.61,0.48,32.77,33.23,6.04,1.44,0.33,2.52,0.91,2.19,17.91,0.12,0.05
3064,2016,11,20,3.36,2.66,1.27,57.69,3.06,4.09,1.12,0.16,9.06,4.65,0.7,82.38,10.42,7.94,0.55,12.12,277.03,1.96,1.97,0.15
3065,2017,7,9,1.62,2.85,23.19,10.85,0.78,28.96,0.68,1.25,1.84,1.46,336.91,93.1,11.45,5.25,27.13,24.34,3.46,35.19,0.0,0.12
3066,2017,8,17,315.51,0.48,34.5,93.75,0.2,33.4,17.3,12.38,0.34,24.8,23.19,6.16,2.34,1.58,2.8,0.67,1.22,16.09,0.12,0.0
3067,2015,8,1,2.74,2.5,0.43,48.31,17.19,7.93,0.35,0.08,10.34,21.18,0.24,93.92,28.16,21.59,0.21,27.53,365.85,1.2,0.03,0.11
3068,2014,9,17,310.64,0.45,36.06,87.29,0.2,25.93,13.74,16.45,0.42,20.08,19.34,5.37,2.73,1.34,4.79,0.64,3.45,12.18,0.13,0.0
3069,2018,6,26,3.84,2.68,2.46,29.62,15.37,4.7,1.64,0.81,18.05,25.51,1.16,96.42,9.79,23.44,1.4,33.42,321.79,2.52,0.0,0.12
3070,2018,8,22,2.48,2.0,0.8,23.0,16.95,3.91,0.8,0.0,12.26,19.33,0.48,89.74,10.51,22.42,0.28,29.21,344.61,1.34,0.0,0.09
3071,2016,6,17,2.28,98.06,5.02,8.18,3.73,22.9,1.95,2.73,14.39,19.57,2.77,18.58,8.51,3.81,348.47,19.04,1.79,62.81,0.12,0.11
3072,2013,8,21,3.82,3.53,0.91,43.25,16.15,7.08,0.79,0.12,10.49,20.07,0.3,84.87,17.91,21.19,0.53,26.65,334.49,2.3,1.45,0.14
3073,2013,5,3,4.92,99.05,5.05,5.19,3.75,28.53,0.04,0.12,19.0,5.08,2.32,23.31,9.54,3.37,288.62,20.96,3.71,32.25,0.15,0.0
3074,2019,8,27,4.31,4.08,3.41,29.69,19.86,6.77,3.27,0.13,8.97,23.64,0.23,78.25,17.49,24.2,1.65,28.82,318.25,2.27,0.0,0.14
3075,2013,8,22,4.71,24.82,11.36,84.88,0.7,36.75,5.25,10.56,0.45,18.98,2.52,18.2,4.01,14.26,0.98,0.81,296.19,0.16,0.03,0.12
3076,2013,8,25,306.23,0.8,46.88,84.83,0.08,21.95,13.45,15.27,0.51,17.14,15.81,6.16,2.42,0.55,4.48,0.88,3.93,8.5,0.13,0.0
3077,2018,7,28,401.8,0.69,19.88,89.68,0.0,35.46,18.45,9.84,0.17,27.04,25.9,3.97,1.63,0.41,2.56,0.69,2.16,17.02,0.11,0.0
3078,2017,7,19,3.15,2.16,15.81,11.88,1.78,26.34,0.29,1.2,0.55,2.07,327.46,92.62,8.38,3.36,25.34,20.33,3.71,32.21,0.0,0.18
3079,2015,8,25,5.42,23.24,8.77,75.77,0.48,25.94,3.85,11.09,1.29,17.32,2.58,14.9,4.95,12.15,2.51,2.16,300.52,0.34,0.0,0.16
3080,2018,8,10,5.36,31.09,40.55,98.66,1.41,56.88,12.63,8.14,2.22,26.91,3.01,28.38,3.95,22.95,4.11,3.3,379.09,0.8,0.01,0.12
3081,2015,6,18,333.41,4.62,14.38,90.4,0.48,33.85,20.34,5.57,2.34,26.49,26.59,2.93,3.62,1.29,7.21,5.09,5.92,13.51,0.23,0.0
3082,2016,10,12,306.55,17.21,90.11,7.12,4.33,0.13,14.33,2.5,35.56,1.06,1.2,1.92,0.75,21.44,3.25,0.86,14.19,12.7,0.0,0.17
3083,2018,8,24,2.09,26.23,9.88,91.79,0.41,44.44,5.68,12.76,0.34,19.32,1.38,17.58,1.67,13.46,1.05,1.05,325.31,0.0,0.0,0.16
3084,2015,8,14,2.75,25.39,11.67,90.32,1.21,55.69,6.77,15.05,0.07,17.28,1.77,17.5,1.54,10.35,0.2,0.2,304.11,0.01,0.0,0.12
3085,2017,7,8,5.09,2.78,3.88,18.06,24.47,5.19,2.77,1.12,15.08,33.62,2.31,94.19,20.18,31.65,2.53,39.54,356.55,3.71,0.0,0.16
3086,2017,6,2,2.12,1.74,61.0,14.34,0.78,16.08,0.16,0.52,0.9,0.95,285.96,83.81,10.27,7.45,14.58,9.26,3.02,23.59,0.0,0.12
3087,2016,8,16,5.54,3.49,10.62,13.69,4.16,28.15,0.49,2.27,1.15,4.65,309.8,89.88,5.08,2.26,27.34,22.31,6.68,36.0,0.0,0.22
3088,2018,8,5,4.29,31.83,7.81,92.47,0.66,20.12,3.85,11.42,1.27,25.62,2.41,24.48,3.63,20.41,2.47,2.37,289.11,0.1,0.0,0.15
3089,2018,8,4,5.8,34.28,11.02,92.39,0.5,13.94,3.23,11.53,1.61,28.21,2.91,25.96,5.3,22.75,3.24,2.89,314.49,0.35,0.0,0.15
3090,2019,10,24,3.63,3.93,26.69,10.66,1.71,22.47,1.08,1.75,2.16,2.79,326.16,99.61,9.69,3.91,17.8,18.5,5.8,29.16,0.0,0.14
3091,2018,8,12,1.55,1.74,26.94,17.78,0.95,23.73,0.01,0.19,0.73,0.95,348.94,89.59,9.41,4.46,22.42,14.15,2.27,31.94,0.0,0.15
3092,2017,12,15,1.43,2.25,28.81,6.58,1.01,16.73,0.53,1.15,1.63,1.54,285.2,93.41,5.8,3.05,10.73,14.3,3.06,20.88,0.0,0.11
3093,2018,8,11,1.38,1.7,26.5,14.62,0.78,24.32,0.0,0.33,0.87,0.78,347.66,89.64,12.38,4.46,22.27,17.48,2.24,32.09,0.0,0.12
3094,2018,7,31,373.91,0.7,34.19,95.71,0.16,32.12,17.15,17.56,0.47,23.87,23.18,5.86,2.26,0.6,2.95,0.87,2.34,14.96,0.1,0.0
3095,2013,8,30,2.46,2.38,30.81,10.74,1.05,21.82,0.09,0.77,1.24,1.15,312.69,85.2,10.52,4.88,18.91,17.17,3.7,27.91,0.0,0.13
3096,2018,7,28,2.33,1.53,15.56,17.04,0.81,31.1,0.16,0.56,0.23,0.97,401.8,95.9,12.16,3.91,29.41,21.86,2.55,38.89,0.0,0.11
3097,2014,2,25,253.87,1.07,67.5,89.44,0.09,16.0,5.68,10.07,0.56,10.58,6.19,5.37,1.63,0.2,2.77,1.17,2.57,10.32,0.14,0.0
3098,2013,8,22,296.19,0.81,36.75,84.88,0.16,24.82,14.26,11.36,0.45,18.98,18.2,5.25,2.52,0.7,4.71,0.98,4.01,10.56,0.12,0.03
3099,2016,9,18,2.27,1.62,22.69,12.03,1.57,15.98,0.41,0.98,0.49,1.98,283.2,74.95,9.16,3.11,15.23,11.22,2.77,23.25,0.0,0.16
3100,2016,7,24,350.68,4.87,19.12,92.42,0.69,34.65,21.78,15.34,2.64,27.4,28.26,4.21,3.89,1.37,7.55,5.55,6.19,12.88,0.18,0.0
3101,2014,8,2,317.98,0.72,42.69,88.08,0.0,32.19,16.36,13.56,0.23,23.51,22.62,6.84,1.81,0.96,2.77,0.72,1.8,15.84,0.1,0.0
3102,2019,10,27,11.27,7.13,6.65,20.81,10.1,2.01,4.77,1.88,9.52,13.81,4.15,98.25,3.44,13.99,4.87,19.63,259.16,8.62,0.0,0.16
3103,2017,10,9,298.98,3.26,20.69,98.18,0.39,24.7,13.06,6.49,2.02,17.89,16.12,2.44,3.73,0.52,6.8,3.65,6.27,11.64,0.15,0.02
3104,2017,7,17,353.85,2.87,13.38,92.34,0.14,36.51,25.94,11.59,1.59,30.67,29.85,3.72,2.93,0.48,5.39,3.02,4.91,10.57,0.17,0.0
3105,2017,8,2,355.68,28.17,85.79,16.56,8.42,0.42,19.9,2.27,35.5,1.35,1.77,2.03,0.69,36.46,2.95,0.98,28.86,21.2,0.0,0.12
3106,2013,7,17,310.27,1.6,86.56,100.73,3.98,15.77,13.54,12.24,4.8,14.58,14.77,8.97,6.04,4.97,7.26,5.59,2.3,2.24,0.17,0.0
3107,2013,8,30,312.69,1.05,30.81,85.2,0.09,27.91,17.17,10.52,0.77,21.82,18.91,4.88,2.38,1.24,3.7,1.15,2.46,10.74,0.13,0.0
3108,2018,8,6,2.69,2.09,0.81,25.38,19.84,5.31,0.46,0.35,16.48,27.08,0.59,96.13,17.91,27.58,0.58,36.33,371.49,1.72,0.0,0.12
3109,2016,8,24,315.25,24.36,89.57,11.23,4.82,0.36,18.64,5.07,24.56,2.98,3.34,2.59,0.47,29.87,5.54,1.55,23.58,15.03,0.0,0.17
3110,2017,8,12,6.27,4.84,3.8,16.94,14.21,2.87,3.12,0.68,15.09,20.96,1.43,81.07,4.01,21.91,1.93,29.3,264.55,3.47,0.0,0.16
3111,2018,8,21,3.37,3.2,2.0,40.31,12.53,5.92,1.85,0.14,14.02,19.09,0.17,85.62,12.84,19.31,0.92,26.55,316.27,1.95,0.0,0.12
3112,2013,8,22,296.19,18.98,84.88,10.56,5.25,0.16,14.26,4.01,36.75,0.81,0.98,2.52,0.7,24.82,4.71,0.45,18.2,11.36,0.03,0.12
3113,2013,8,23,291.38,0.75,34.62,84.68,0.07,23.9,14.58,9.35,0.58,18.41,16.55,4.76,2.2,0.62,3.79,0.82,3.17,9.33,0.13,0.0
3114,2018,7,29,3.1,2.5,0.55,33.38,19.59,6.1,0.4,0.15,12.27,23.8,0.6,95.81,15.98,23.9,0.4,31.86,377.75,2.27,0.0,0.1
3115,2017,7,8,356.55,2.77,18.06,94.19,1.12,39.54,24.47,20.18,2.53,31.65,33.62,5.19,3.71,2.31,5.09,3.88,2.78,15.08,0.16,0.0
3116,2016,7,23,367.39,29.54,92.3,19.13,4.15,0.73,20.89,4.16,16.75,3.02,3.76,2.98,1.06,40.02,5.23,2.01,31.16,12.77,0.0,0.18
3117,2018,8,21,316.27,19.31,85.62,14.02,5.92,0.14,12.53,3.2,40.31,1.85,2.0,1.95,0.17,26.55,3.37,0.92,19.09,12.84,0.0,0.12
3118,2013,9,4,4.07,3.77,0.88,52.31,14.92,7.93,0.82,0.06,9.96,18.8,0.3,85.06,19.78,19.31,0.42,24.88,321.49,2.21,0.0,0.16
3119,2017,10,9,277.84,15.55,91.77,11.41,1.71,0.0,10.83,3.51,15.94,0.96,0.97,2.46,0.96,22.23,4.47,0.25,13.48,4.61,0.0,0.12
3120,2018,8,26,331.68,23.69,96.56,12.27,3.91,0.1,18.87,3.2,23.12,2.32,2.42,1.97,0.12,31.15,3.31,1.21,21.96,16.11,0.0,0.12
3121,2018,6,5,5.95,2.82,4.43,57.06,9.67,6.1,2.34,2.1,14.23,18.79,3.13,95.7,9.93,15.4,3.25,23.9,300.53,4.49,0.0,0.17
3122,2016,7,23,5.23,4.16,3.76,16.75,20.89,4.15,3.02,0.73,19.13,31.16,1.06,92.3,12.77,29.54,2.01,40.02,367.39,2.98,0.0,0.18
3123,2013,8,25,306.23,17.14,84.83,8.5,6.16,0.08,13.45,3.93,46.88,0.8,0.88,2.42,0.55,21.95,4.48,0.51,15.81,15.27,0.0,0.13
3124,2016,7,26,346.54,2.27,77.31,99.87,0.11,22.3,14.05,17.59,1.14,17.32,15.77,9.09,1.8,0.23,3.81,2.39,3.59,8.25,0.17,0.01
3125,2018,8,11,347.66,0.78,26.5,89.64,0.0,32.09,17.48,12.38,0.33,24.32,22.27,4.46,1.7,0.87,2.24,0.78,1.38,14.62,0.12,0.0
3126,2017,10,10,4.51,3.91,2.7,36.81,12.45,4.39,2.31,0.39,11.86,15.15,0.6,98.2,10.77,17.76,1.21,24.31,307.49,2.29,0.0,0.13
3127,2016,7,29,4.03,3.46,2.57,78.81,13.84,8.97,2.2,0.38,6.77,16.13,0.57,99.67,29.38,16.3,1.17,20.61,357.87,1.84,0.02,0.16
