,Longitude,Latitude,Datetime,Fire
3466,-120.6128,40.1352,2019-09-08,1
3467,-119.0228,36.8615,2015-09-08,1
3468,-119.3339,34.4443,2017-12-09,1
3469,-122.2854,41.0097,2018-08-27,1
3470,-122.5791,40.5988,2018-07-28,1
3471,-122.8985,39.2784,2018-07-30,1
3472,-122.7596,40.6836,2018-08-02,1
3473,-122.8315,39.231,2013-11-23,1
3474,-122.7249,38.4742,2017-10-09,1
3475,-123.6155,41.6903,2017-08-17,1
3476,-118.2873,34.2277,2017-09-02,1
3477,-118.7179,36.0985,2017-09-02,1
3478,-123.0687,41.3662,2017-09-04,1
3479,-118.7729,36.7829,2015-08-30,1
3480,-123.4461,41.4746,2017-09-04,1
3481,-120.6426,38.2523,2015-09-11,1
3482,-122.9978,40.451,2015-08-09,1
3483,-121.8936,36.4448,2016-07-23,1
3484,-121.7971,36.5809,2013-10-15,1
3485,-123.1971,41.6426,2014-09-10,1
3486,-122.7402,39.3362,2018-08-13,1
3487,-122.6087,39.4939,2018-08-24,1
3488,-120.0331,37.4518,2017-07-19,1
3489,-122.4882,38.8758,2015-07-30,1
3490,-120.5107,36.1604,2016-08-10,1
3491,-120.6768,40.1205,2019-09-12,1
3492,-118.6997,36.1278,2017-08-30,1
3493,-123.485,41.0552,2013-08-15,1
3494,-119.8886,37.7607,2013-08-31,1
3495,-123.1227,41.8904,2017-09-05,1
3496,-120.0632,37.8703,2013-08-22,1
3497,-119.182,37.5638,2018-08-01,1
3498,-118.5797,35.7623,2016-08-19,1
3499,-122.6461,39.2107,2018-08-04,1
3500,-119.0929,34.2983,2019-11-01,1
3501,-120.0918,37.6505,2017-07-21,1
3502,-122.4498,40.8358,2018-08-11,1
3503,-123.3644,41.4881,2017-09-04,1
3504,-120.7619,41.9203,2017-08-03,1
3505,-123.0324,40.8295,2017-09-04,1
3506,-119.7248,37.8259,2013-09-09,1
3507,-117.8958,34.1526,2014-01-16,1
3508,-123.225,41.6723,2014-09-03,1
3509,-119.0471,34.4392,2017-12-07,1
3510,-121.3722,40.845,2014-08-02,1
3511,-119.7497,37.8439,2013-08-31,1
3512,-118.5406,35.7388,2016-08-20,1
3513,-119.8377,37.5834,2018-07-16,1
3514,-122.5882,40.7064,2018-07-25,1
3515,-123.2628,41.3772,2017-09-01,1
3516,-122.5732,41.0275,2018-09-07,1
3517,-122.9285,39.3288,2018-08-06,1
3518,-121.7232,36.2907,2016-08-08,1
3519,-118.4644,36.2643,2017-10-08,1
3520,-120.9108,39.8907,2017-08-05,1
3521,-120.9511,41.2892,2017-08-01,1
3522,-121.6108,36.1666,2016-09-12,1
3523,-121.5552,39.7194,2018-11-09,1
3524,-119.8485,37.5655,2018-07-22,1
3525,-122.9072,39.3082,2018-08-03,1
3526,-121.6833,36.3134,2016-08-18,1
3527,-119.2826,34.4945,2017-12-07,1
3528,-121.8067,37.1109,2016-09-28,1
3529,-116.6088,33.7022,2013-07-16,1
3530,-123.2654,41.5615,2014-09-12,1
3531,-123.2283,41.3645,2017-09-04,1
3532,-121.5855,39.5813,2017-10-09,1
3533,-120.5561,39.1034,2013-08-26,1
3534,-116.5875,32.5858,2016-06-20,1
3535,-120.944,41.471,2018-08-19,1
3536,-119.0589,34.4212,2017-12-06,1
3537,-121.7985,36.3708,2016-07-27,1
3538,-122.517,40.6632,2018-07-26,1
3539,-121.5566,39.6147,2017-10-09,1
3540,-123.2882,41.7731,2014-08-20,1
3541,-120.1124,37.964,2013-08-26,1
3542,-120.5357,39.1522,2013-08-24,1
3543,-119.909,37.7451,2018-08-04,1
3544,-123.2638,41.3816,2017-09-01,1
3545,-119.0205,36.8717,2015-08-19,1
3546,-119.5541,34.4705,2017-12-11,1
3547,-120.3339,34.9759,2017-07-08,1
3548,-120.4772,40.1044,2019-09-08,1
3549,-123.3577,41.4997,2017-08-29,1
3550,-118.3607,36.075,2017-07-05,1
3551,-122.1087,38.6792,2018-07-02,1
3552,-123.0463,40.8247,2017-09-06,1
3553,-123.0332,41.8128,2016-09-01,1
3554,-123.6357,41.7235,2017-08-13,1
3555,-119.899,37.8519,2013-08-24,1
3556,-120.5997,39.1576,2013-08-16,1
3557,-122.5109,41.0176,2018-09-06,1
3558,-119.7815,37.8884,2013-08-25,1
3559,-116.1424,33.5775,2019-05-30,1
3560,-122.3686,40.9764,2018-09-09,1
3561,-122.633,40.8187,2018-08-04,1
3562,-119.8551,38.3668,2018-08-05,1
3563,-120.4846,39.0343,2014-09-18,1
3564,-118.366,37.2431,2014-08-20,1
3565,-122.5276,40.5702,2018-07-28,1
3566,-119.8072,38.3894,2018-08-05,1
3567,-118.5273,34.5953,2013-06-01,1
3568,-123.0737,40.0813,2019-06-20,1
3569,-119.7678,37.6097,2018-07-21,1
3570,-122.7014,39.2626,2018-08-04,1
3571,-119.065,36.7882,2015-09-12,1
3572,-119.864,37.8347,2013-08-26,1
3573,-122.6231,39.214,2018-08-04,1
3574,-122.6311,39.4802,2018-08-26,1
3575,-122.8315,40.1378,2019-09-15,1
3576,-123.1145,41.4459,2017-08-19,1
3577,-123.2411,41.3889,2017-09-02,1
3578,-122.5543,40.7621,2018-08-04,1
3579,-119.3347,34.5322,2017-12-11,1
3580,-122.4949,41.9219,2018-07-07,1
3581,-120.012,39.4519,2017-07-11,1
3582,-123.7172,41.8287,2015-08-19,1
3583,-122.558,40.876,2018-08-11,1
3584,-122.1526,41.6872,2018-10-18,1
3585,-123.4245,41.4734,2017-09-04,1
3586,-120.0397,37.8686,2013-08-20,1
3587,-122.3703,40.9769,2018-09-09,1
3588,-118.8475,34.124,2018-11-09,1
3589,-118.8219,36.7954,2015-08-22,1
3590,-123.2168,41.3833,2017-09-01,1
3591,-121.5066,41.4319,2019-10-18,1
3592,-120.5558,40.9195,2014-04-16,1
3593,-121.4432,39.7034,2018-11-12,1
3594,-122.8988,41.8943,2014-08-07,1
3595,-121.7441,36.2803,2016-08-09,1
3596,-121.6039,40.178,2013-05-01,1
3597,-122.7459,39.2771,2018-08-04,1
3598,-122.4326,40.9476,2018-09-05,1
3599,-121.3856,39.8504,2018-11-15,1
3600,-120.5338,38.234,2015-09-11,1
3601,-121.5997,39.5874,2017-10-09,1
3602,-122.6381,41.881,2019-09-06,1
3603,-118.7561,36.8175,2015-08-27,1
3604,-122.66,40.6336,2018-07-28,1
3605,-123.156,41.6732,2014-08-30,1
3606,-120.3636,35.92800000000001,2017-07-13,1
3607,-119.9529,37.6028,2019-10-07,1
3608,-121.353,40.8599,2014-08-02,1
3609,-123.3453,41.6997,2014-08-27,1
3610,-123.053,41.5578,2014-08-02,1
3611,-122.8977,39.2969,2018-08-02,1
3612,-120.066,40.9376,2015-08-04,1
3613,-119.5248,34.4302,2017-12-12,1
3614,-123.4857,41.7111,2017-08-24,1
3615,-123.2681,41.3778,2017-09-02,1
3616,-119.7421,37.8964,2013-08-28,1
3617,-120.0087,38.2475,2013-08-06,1
3618,-122.506,40.6338,2018-07-26,1
3619,-119.7551,34.559,2016-08-21,1
3620,-121.4195,39.7772,2018-11-12,1
3621,-123.5583,41.7043,2017-08-28,1
3622,-121.7378,36.4001,2016-08-03,1
3623,-121.4544,39.6986,2018-11-11,1
3624,-117.932,34.1638,2016-06-20,1
3625,-122.3568,41.0101,2018-09-01,1
3626,-119.6098,37.5656,2017-08-28,1
3627,-122.7275,39.4378,2018-08-24,1
3628,-118.644,34.3929,2017-12-05,1
3629,-119.3925,34.3697,2017-12-07,1
3630,-122.934,41.8748,2014-08-11,1
3631,-123.2754,41.5358,2014-09-12,1
3632,-120.4731,39.0303,2014-09-18,1
3633,-122.403,38.9026,2015-07-31,1
3634,-121.4859,39.6966,2018-11-09,1
3635,-123.5472,40.6074,2015-08-05,1
3636,-119.7112,37.8234,2013-09-09,1
3637,-118.2929,36.2579,2017-08-12,1
3638,-117.5391,34.3586,2016-08-17,1
3639,-122.613,40.5944,2018-07-28,1
3640,-122.4769,38.8809,2015-07-31,1
3641,-120.6614,39.1284,2013-08-13,1
3642,-119.4437,34.5097,2017-12-12,1
3643,-119.907,37.7342,2018-08-04,1
3644,-122.2148,38.3745,2017-10-09,1
3645,-119.8284,34.6001,2016-08-19,1
3646,-118.7891,36.7428,2015-09-08,1
3647,-122.5665,40.913,2018-08-11,1
3648,-122.8589,38.7998,2017-10-18,1
3649,-120.5878,38.1937,2015-09-12,1
3650,-123.4328,41.4265,2017-09-04,1
3651,-116.7426,34.1331,2015-06-21,1
3652,-118.5772,35.7462,2016-08-18,1
3653,-120.0524,40.9294,2015-08-04,1
3654,-122.6234,40.8363,2018-08-04,1
3655,-119.7762,37.8066,2013-09-04,1
3656,-121.6894,36.4072,2016-08-03,1
3657,-120.0784,37.5183,2017-07-18,1
3658,-117.6339,33.9094,2015-04-19,1
3659,-123.1692,41.9559,2017-08-19,1
3660,-120.3473,38.7365,2018-12-07,1
3661,-120.8038,38.973,2016-07-01,1
3662,-120.061,39.8742,2017-08-07,1
3663,-117.4711,33.7117,2018-08-08,1
3664,-119.5951,37.5599,2017-08-14,1
3665,-122.6237,40.0469,2019-11-05,1
3666,-118.296,36.2463,2017-08-12,1
3667,-119.8018,38.3931,2018-08-06,1
3668,-123.6588,41.6631,2017-09-04,1
3669,-118.324,34.3392,2016-07-23,1
3670,-121.5297,39.8523,2018-11-10,1
3671,-118.6149,35.8093,2016-08-21,1
3672,-122.6845,39.2236,2018-08-04,1
3673,-121.8428,36.4053,2016-07-24,1
3674,-123.5294,40.5986,2015-08-09,1
3675,-120.1431,37.9227,2013-08-29,1
3676,-122.7035,38.713,2019-10-27,1
3677,-122.5264,38.9356,2015-07-31,1
3678,-119.5935,37.4597,2017-09-01,1
3679,-123.4475,40.9758,2015-08-01,1
3680,-122.2965,39.7303,2019-06-03,1
3681,-117.4061,33.6301,2013-08-05,1
3682,-123.4498,40.9079,2015-08-05,1
3683,-119.7611,37.847,2013-08-28,1
3684,-123.0145,40.8763,2019-09-15,1
3685,-122.2436,38.8095,2018-07-03,1
3686,-122.09,38.6258,2018-07-02,1
3687,-120.053,37.8127,2013-08-20,1
3688,-123.0805,41.3144,2014-08-11,1
3689,-123.6501,41.7275,2017-08-19,1
3690,-122.1615,38.7265,2018-07-01,1
3691,-120.0118,34.5042,2016-06-17,1
3692,-119.8899,37.5845,2018-07-18,1
3693,-122.8197,39.4014,2018-08-17,1
3694,-120.8818,41.872,2017-07-30,1
3695,-120.9446,41.3133,2017-07-31,1
3696,-121.4049,40.9042,2014-08-01,1
3697,-123.0657,41.7123,2014-09-07,1
3698,-119.1537,37.5872,2018-08-01,1
3699,-117.6024,33.9044,2015-04-19,1
3700,-120.1518,37.5543,2017-07-19,1
3701,-122.282,38.4146,2017-10-09,1
3702,-123.2779,41.5293,2014-09-15,1
3703,-123.3461,41.5045,2017-08-29,1
3704,-123.4846,40.6495,2015-08-15,1
3705,-123.4409,40.9227,2015-08-04,1
3706,-122.7602,39.1633,2018-08-03,1
3707,-117.4485,33.6862,2018-08-08,1
3708,-118.6501,36.1241,2017-09-05,1
3709,-121.6113,36.338,2016-09-17,1
3710,-119.7325,38.6098,2015-06-21,1
3711,-123.4127,41.4725,2017-08-24,1
3712,-118.6717,36.1039,2017-09-06,1
3713,-119.0029,36.7544,2015-09-12,1
3714,-119.3488,34.493,2017-12-08,1
3715,-123.3424,41.2615,2013-08-13,1
3716,-121.7208,36.4031,2016-08-04,1
3717,-122.0794,38.6128,2018-07-02,1
3718,-119.883,37.6123,2018-07-17,1
3719,-123.2593,41.4162,2017-09-02,1
3720,-119.964,37.8051,2013-08-24,1
3721,-119.8399,37.5764,2018-07-19,1
3722,-123.0571,41.3679,2017-09-04,1
3723,-122.982,41.3319,2014-08-11,1
3724,-123.5477,41.6076,2016-06-13,1
3725,-123.1614,41.3716,2017-09-01,1
3726,-120.6364,38.2291,2015-09-11,1
3727,-123.7094,41.5981,2015-08-25,1
3728,-119.8877,37.8536,2013-08-24,1
3729,-119.8455,38.3291,2018-08-08,1
3730,-117.5327,33.708,2018-08-27,1
3731,-117.5079,33.4007,2015-04-30,1
3732,-120.5749,38.1741,2015-09-11,1
3733,-122.8317,39.2135,2018-07-31,1
3734,-121.692,36.4177,2016-08-03,1
3735,-119.3163,36.6161,2016-06-08,1
3736,-121.839,36.3991,2016-07-24,1
3737,-121.5934,36.2401,2013-07-17,1
3738,-122.4287,38.8386,2015-08-12,1
3739,-119.0185,36.7575,2015-09-12,1
3740,-118.6988,36.1117,2017-09-02,1
3741,-122.5588,40.6914,2018-07-25,1
3742,-123.1216,41.4499,2017-08-19,1
3743,-118.9073,37.7648,2016-09-18,1
3744,-122.7284,40.7327,2018-08-04,1
3745,-116.7917,34.0286,2013-06-12,1
3746,-123.2346,41.3031,2013-08-04,1
3747,-119.7013,37.8802,2013-09-07,1
3748,-122.2003,38.4133,2017-10-09,1
3749,-122.5005,39.229,2018-08-05,1
3750,-120.6973,38.0667,2020-06-17,1
3751,-122.7442,40.4443,2014-07-14,1
3752,-119.5055,37.7274,2014-09-09,1
3753,-122.8369,39.4954,2018-08-25,1
3754,-122.7239,40.7964,2018-08-05,1
3755,-121.83,40.3223,2018-06-24,1
3756,-119.7659,34.5672,2016-08-20,1
3757,-120.2029,37.6433,2017-07-20,1
3758,-117.2687,33.3602,2014-05-14,1
3759,-120.1855,37.6683,2017-07-20,1
3760,-122.5262,40.5667,2018-07-27,1
3761,-123.6887,40.2291,2015-08-03,1
3762,-122.2851,38.3941,2017-10-09,1
3763,-123.2107,40.5052,2015-08-09,1
3764,-120.1829,37.9064,2013-08-23,1
3765,-118.5248,35.8309,2016-08-24,1
3766,-116.8483,34.1681,2015-06-18,1
3767,-119.7278,34.5524,2016-08-21,1
3768,-120.6681,38.258,2015-09-11,1
3769,-122.647,38.5911,2017-10-09,1
3770,-122.5081,41.0499,2018-09-09,1
3771,-123.014,41.272,2014-07-31,1
3772,-122.5103,40.9668,2018-09-09,1
3773,-122.5583,40.6024,2018-07-28,1
3774,-121.3246,40.8931,2014-08-01,1
3775,-123.2466,41.3761,2017-09-01,1
3776,-120.1401,37.549,2017-07-18,1
3777,-122.6937,40.5385,2018-08-06,1
3778,-118.8904,34.0414,2018-11-10,1
3779,-122.4757,40.7375,2018-08-13,1
3780,-122.9882,41.8849,2016-09-01,1
3781,-121.3809,39.7763,2018-11-16,1
3782,-118.4002,34.3783,2016-07-23,1
3783,-119.8623,37.7575,2018-08-03,1
3784,-123.6004,41.8048,2017-08-31,1
3785,-121.8347,36.418,2016-07-24,1
3786,-118.5238,35.7506,2016-08-20,1
3787,-122.7854,39.5108,2018-08-22,1
3788,-119.2518,37.3421,2013-07-30,1
3789,-120.512,39.1465,2013-08-24,1
3790,-122.6148,39.295,2018-08-13,1
3791,-123.5168,41.735,2017-08-24,1
3792,-119.8327,38.3548,2018-08-05,1
3793,-123.5437,40.5928,2015-08-09,1
3794,-122.6545,40.6159,2018-07-28,1
3795,-118.8104,36.7768,2015-08-25,1
3796,-122.6723,40.7347,2018-08-02,1
3797,-122.5242,40.583,2018-07-27,1
3798,-119.6036,37.6449,2017-08-12,1
3799,-123.5367,40.5831,2015-08-01,1
3800,-118.5061,34.3274,2019-10-11,1
3801,-119.8142,37.9771,2013-08-26,1
3802,-119.7364,37.5717,2018-07-28,1
3803,-122.66,39.5017,2018-08-26,1
3804,-118.1411,35.621,2014-07-12,1
3805,-123.1481,39.3452,2017-10-09,1
3806,-116.7959,34.0792,2015-06-24,1
3807,-122.6753,39.2007,2018-08-03,1
3808,-122.1571,38.6918,2018-07-02,1
3809,-119.7814,37.8381,2013-08-28,1
3810,-122.5688,40.9223,2018-08-11,1
3811,-123.2383,41.5931,2014-09-13,1
3812,-122.5258,40.6655,2018-07-26,1
3813,-123.462,41.7595,2017-08-19,1
3814,-123.0163,40.8753,2019-09-15,1
3815,-117.4855,34.264,2016-08-17,1
3816,-120.1102,37.9297,2013-08-24,1
3817,-120.7334,37.2488,2017-08-17,1
3818,-122.7092,39.4817,2018-08-20,1
3819,-123.4082,41.4545,2017-08-24,1
3820,-123.1676,39.2979,2017-10-09,1
3821,-120.3457,35.9788,2017-07-13,1
3822,-123.1215,40.7315,2017-09-04,1
3823,-121.7113,36.3343,2016-08-04,1
3824,-122.5653,40.9472,2018-09-26,1
3825,-122.7566,40.7043,2018-08-02,1
3826,-116.9308,34.1091,2018-07-07,1
3827,-120.5768,39.1622,2013-08-18,1
3828,-118.9648,36.8189,2015-09-01,1
3829,-120.9704,36.3911,2018-06-05,1
3830,-122.9801,39.3081,2018-08-02,1
3831,-118.8602,36.8639,2015-08-10,1
3832,-118.5591,36.0909,2016-10-27,1
3833,-123.6461,41.7134,2017-08-17,1
3834,-123.1017,41.8235,2016-09-03,1
3835,-119.7492,37.8475,2013-08-29,1
3836,-123.2645,41.5419,2014-09-10,1
3837,-122.7035,39.4555,2018-08-22,1
3838,-121.777,36.3548,2016-07-28,1
3839,-119.9151,37.6638,2018-07-19,1
3840,-123.27,41.5437,2014-09-12,1
3841,-120.2166,37.6089,2017-07-17,1
3842,-119.7972,37.8092,2013-09-01,1
3843,-118.5609,35.995,2016-11-15,1
3844,-121.2253,41.2743,2014-08-02,1
3845,-120.5244,38.8045,2014-09-16,1
3846,-119.2252,34.517,2017-12-14,1
3847,-122.5111,41.0073,2018-09-06,1
3848,-119.8349,38.0126,2013-09-07,1
3849,-122.6206,39.2799,2018-08-11,1
3850,-119.7962,37.8588,2013-08-29,1
3851,-122.6441,40.5651,2018-08-02,1
3852,-119.9467,38.0284,2013-08-26,1
3853,-120.9064,41.8926,2017-07-30,1
3854,-119.5323,34.4538,2017-12-10,1
3855,-122.7807,39.3756,2018-08-12,1
3856,-122.8364,39.2583,2018-08-01,1
3857,-122.6122,38.6668,2017-10-15,1
3858,-118.5549,36.2634,2015-08-11,1
3859,-119.7546,37.6759,2018-08-03,1
3860,-120.5477,39.1507,2013-08-24,1
3861,-121.5206,40.7345,2014-08-02,1
3862,-119.9436,34.5171,2017-07-09,1
3863,-120.5334,38.7829,2014-09-15,1
3864,-122.2726,38.3595,2017-10-09,1
3865,-120.624,40.0148,2019-09-08,1
3866,-120.6666,40.0692,2019-09-06,1
3867,-122.0829,38.5284,2014-07-05,1
3868,-123.3878,41.5145,2017-09-04,1
3869,-121.7382,36.3558,2016-07-31,1
3870,-119.9226,37.7486,2018-08-04,1
3871,-122.56,40.929,2018-08-10,1
3872,-122.6773,38.689,2019-10-28,1
3873,-118.6428,36.2343,2018-11-16,1
3874,-121.7334,39.661,2017-09-01,1
3875,-120.507,38.7972,2014-09-16,1
3876,-119.4782,37.291,2015-07-26,1
3877,-120.313,35.0071,2017-07-08,1
3878,-120.0331,37.413,2017-07-20,1
3879,-119.985,36.7061,2016-10-18,1
3880,-122.4947,40.6815,2018-07-27,1
3881,-122.4035,38.9983,2015-08-02,1
3882,-121.4482,39.7837,2018-11-09,1
3883,-121.8721,36.4266,2016-07-23,1
3884,-122.5854,40.8822,2018-08-11,1
3885,-122.5519,39.0711,2018-06-25,1
3886,-119.4676,37.2696,2015-07-30,1
3887,-116.4305,32.9349,2013-07-08,1
3888,-119.9447,37.8823,2013-08-22,1
3889,-122.7674,39.3893,2018-08-15,1
3890,-122.7234,39.2358,2018-08-03,1
3891,-123.4398,40.9405,2015-08-09,1
3892,-120.0759,37.9799,2013-08-26,1
3893,-119.0202,36.9041,2015-08-21,1
3894,-120.0404,37.9552,2013-08-22,1
3895,-122.6973,39.1972,2018-08-02,1
3896,-116.7803,34.09,2015-06-25,1
3897,-121.4273,39.5013,2017-07-09,1
3898,-123.0415,41.7593,2014-09-05,1
3899,-119.8265,37.6651,2018-07-19,1
3900,-122.7644,39.2405,2018-08-02,1
3901,-121.3169,41.249,2015-11-11,1
3902,-123.5677,40.3324,2015-08-12,1
3903,-119.0328,36.9047,2015-08-20,1
3904,-118.5522,35.8496,2016-08-25,1
3905,-119.9268,37.5967,2019-10-08,1
3906,-123.6273,41.6886,2017-08-17,1
3907,-123.5149,40.5544,2015-08-01,1
3908,-121.681,36.3981,2016-08-04,1
3909,-122.2854,39.6976,2018-10-25,1
3910,-120.3406,36.0058,2017-07-13,1
3911,-121.8891,37.8992,2013-09-09,1
3912,-120.593,40.1126,2019-09-15,1
3913,-121.7881,36.3651,2016-07-26,1
3914,-118.2903,34.2366,2017-09-02,1
3915,-118.3049,35.6052,2016-06-24,1
3916,-122.6346,39.2123,2018-08-04,1
3917,-119.4193,34.5564,2017-12-13,1
3918,-123.652,41.7877,2017-09-04,1
3919,-123.302,41.5583,2017-07-30,1
3920,-116.872,34.1264,2015-06-20,1
3921,-119.802,37.8067,2013-09-02,1
3922,-123.2488,41.3845,2017-09-01,1
3923,-122.897,39.2341,2018-07-30,1
3924,-120.1157,37.9197,2013-08-23,1
3925,-120.4399,38.9802,2014-09-18,1
3926,-121.7609,36.3632,2016-07-29,1
3927,-118.3858,34.3533,2016-07-23,1
3928,-119.8912,37.7607,2018-08-03,1
3929,-119.889,38.0219,2013-08-29,1
3930,-119.0032,34.4236,2017-12-05,1
3931,-119.7227,34.5722,2016-08-21,1
3932,-118.3147,36.2572,2017-08-12,1
3933,-123.1203,41.6602,2014-09-07,1
3934,-119.7898,37.5587,2018-07-28,1
3935,-122.5166,40.6885,2018-07-26,1
3936,-122.53,38.9432,2015-08-03,1
3937,-123.5261,40.5991,2015-08-09,1
3938,-122.719,39.2886,2018-08-05,1
3939,-119.261,34.6339,2016-07-04,1
3940,-116.818,33.9017,2013-08-08,1
3941,-118.3003,35.5041,2016-06-25,1
3942,-119.7102,37.8708,2013-09-09,1
3943,-123.7169,41.8182,2015-08-19,1
3944,-119.8502,38.3259,2018-08-07,1
3945,-119.6302,34.5792,2016-08-23,1
3946,-118.8368,36.8001,2015-08-21,1
3947,-122.3749,40.9717,2018-09-09,1
3948,-121.0507,41.4105,2018-08-16,1
3949,-119.962,34.5369,2017-07-09,1
3950,-120.6115,39.1315,2013-08-15,1
3951,-118.3174,35.5132,2016-06-26,1
3952,-119.2505,36.9322,2016-10-12,1
3953,-122.7044,39.0792,2018-08-04,1
3954,-118.5381,35.7722,2016-08-18,1
3955,-122.9588,39.2967,2018-07-31,1
3956,-118.5928,35.8047,2016-08-19,1
3957,-122.6378,38.5632,2017-10-09,1
3958,-122.6104,39.2905,2018-08-11,1
3959,-122.8747,39.1917,2018-08-03,1
3960,-123.1895,41.3779,2017-09-01,1
3961,-118.3327,36.0832,2017-07-05,1
3962,-122.8048,39.4024,2018-08-17,1
3963,-122.2381,41.0564,2018-08-31,1
3964,-122.7161,39.3726,2018-08-13,1
3965,-118.621,36.4489,2014-10-21,1
3966,-119.9198,37.8694,2013-08-22,1
3967,-120.8503,40.6343,2018-07-28,1
3968,-119.8747,37.6248,2018-07-15,1
3969,-120.6154,39.1746,2013-08-16,1
3970,-117.4873,34.255,2016-08-17,1
3971,-121.8719,38.7814,2017-10-02,1
3972,-118.2963,34.4062,2016-07-24,1
3973,-121.019,41.3994,2018-08-17,1
3974,-122.4988,41.06,2018-09-09,1
3975,-118.6923,34.2155,2018-11-09,1
3976,-119.8753,37.6662,2018-07-21,1
3977,-120.1451,38.7118,2019-10-09,1
3978,-121.4535,39.7296,2018-11-09,1
3979,-118.7362,34.2094,2018-11-09,1
3980,-123.5357,40.2892,2015-08-21,1
3981,-121.8263,40.9711,2017-09-15,1
3982,-119.8422,37.5678,2018-07-18,1
3983,-123.5756,41.7371,2017-08-19,1
3984,-118.7107,36.8193,2015-09-02,1
3985,-119.9063,37.5945,2019-10-09,1
3986,-122.8522,41.9336,2015-11-11,1
3987,-119.2647,34.519,2017-12-08,1
3988,-119.642,34.568000000000005,2016-08-23,1
3989,-122.9611,39.3765,2018-08-13,1
3990,-118.3325,34.3559,2016-07-23,1
3991,-118.406,36.0988,2017-06-27,1
3992,-122.4662,39.2016,2018-08-05,1
3993,-118.4188,34.6915,2013-06-02,1
3994,-122.6214,38.4175,2017-10-10,1
3995,-122.6469,40.833,2018-08-04,1
3996,-118.8897,37.8316,2019-08-18,1
3997,-123.3251,41.7532,2014-08-18,1
3998,-119.3565,34.365,2017-12-07,1
3999,-118.9279,36.8455,2015-08-13,1
4000,-123.3514,41.9761,2017-08-24,1
4001,-119.267,34.5114,2017-12-08,1
4002,-123.3267,41.7483,2014-08-18,1
4003,-120.0352,37.9539,2013-08-22,1
4004,-123.2092,41.3166,2013-08-01,1
4005,-122.4354,38.9353,2015-07-31,1
4006,-117.4514,33.3761,2018-07-07,1
4007,-122.4109,38.8527,2015-08-12,1
4008,-121.4728,38.5096,2020-06-02,1
4009,-120.0283,37.9381,2013-08-22,1
4010,-121.2422,37.4758,2019-06-26,1
4011,-123.5575,41.8619,2018-08-17,1
4012,-119.2127,37.5597,2018-07-31,1
4013,-123.2414,41.55,2014-09-06,1
4014,-119.5201,34.4287,2017-12-12,1
4015,-122.6285,40.014,2018-02-17,1
4016,-122.2799,39.7237,2019-05-25,1
4017,-121.5073,39.6972,2018-11-10,1
4018,-122.2359,38.7168,2018-07-01,1
4019,-120.7816,38.9574,2016-07-03,1
4020,-119.5427,38.6311,2017-08-30,1
4021,-121.7906,36.3543,2016-07-26,1
4022,-123.5327,40.3167,2015-08-19,1
4023,-120.0904,37.52,2017-07-18,1
4024,-123.614,41.7776,2017-09-01,1
4025,-121.5668,36.1681,2016-09-08,1
4026,-121.7226,36.3415,2016-08-04,1
4027,-122.7745,39.3923,2018-08-15,1
4028,-119.8797,37.6003,2018-07-18,1
4029,-122.4258,38.91,2015-07-31,1
4030,-119.8148,37.6479,2018-07-15,1
4031,-123.044,41.3063,2014-08-09,1
4032,-118.7542,34.1739,2018-11-09,1
4033,-118.7285,34.0655,2018-11-10,1
4034,-119.0398,36.8234,2015-09-07,1
4035,-119.8403,37.8242,2013-08-29,1
4036,-122.9745,39.1638,2018-07-30,1
4037,-123.0815,41.8161,2016-09-03,1
4038,-122.5295,40.5574,2018-07-27,1
4039,-118.9522,34.1193,2018-11-13,1
4040,-119.9025,38.4241,2018-08-16,1
4041,-120.6537,38.3424,2015-09-10,1
4042,-120.2666,41.2879,2016-09-18,1
4043,-121.8586,40.0755,2013-08-24,1
4044,-116.6614,33.7137,2013-07-16,1
4045,-119.961,38.0417,2013-08-26,1
4046,-116.6379,33.7842,2013-07-18,1
4047,-120.0211,34.5026,2016-06-16,1
4048,-119.9425,37.8571,2013-08-22,1
4049,-122.6318,40.7582,2018-07-28,1
4050,-118.3468,34.3333,2017-12-06,1
4051,-118.3815,36.1131,2017-07-01,1
4052,-122.7759,40.4593,2014-07-15,1
4053,-120.2212,41.4627,2017-08-05,1
4054,-122.7153,40.5869,2018-08-08,1
4055,-118.7574,36.8352,2015-08-28,1
4056,-124.1077,40.1188,2015-08-19,1
4057,-123.1046,41.8215,2016-09-03,1
4058,-121.6053,40.791,2014-08-03,1
4059,-122.688,40.5538,2018-08-06,1
4060,-121.0383,41.3936,2018-08-19,1
4061,-120.2866,38.8372,2017-10-14,1
4062,-122.5499,38.9216,2015-07-31,1
4063,-119.22,34.3518,2017-12-05,1
4064,-119.8058,38.3106,2018-08-08,1
4065,-118.48,36.2697,2017-10-06,1
4066,-122.7377,39.1048,2018-08-04,1
4067,-119.8661,37.7914,2013-08-31,1
4068,-119.7258,37.5311,2018-08-01,1
4069,-122.249,40.7067,2019-08-22,1
4070,-121.8325,37.1308,2016-09-27,1
4071,-122.6869,40.754,2018-08-01,1
4072,-119.8436,37.732,2018-08-01,1
4073,-122.6673,38.4886,2017-10-09,1
4074,-123.1229,41.3768,2017-09-01,1
4075,-119.7913,37.7825,2013-09-04,1
4076,-122.6985,39.4336,2018-08-23,1
4077,-117.1513,33.004,2014-05-13,1
4078,-121.4936,39.7163,2018-11-09,1
