,NDVI,EVI,SolarZenith,longitude,latitude,date
5698,4309.0,2820.0,5444.0,-117.064956,34.003526,2011-02-03
5699,2191.0,1362.0,1923.0,-118.2711,34.6753,2011-06-22
5700,2733.0,1609.0,2422.0,-119.580956,36.837172,2011-07-21
5701,4020.0,2606.0,2167.0,-119.885149,36.91811,2011-07-08
5702,3024.0,2084.0,4247.0,-119.629249,36.342623,2011-09-27
5703,3714.0,2396.0,3201.0,-121.610211,39.124185,2011-08-14
5704,3078.0,1726.0,2538.0,-121.285832,38.589844,2011-07-26
5705,1650.0,1146.0,5364.0,-118.991891,35.426923,2011-10-31
5706,3351.0,2202.0,4655.0,-119.542676,36.614203,2011-09-28
5707,3063.0,1646.0,3465.0,-117.0468,32.6849,2011-09-07
5708,2697.0,1853.0,2784.0,-117.8161,34.0435,2011-08-09
5709,2937.0,1945.0,2021.0,-117.194515,33.639668,2011-07-07
5710,4340.0,2765.0,2545.0,-122.149083,39.971616,2011-07-06
5711,3055.0,2164.0,3339.0,-118.2318,34.6602,2011-09-05
5712,3907.0,2395.0,5932.0,-118.0692,34.1394,2011-12-02
5713,5006.0,3289.0,2261.0,-120.623739,37.310373,2011-07-19
5714,3068.0,2082.0,2881.0,-118.0166,33.8939,2011-04-15
5715,1362.0,1006.0,3060.0,-116.261861,33.855357,2011-03-19
5716,4085.0,2743.0,2770.0,-119.547869,36.607247,2011-08-21
5717,4475.0,2805.0,4705.0,-117.92,34.0187,2011-10-24
5718,3419.0,1620.0,5672.0,-121.368927,38.666611,2011-01-20
5719,2201.0,1324.0,3151.0,-122.2611,38.039,2011-08-09
5720,2771.0,1705.0,4352.0,-117.038268,32.613047,2011-10-17
5721,1322.0,1032.0,1874.0,-116.936435,33.782674,2011-06-23
5722,4257.0,2960.0,2787.0,-120.503238,37.375417,2011-07-21
5723,7221.0,2626.0,6375.0,-120.96011,39.11195,2011-12-09
5724,3663.0,2236.0,1416.0,-117.2817,33.0508,2011-05-26
5725,4742.0,3100.0,2597.0,-121.056727,37.187993,2011-07-28
5726,5506.0,2971.0,4164.0,-120.204879,34.643582,2011-03-10
5727,2370.0,1497.0,2884.0,-117.2414,33.1475,2011-09-03
5728,1315.0,863.0,5006.0,-117.5399,34.0991,2011-10-18
5729,4627.0,3270.0,2225.0,-120.528226,37.316621,2011-05-09
5730,4701.0,2976.0,2305.0,-121.011707,37.613718,2011-07-13
5731,5333.0,3063.0,6328.0,-121.096104,38.99242,2011-11-29
5732,3149.0,2290.0,1903.0,-119.837692,36.706643,2011-06-06
5733,5009.0,3600.0,2559.0,-118.6496,34.0395,2011-04-30
5734,2767.0,1817.0,2501.0,-121.803372,37.672179,2011-06-17
5735,3654.0,2234.0,1945.0,-119.534382,36.611917,2011-06-21
5736,5101.0,2949.0,2700.0,-121.675448,36.907306,2011-08-17
5737,1997.0,1316.0,6129.0,-118.0761,34.5802,2011-12-09
5738,4945.0,3025.0,3226.0,-121.551588,39.442892,2011-08-07
5739,1723.0,1089.0,2603.0,-121.08645,37.246169,2011-07-23
5740,2947.0,1976.0,3430.0,-117.403637,33.985538,2011-09-20
5741,2563.0,1849.0,3541.0,-118.2782,33.9213,2011-09-03
5742,2928.0,1476.0,6184.0,-121.9357,38.0297,2011-11-17
5743,4679.0,2136.0,5867.0,-117.7903,34.0814,2011-12-01
5744,3515.0,2289.0,3872.0,-118.2586,34.608,2011-09-10
5745,5192.0,2760.0,6505.0,-122.197474,39.954612,2011-12-16
5746,4739.0,3148.0,3454.0,-122.190546,40.011828,2011-09-02
5747,1849.0,1076.0,1861.0,-118.134,33.8748,2011-07-05
5748,4158.0,2276.0,2379.0,-121.287062,38.678361,2011-07-23
5749,3370.0,1999.0,1944.0,-122.053,37.999,2011-07-10
5750,2776.0,1660.0,3769.0,-117.258219,33.947735,2011-09-22
5751,3802.0,2420.0,2341.0,-122.164049,40.111464,2011-06-19
5752,3327.0,2126.0,3104.0,-121.7649,37.9622,2011-08-13
5753,3110.0,2167.0,2189.0,-120.360998,36.730979,2011-06-22
5754,2361.0,1805.0,2897.0,-116.078179,33.45519,2011-08-02
5755,3422.0,1833.0,5549.0,-118.391,34.0016,2011-11-10
5756,2621.0,1919.0,2535.0,-117.475409,33.986428,2011-07-27
5757,3082.0,1486.0,1750.0,-122.023716,36.969187,2011-05-13
5758,2418.0,1897.0,3070.0,-122.409812,37.716345,2011-07-28
5759,3126.0,2153.0,2560.0,-120.859186,37.756893,2011-07-27
5760,5367.0,3524.0,3271.0,-120.110449,36.89479,2011-09-05
5761,2857.0,1940.0,4440.0,-121.42102,37.732946,2011-09-29
5762,2997.0,2073.0,4548.0,-119.127967,35.382164,2011-02-12
5763,3197.0,1549.0,1567.0,-122.16848,37.730404,2011-05-25
5764,4251.0,2303.0,1530.0,-122.014145,37.320422,2011-06-18
5765,2662.0,1661.0,4485.0,-117.241359,33.933609,2011-10-09
5766,2652.0,1555.0,4888.0,-118.1754,33.9407,2011-10-28
5767,2785.0,1872.0,2547.0,-116.968351,33.968764,2011-08-09
5768,3115.0,1498.0,3717.0,-116.634111,33.474085,2011-09-13
5769,3672.0,2639.0,2161.0,-122.041928,37.536627,2011-07-04
5770,1747.0,925.0,5533.0,-118.3681,33.9297,2011-01-14
5771,2147.0,1442.0,1592.0,-116.964745,33.780717,2011-05-31
5772,5470.0,3561.0,2004.0,-120.685645,37.418583,2011-06-09
5773,3158.0,1714.0,1725.0,-118.2487,34.223,2011-05-06
5774,3007.0,2058.0,3602.0,-116.502149,33.797848,2011-09-13
5775,3807.0,2230.0,4473.0,-121.980624,36.977774,2011-03-05
5776,3151.0,1920.0,5254.0,-118.3929,34.4371,2011-11-01
5777,4476.0,2549.0,2345.0,-121.315329,38.678205,2011-05-10
5778,2669.0,1708.0,2944.0,-117.206333,33.884838,2011-08-30
5779,2982.0,1732.0,4802.0,-121.649948,37.127006,2011-02-11
5780,2185.0,1338.0,3951.0,-120.943315,36.27735,2011-09-20
5781,4346.0,2999.0,2406.0,-121.465636,38.618257,2011-07-19
5782,5143.0,2748.0,4719.0,-117.9639,34.1431,2011-10-14
5783,2401.0,1490.0,2843.0,-120.22532,37.10553,2011-08-07
5784,3443.0,1736.0,4265.0,-121.543491,38.585222,2011-03-05
5785,3053.0,1950.0,4112.0,-118.0931,34.5822,2011-03-12
5786,6445.0,2423.0,6258.0,-122.481645,37.591901,2011-12-22
5787,4825.0,2569.0,3485.0,-121.220613,38.725966,2011-08-27
5788,4485.0,2912.0,2234.0,-121.225145,38.674509,2011-05-13
5789,4659.0,2990.0,2637.0,-120.994994,37.713949,2011-07-22
5790,1431.0,897.0,1891.0,-117.183471,33.764756,2011-07-02
5791,2544.0,1508.0,4848.0,-117.0966,32.7477,2011-02-12
5792,2412.0,1619.0,1738.0,-117.158954,33.665574,2011-06-04
5793,3682.0,2548.0,2005.0,-119.718699,36.561769,2011-06-11
5794,2514.0,1585.0,4477.0,-117.267269,33.845868,2011-10-12
5795,2715.0,1757.0,3686.0,-118.0813,34.6825,2011-09-07
5796,2821.0,2039.0,2063.0,-117.50089,34.018659,2011-07-15
5797,3637.0,1868.0,1838.0,-117.1678,32.9032,2011-04-28
5798,3612.0,2159.0,4870.0,-119.211259,35.383443,2011-10-17
5799,2368.0,1644.0,3277.0,-117.1636,32.8239,2011-04-15
5800,5171.0,3206.0,5738.0,-121.219889,38.737263,2011-11-01
5801,2422.0,1613.0,2944.0,-117.196402,33.897435,2011-08-31
5802,3528.0,2474.0,2779.0,-119.700099,36.634417,2011-08-19
5803,2441.0,1490.0,3321.0,-118.162,34.4886,2011-08-24
5804,2624.0,1599.0,1626.0,-117.1766,34.0626,2011-07-04
5805,3982.0,2489.0,2382.0,-121.443331,38.676514,2011-07-11
5806,4715.0,2720.0,4546.0,-120.570564,37.229498,2011-09-24
5807,3639.0,2376.0,4653.0,-121.7724,37.9639,2011-09-30
5808,3251.0,1814.0,3918.0,-121.791107,37.677312,2011-09-21
5809,2727.0,1603.0,1777.0,-117.243673,34.122979,2011-05-03
5810,2713.0,1730.0,2203.0,-120.61352,37.382635,2011-05-06
5811,2845.0,1907.0,1916.0,-121.7859,37.968,2011-05-27
5812,2802.0,1680.0,1803.0,-118.5898,34.7964,2011-05-21
5813,1330.0,988.0,2526.0,-118.1508,33.9975,2011-04-16
5814,2142.0,1399.0,3964.0,-116.162675,33.671284,2011-03-04
5815,3591.0,2432.0,2243.0,-122.133556,38.707697,2011-06-26
5816,3092.0,2014.0,2955.0,-118.151,34.6967,2011-04-01
5817,2910.0,1942.0,3080.0,-116.119334,33.498967,2011-04-06
5818,2942.0,1746.0,1734.0,-120.974065,37.607243,2011-06-21
5819,4506.0,2593.0,1640.0,-120.437028,37.083439,2011-05-23
5820,2377.0,1590.0,2542.0,-116.917286,33.92559,2011-08-07
5821,4578.0,3183.0,3187.0,-121.536894,38.555641,2011-04-22
5822,2568.0,1888.0,2411.0,-121.8399,37.9967,2011-06-16
5823,4892.0,2633.0,4214.0,-121.8729,38.0217,2011-03-02
5824,2846.0,2064.0,5135.0,-119.562995,36.07324,2011-10-22
5825,5636.0,3667.0,4333.0,-119.708974,36.359731,2011-03-12
5826,3028.0,1733.0,2086.0,-117.1147,32.7862,2011-04-24
5827,5271.0,3026.0,6371.0,-122.170109,40.070996,2011-12-02
5828,2309.0,1368.0,2604.0,-122.12677,39.986715,2011-08-03
5829,3798.0,2612.0,4662.0,-119.655069,36.652896,2011-09-26
5830,3423.0,1656.0,5756.0,-117.9643,33.7796,2011-01-06
5831,2586.0,1924.0,4377.0,-117.956,34.5579,2011-10-08
5832,4309.0,2820.0,5444.0,-117.064956,34.003526,2011-02-02
5833,5940.0,2350.0,3534.0,-117.3953,33.2926,2011-09-07
5834,4078.0,2414.0,5699.0,-120.074289,37.00364,2011-11-03
5835,2334.0,1383.0,3611.0,-120.378367,36.763854,2011-09-01
5836,2107.0,1393.0,4369.0,-119.251285,35.7786,2011-10-02
5837,3323.0,1688.0,6302.0,-121.575311,39.471594,2011-12-01
5838,3687.0,2414.0,2114.0,-120.843101,37.411452,2011-05-14
5839,3453.0,2285.0,2570.0,-122.678697,38.26325,2011-07-28
5840,3000.0,1870.0,1611.0,-118.264,33.8127,2011-06-17
5841,1586.0,1211.0,2096.0,-118.1539,34.6494,2011-05-26
5842,3086.0,1737.0,4269.0,-121.377915,38.663451,2011-03-05
5843,7479.0,3630.0,1896.0,-120.517667,38.284174,2011-05-21
5844,2940.0,2169.0,2418.0,-118.0532,33.9245,2011-05-08
5845,3100.0,2083.0,1954.0,-118.3916,34.4425,2011-06-23
5846,2661.0,1938.0,2193.0,-120.385959,36.768654,2011-07-01
5847,3800.0,2251.0,4056.0,-120.773928,37.425748,2011-09-10
5848,4353.0,2685.0,3199.0,-122.793102,38.537194,2011-08-16
5849,2573.0,1335.0,3254.0,-122.379822,37.728661,2011-08-25
5850,4208.0,2682.0,4044.0,-120.561302,37.362263,2011-09-09
5851,5751.0,3369.0,1944.0,-120.831046,37.418609,2011-05-28
5852,5966.0,3895.0,1880.0,-119.511064,36.646266,2011-06-10
5853,2391.0,1384.0,1493.0,-117.1015,32.7805,2011-07-19
5854,4218.0,2508.0,4896.0,-117.264,33.1932,2011-02-21
5855,2265.0,1548.0,2835.0,-118.0994,34.0663,2011-07-19
5856,2397.0,1711.0,2271.0,-117.237502,34.115725,2011-08-03
5857,3734.0,2085.0,1280.0,-117.6163,34.1061,2011-07-04
5858,4922.0,2569.0,5860.0,-121.064214,35.936375,2011-01-21
5859,2345.0,1423.0,6181.0,-118.1788,33.9624,2011-12-22
5860,3414.0,2137.0,1464.0,-118.029,33.9255,2011-06-21
5861,3455.0,2224.0,3099.0,-119.540311,36.800863,2011-08-14
5862,5230.0,3509.0,2227.0,-121.169504,38.766421,2011-06-01
5863,2058.0,1158.0,4202.0,-121.756124,38.6763,2011-09-15
5864,4375.0,3051.0,2521.0,-121.324028,38.6444,2011-06-03
5865,3995.0,2006.0,1562.0,-117.701621,33.629268,2011-06-14
5866,4095.0,2268.0,2985.0,-121.449479,38.507888,2011-08-15
5867,7002.0,4675.0,1963.0,-120.872133,37.809511,2011-06-11
5868,3344.0,1857.0,3268.0,-118.0328,33.9632,2011-08-29
5869,3266.0,2196.0,2315.0,-117.257778,33.6525,2011-05-11
5870,2431.0,1698.0,1945.0,-117.234778,33.784431,2011-06-01
5871,4603.0,2686.0,2639.0,-120.994993,38.695267,2011-08-04
5872,2324.0,1450.0,2543.0,-117.215682,33.704381,2011-08-16
5873,1981.0,1479.0,1967.0,-117.255724,34.106639,2011-05-19
5874,6807.0,4020.0,2471.0,-122.562042,38.06114,2011-08-03
5875,3598.0,1915.0,6274.0,-120.722152,37.422802,2011-12-21
5876,2075.0,1446.0,1827.0,-117.178599,34.522373,2011-05-12
5877,4005.0,2139.0,5417.0,-119.982809,37.003043,2011-11-08
5878,3538.0,2056.0,1744.0,-117.067541,33.097511,2011-06-22
5879,2105.0,1515.0,2349.0,-117.548677,33.971271,2011-06-08
5880,1282.0,898.0,4762.0,-118.3727,33.9543,2011-02-19
5881,2480.0,1867.0,3257.0,-118.0315,34.5727,2011-08-31
5882,5060.0,2879.0,3021.0,-121.239584,38.672998,2011-04-10
5883,4779.0,2760.0,5744.0,-117.12341,33.540625,2011-01-16
5884,3462.0,2036.0,1774.0,-117.140102,33.507467,2011-07-04
5885,2885.0,2007.0,4548.0,-119.110108,35.387635,2011-02-11
5886,2706.0,1728.0,5505.0,-121.378358,38.656112,2011-11-06
5887,2769.0,1910.0,1939.0,-117.17242,33.744069,2011-06-01
5888,4963.0,3184.0,2265.0,-120.57596,37.411466,2011-07-10
5889,3032.0,1965.0,2696.0,-119.727498,36.720398,2011-07-28
5890,2005.0,1134.0,4112.0,-117.185915,33.715112,2011-09-30
5891,3950.0,2660.0,3294.0,-121.43406,37.725053,2011-04-01
5892,2946.0,1989.0,4261.0,-116.526097,33.822551,2011-10-08
5893,4079.0,3192.0,2126.0,-119.754924,36.574461,2011-05-12
5894,2790.0,1669.0,1663.0,-118.4506,34.4237,2011-06-08
5895,3085.0,1743.0,5334.0,-117.285823,33.849356,2011-11-03
5896,,,,-118.4056,33.796,2011-05-01
5897,5278.0,3218.0,1973.0,-118.0633,34.0414,2011-04-27
5898,4027.0,2331.0,2734.0,-117.671984,33.606144,2011-04-04
5899,2347.0,1516.0,2339.0,-121.811824,37.752122,2011-07-10
5900,4776.0,3525.0,2301.0,-119.200309,36.312192,2011-07-05
5901,2075.0,1295.0,2044.0,-117.272634,33.943668,2011-07-09
5902,1243.0,804.0,5935.0,-118.1344,34.695,2011-11-30
5903,6157.0,3356.0,5864.0,-119.636937,36.808298,2011-01-12
5904,5124.0,3382.0,3845.0,-120.576977,37.332267,2011-09-10
5905,3841.0,2753.0,1999.0,-119.786126,36.619696,2011-06-02
5906,2328.0,1636.0,2723.0,-117.8235,34.6175,2011-08-19
5907,1912.0,1238.0,1679.0,-117.998,34.0647,2011-07-04
5908,3157.0,2612.0,1919.0,-116.423312,33.801627,2011-06-06
5909,3420.0,2328.0,2188.0,-120.128724,37.014158,2011-07-08
5910,5317.0,3318.0,3034.0,-121.059442,38.922726,2011-08-20
5911,2433.0,1624.0,2161.0,-118.5367,34.7819,2011-07-07
5912,2707.0,1506.0,4776.0,-121.540855,39.359972,2011-10-05
5913,2703.0,1837.0,2419.0,-120.377132,36.762979,2011-07-05
5914,2123.0,1410.0,2047.0,-118.309,33.8992,2011-05-13
5915,2939.0,2023.0,1982.0,-117.168715,33.946392,2011-05-12
5916,2229.0,1836.0,2599.0,-118.0228,34.5652,2011-07-16
5917,3914.0,2193.0,1888.0,-121.462778,38.507787,2011-07-11
5918,3523.0,2486.0,2177.0,-121.817,37.9803,2011-07-03
5919,1687.0,985.0,1962.0,-122.380574,37.654292,2011-07-03
5920,2419.0,1716.0,1956.0,-117.993341,33.87672,2011-06-28
5921,4419.0,2975.0,2416.0,-119.673,36.707519,2011-08-03
5922,3622.0,1556.0,6297.0,-122.2649,38.0363,2011-12-19
5923,4671.0,2965.0,2212.0,-120.745447,37.419351,2011-05-11
5924,3892.0,1842.0,6317.0,-121.983576,37.566327,2011-12-24
5925,2292.0,1565.0,2121.0,-118.1254,34.5872,2011-07-13
5926,5209.0,3058.0,2816.0,-122.1692,38.009,2011-08-08
5927,1692.0,1027.0,3807.0,-120.771299,36.850279,2011-09-15
5928,3012.0,2219.0,2339.0,-117.251662,34.124749,2011-07-04
5929,3746.0,2409.0,1857.0,-117.040871,32.591885,2011-05-30
5930,2093.0,1276.0,5876.0,-118.1519,34.6894,2011-11-30
5931,4325.0,2416.0,4367.0,-117.084398,33.762659,2011-03-03
5932,3199.0,1992.0,1948.0,-117.027265,34.049194,2011-06-01
5933,3445.0,2238.0,2074.0,-120.958512,37.619183,2011-06-20
5934,5287.0,3607.0,2643.0,-119.953038,37.02369,2011-04-26
5935,3449.0,2275.0,2743.0,-118.5667,34.3824,2011-08-17
5936,1627.0,1215.0,2747.0,-118.1123,34.7188,2011-08-13
5937,3150.0,2471.0,4115.0,-117.268564,33.883525,2011-09-27
5938,3709.0,2215.0,4963.0,-119.903399,36.590108,2011-02-12
5939,4199.0,2205.0,1684.0,-121.255397,38.617625,2011-06-25
5940,3368.0,2107.0,3039.0,-119.3428,36.2112,2011-08-20
5941,5837.0,3724.0,2310.0,-121.672075,39.341653,2011-05-13
5942,3007.0,2003.0,2081.0,-120.434478,37.25792,2011-06-02
5943,3024.0,1502.0,6210.0,-121.371725,38.670571,2011-12-07
5944,3792.0,2108.0,5578.0,-120.530507,37.324495,2011-02-09
5945,2187.0,1340.0,4872.0,-119.023589,35.450718,2011-10-16
5946,3582.0,2310.0,2212.0,-120.777602,37.404996,2011-05-12
5947,2582.0,1711.0,3275.0,-117.235033,33.920919,2011-09-04
5948,2576.0,1595.0,2345.0,-121.523565,38.579917,2011-05-10
5949,2304.0,1440.0,2051.0,-121.27738,38.786118,2011-07-20
5950,2091.0,1381.0,2428.0,-117.8621,34.58,2011-07-26
5951,3088.0,1771.0,5514.0,-120.488816,35.021946,2011-11-03
5952,4314.0,2880.0,3330.0,-120.503233,37.376034,2011-08-23
5953,2427.0,1654.0,4764.0,-118.0672,34.5801,2011-10-23
5954,5032.0,3060.0,1946.0,-122.0474,37.9954,2011-06-14
5955,2851.0,1916.0,1759.0,-117.300694,33.849229,2011-06-03
5956,3618.0,2184.0,1644.0,-117.128881,33.512925,2011-06-14
5957,2653.0,1766.0,3257.0,-117.240928,33.703214,2011-08-23
5958,3597.0,2184.0,2885.0,-121.989684,38.906008,2011-08-13
5959,2899.0,1729.0,4203.0,-121.379173,38.791567,2011-09-15
5960,5216.0,3709.0,2410.0,-121.392532,38.736112,2011-07-13
5961,5828.0,2938.0,4196.0,-122.390299,38.422549,2011-09-22
5962,4323.0,3184.0,1981.0,-119.457501,36.659381,2011-05-28
5963,2283.0,1562.0,5213.0,-117.558275,34.02021,2011-02-10
5964,3140.0,2067.0,2093.0,-120.522247,37.346241,2011-05-22
5965,1945.0,1308.0,4760.0,-117.237737,34.490196,2011-02-16
5966,7210.0,3723.0,2570.0,-121.530688,39.910308,2011-07-31
5967,2678.0,1674.0,1941.0,-121.9353,38.0206,2011-06-08
5968,3625.0,2166.0,1827.0,-120.759704,37.426648,2011-05-31
5969,3160.0,1983.0,3120.0,-117.9322,33.7711,2011-03-19
5970,2133.0,1174.0,2946.0,-118.173,33.9569,2011-09-06
5971,1640.0,1096.0,2070.0,-117.545,34.0773,2011-07-16
5972,1586.0,946.0,5922.0,-118.085,34.5801,2011-11-26
5973,2590.0,1601.0,2158.0,-117.31,34.075,2011-08-02
5974,2763.0,1904.0,5522.0,-116.043973,33.546385,2011-10-31
5975,3020.0,1971.0,2650.0,-122.2708,38.0374,2011-06-30
5976,5158.0,3153.0,5880.0,-120.558737,37.342417,2011-11-24
5977,4537.0,2651.0,2864.0,-120.938716,37.617188,2011-08-20
5978,4947.0,2604.0,2233.0,-122.1202,37.8943,2011-05-06
5979,3133.0,2341.0,2222.0,-121.390389,38.486341,2011-05-20
5980,3719.0,2741.0,2931.0,-119.3707,36.2182,2011-08-15
5981,1972.0,1330.0,1841.0,-117.173669,34.522344,2011-06-26
5982,3033.0,1549.0,5347.0,-117.069844,33.473079,2011-01-17
5983,3489.0,1904.0,5669.0,-121.922198,37.481735,2011-10-26
5984,6542.0,3129.0,4751.0,-122.364311,38.389928,2011-09-30
5985,1599.0,1093.0,2103.0,-117.7386,34.6899,2011-07-11
5986,5438.0,4008.0,2172.0,-120.43751,37.112797,2011-05-14
5987,3569.0,2004.0,4315.0,-122.512713,37.873781,2011-09-07
5988,3668.0,2182.0,3157.0,-121.310066,38.764709,2011-08-21
5989,4471.0,3204.0,2925.0,-117.22364,33.828664,2011-03-31
5990,2298.0,1731.0,4453.0,-119.75345,36.576305,2011-03-03
5991,1372.0,1312.0,1835.0,-116.379708,33.816464,2011-06-19
5992,2672.0,1783.0,2549.0,-117.25408,33.757497,2011-08-15
5993,5867.0,3875.0,2106.0,-121.150272,37.905998,2011-06-25
5994,3295.0,1925.0,2475.0,-117.7342,34.0265,2011-04-04
5995,5010.0,3926.0,2170.0,-121.7508,37.953,2011-07-04
5996,3049.0,1564.0,4766.0,-121.378217,38.769583,2011-09-25
5997,6410.0,3556.0,1690.0,-117.958,33.9693,2011-05-05
5998,2053.0,1432.0,1896.0,-117.204133,33.844544,2011-07-04
5999,5211.0,3186.0,2784.0,-122.265356,38.335705,2011-04-18
6000,3504.0,2568.0,1943.0,-117.215506,33.786604,2011-05-27
6001,2742.0,1852.0,2954.0,-117.485342,33.997085,2011-04-01
6002,3600.0,2791.0,2309.0,-119.7858,36.67799,2011-06-07
6003,2567.0,1531.0,1955.0,-122.320784,37.928699,2011-06-17
6004,2522.0,1856.0,1915.0,-118.2664,33.9116,2011-06-26
6005,3921.0,2469.0,2164.0,-119.830609,36.922939,2011-07-07
6006,3356.0,2272.0,2325.0,-117.09542,34.033868,2011-05-12
6007,4536.0,2490.0,1819.0,-122.101605,37.361429,2011-06-07
6008,2646.0,1626.0,1931.0,-117.0474,32.6857,2011-07-05
6009,2396.0,1767.0,1963.0,-116.880425,33.924144,2011-05-06
6010,6488.0,4218.0,2807.0,-122.598949,38.435718,2011-04-26
6011,4542.0,3071.0,2132.0,-121.542977,38.546479,2011-06-14
6012,3771.0,2311.0,2499.0,-120.49065,35.020658,2011-05-01
6013,2133.0,1432.0,3373.0,-118.0853,34.6022,2011-08-27
6014,4537.0,2616.0,4327.0,-120.434238,34.689645,2011-02-28
6015,2999.0,1717.0,1787.0,-121.8047,38.0122,2011-07-01
6016,2263.0,1613.0,3272.0,-117.174113,33.924623,2011-09-04
6017,1555.0,1007.0,1922.0,-121.01566,37.110039,2011-06-17
6018,3586.0,2392.0,2000.0,-119.561422,36.785455,2011-05-13
6019,1380.0,939.0,1695.0,-118.1731,33.9073,2011-05-09
6020,1722.0,1294.0,2223.0,-120.377893,36.756505,2011-07-04
6021,3016.0,1945.0,2002.0,-119.781799,36.680555,2011-05-11
6022,4118.0,2651.0,2443.0,-120.681761,37.373975,2011-04-29
6023,2430.0,1372.0,2852.0,-118.30258,34.184952,2011-04-06
6024,2544.0,1841.0,3025.0,-117.705878,33.618267,2011-07-22
6025,3536.0,2572.0,2728.0,-120.019429,36.94526,2011-07-26
6026,3897.0,2729.0,2002.0,-121.473669,37.789464,2011-05-27
6027,3619.0,1928.0,4699.0,-121.7857,37.9883,2011-09-24
6028,2101.0,1154.0,5639.0,-118.1669,33.972,2011-01-16
6029,3175.0,2004.0,2125.0,-118.431236,34.318143,2011-07-09
6030,4513.0,2751.0,5303.0,-120.741438,37.385853,2011-02-06
6031,4812.0,2765.0,4435.0,-121.886492,36.597147,2011-03-07
6032,2309.0,1268.0,4771.0,-118.1417,33.877,2011-10-13
6033,1732.0,1034.0,2003.0,-121.7726,38.0123,2011-07-10
6034,3295.0,2072.0,2323.0,-117.27546,33.620577,2011-05-01
6035,2919.0,2014.0,2047.0,-119.587693,36.098921,2011-05-03
6036,2602.0,1644.0,2995.0,-118.1329,34.675,2011-08-22
6037,2264.0,1682.0,2097.0,-118.1483,34.7186,2011-05-04
6038,3199.0,1803.0,2371.0,-121.3179,38.567081,2011-07-23
6039,2105.0,1399.0,2851.0,-117.176289,33.939143,2011-08-15
6040,1178.0,767.0,4694.0,-118.0234,33.8762,2011-10-19
6041,1465.0,1177.0,2672.0,-116.168301,33.71497,2011-07-21
6042,5483.0,3493.0,2606.0,-120.886561,37.400222,2011-07-31
6043,3140.0,2291.0,3386.0,-117.272331,33.891633,2011-09-03
6044,2031.0,1332.0,5477.0,-117.109785,32.681942,2011-10-27
6045,3326.0,2363.0,2561.0,-121.87994,37.707483,2011-07-05
6046,2594.0,1818.0,1915.0,-118.1618,34.036,2011-06-28
6047,2568.0,1888.0,2411.0,-121.8518,37.9999,2011-06-13
6048,3242.0,2137.0,1874.0,-119.567041,36.53241,2011-06-18
6049,4026.0,2818.0,2649.0,-122.1351,38.0014,2011-08-03
6050,2936.0,1983.0,3857.0,-117.8244,34.6008,2011-03-17
6051,3140.0,2291.0,3386.0,-117.273838,33.887929,2011-08-27
6052,3735.0,2123.0,4656.0,-121.263689,37.668118,2011-09-27
6053,2587.0,1624.0,5827.0,-116.375867,33.722919,2011-12-26
6054,4272.0,2915.0,4372.0,-117.275928,33.030869,2011-02-28
6055,2490.0,1077.0,5725.0,-118.1921,34.0198,2011-12-29
6056,3408.0,2061.0,2221.0,-121.614341,39.141624,2011-06-25
6057,3506.0,2001.0,5595.0,-117.182553,33.826651,2011-01-12
6058,4129.0,2438.0,2103.0,-122.0349,37.9399,2011-05-05
6059,1335.0,660.0,2179.0,-122.2626,38.0388,2011-07-05
6060,3383.0,2172.0,4962.0,-119.257613,36.324949,2011-10-14
6061,3360.0,1866.0,6007.0,-118.2378,34.2225,2011-01-07
6062,5509.0,3229.0,3143.0,-121.2348,38.64364,2011-08-12
6063,3874.0,2397.0,2336.0,-121.333018,38.561975,2011-05-02
6064,2115.0,1315.0,1848.0,-117.7535,34.0296,2011-06-27
6065,1964.0,1434.0,2038.0,-117.226285,33.900283,2011-07-10
6066,2008.0,1097.0,3760.0,-118.1553,34.0068,2011-09-30
6067,3014.0,1892.0,2066.0,-117.8144,34.0288,2011-07-10
6068,3649.0,2277.0,1730.0,-119.560387,36.59844,2011-06-30
6069,2498.0,1734.0,2219.0,-117.32569,33.666241,2011-06-14
6070,5637.0,3241.0,2729.0,-122.030903,37.051506,2011-08-06
6071,4319.0,2410.0,2661.0,-121.394998,38.587699,2011-08-11
6072,4349.0,2220.0,2586.0,-122.163721,37.443842,2011-08-07
6073,2442.0,1276.0,5538.0,-118.013855,33.832003,2011-01-24
6074,1752.0,969.0,2944.0,-118.2303,33.929,2011-08-24
6075,2997.0,1782.0,4701.0,-121.821,38.0039,2011-09-25
6076,3345.0,2006.0,1637.0,-121.817054,37.704422,2011-05-19
6077,2184.0,1564.0,2574.0,-118.1925,33.8785,2011-07-29
6078,1436.0,1039.0,2295.0,-116.493009,33.80503,2011-07-24
6079,4322.0,2771.0,4000.0,-119.894741,34.429785,2011-09-08
6080,1438.0,963.0,1581.0,-117.226055,33.825436,2011-07-13
6081,4587.0,2974.0,2286.0,-121.989697,38.899614,2011-05-26
6082,3036.0,1399.0,6171.0,-121.327276,37.667165,2011-12-11
6083,2738.0,1396.0,1931.0,-118.6136,34.4495,2011-06-22
6084,3216.0,1903.0,4893.0,-117.182479,34.108257,2011-10-15
6085,3741.0,2286.0,3688.0,-120.67029,35.615743,2011-09-13
6086,2496.0,1515.0,1904.0,-117.387192,33.729611,2011-06-21
