,YEAR,MO,DY,ALLSKY_SFC_LW_DWN,PRECTOT,PS,QV2M,RH2M,SRF_ALB,T10M,T10M_MAX,T10M_MIN,T10M_RANGE,TQV,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE
0,2010,5,19,21.05,5.88,7.82,3.7,4.12,3.26,7.26,20.55,1.76,74.06,0.98,98.03,2.55,311.29,4.24,13.87,12.73,15.37,0.04,0.12
1,2010,6,8,17.72,5.13,22.0,10.39,3.61,3.0,3.91,15.07,11.61,5.45,97.68,2.45,7.14,3.67,7.52,22.77,66.38,299.49,0.0,0.14
2,2010,6,12,11.42,4.94,13.51,3.73,2.59,2.5,6.1,30.11,2.34,42.81,1.22,97.42,2.42,294.6,3.72,21.83,16.59,22.86,0.0,0.12
3,2010,6,14,13.2,6.45,10.6,4.63,3.47,2.92,7.08,29.23,2.98,54.25,1.75,97.6,3.27,304.59,4.67,19.21,18.62,21.72,0.0,0.16
4,2010,7,11,18.36,2.31,97.32,0.08,5.9,346.41,24.51,28.95,3.2,16.87,46.0,4.13,8.24,28.01,6.0,35.23,4.21,0.1,0.0,0.16
5,2010,7,29,24.01,3.8,32.23,10.81,2.72,1.83,2.42,20.4,21.42,3.73,97.68,1.9,6.41,2.78,5.14,11.39,49.19,314.62,0.0,0.16
6,2010,9,11,316.75,22.2,13.39,4.22,17.03,2.86,15.08,4.41,0.19,1.4,39.94,32.11,5.8,2.11,97.54,0.16,24.15,3.02,0.16,0.0
7,2010,3,16,296.16,16.24,13.32,2.73,9.81,2.09,12.37,3.23,0.5,1.02,61.38,22.19,6.71,1.7,98.43,0.27,12.72,2.37,0.14,0.0
8,2010,5,1,6.39,5.97,16.18,76.75,2.94,97.58,20.04,13.89,4.22,12.52,13.65,4.25,2.52,7.02,3.38,282.08,2.59,1.73,0.12,0.01
9,2010,7,3,16.57,15.52,7.45,295.09,9.53,0.88,16.52,2.16,3.28,25.05,11.8,67.81,1.51,98.55,0.34,0.68,3.97,1.17,0.0,0.16
10,2010,7,3,22.48,19.79,6.77,295.09,10.06,2.15,19.55,3.02,5.07,29.86,10.91,52.06,4.33,95.49,0.66,0.83,5.9,3.66,0.0,0.16
11,2010,8,14,318.18,18.87,15.9,3.14,17.48,2.06,12.06,6.16,3.02,3.02,58.31,29.55,7.57,4.12,97.37,2.27,22.43,4.33,0.18,0.01
12,2010,8,31,316.41,20.34,12.81,2.55,18.29,2.24,11.45,4.81,2.27,2.23,51.75,29.74,6.53,3.3,97.62,1.32,22.48,3.56,0.16,0.01
13,2010,10,27,277.51,14.44,9.98,2.05,7.9,2.04,10.49,3.89,1.84,2.02,63.75,18.39,5.92,3.02,100.37,1.04,12.64,3.08,0.12,0.0
14,2010,1,29,9.23,2.8,12.79,60.0,1.1,98.61,16.84,8.67,1.98,12.88,7.61,1.97,1.66,4.88,2.36,293.77,0.44,0.3,0.17,0.04
15,2010,2,11,1.73,1.06,15.09,282.38,100.08,2.34,1.72,1.41,5.74,9.01,84.62,0.3,0.61,13.06,5.47,7.59,1.73,7.23,0.0,0.16
16,2010,3,4,6.89,6.69,5.13,284.76,4.72,1.68,7.68,2.62,2.83,11.4,9.99,82.19,2.75,100.07,0.54,0.89,3.73,2.21,0.78,0.2
17,2010,3,20,12.54,2.49,7.92,51.44,0.9,100.38,22.98,13.51,1.33,17.74,10.44,1.91,1.69,5.98,2.14,311.3,0.34,0.23,0.18,0.0
18,2010,3,27,16.27,1.17,100.53,0.39,2.92,276.85,14.73,12.23,1.95,6.28,61.69,1.5,5.62,13.33,3.47,22.55,1.89,0.54,0.0,0.18
19,2010,3,27,11.95,3.24,5.75,1.81,2.98,1.79,5.49,21.54,0.27,62.69,0.2,100.2,1.06,276.85,1.98,14.01,15.79,12.51,0.0,0.18
20,2010,4,2,5.15,3.39,17.02,79.31,1.45,99.9,13.16,9.88,2.3,9.77,8.01,2.41,1.62,5.8,2.14,304.3,1.25,0.79,0.16,1.58
21,2010,4,16,3.53,1.48,13.8,292.7,98.71,3.98,2.89,2.66,7.32,15.6,69.56,0.23,0.45,21.03,10.21,10.83,2.23,14.99,0.0,0.18
22,2010,5,16,16.12,7.55,7.51,350.42,14.62,0.77,18.14,2.02,3.52,22.17,16.54,56.75,1.2,89.7,0.16,0.2,3.7,1.04,0.0,0.17
23,2010,5,16,14.18,5.97,20.55,55.25,2.41,98.5,27.98,21.83,3.48,19.92,13.8,4.24,3.35,7.63,4.76,328.91,1.21,0.89,0.16,0.0
24,2010,5,18,4.51,1.67,23.16,348.34,99.67,4.92,3.48,3.13,7.75,16.9,66.75,0.34,0.41,23.15,11.6,11.55,2.52,18.92,0.52,0.16
25,2010,5,19,18.75,15.23,7.08,322.7,9.86,3.38,16.84,4.84,5.15,25.09,22.45,62.44,5.51,99.89,1.78,2.62,7.77,3.73,0.01,0.16
26,2010,5,19,11.03,3.98,16.12,60.94,1.12,90.18,20.94,14.55,2.36,15.63,9.91,1.83,1.52,7.02,3.5,329.25,0.48,0.31,0.16,0.0
27,2010,5,19,22.66,8.62,11.06,5.46,6.05,3.96,7.2,27.85,2.56,56.44,2.03,100.1,3.84,329.25,5.99,19.08,16.78,21.11,0.0,0.16
28,2010,5,20,14.84,4.4,99.02,2.91,3.98,279.46,17.45,12.23,6.28,10.33,48.25,3.22,5.49,19.33,8.66,25.19,6.12,4.69,0.0,0.16
29,2010,5,20,18.88,6.88,24.4,10.29,5.35,2.88,3.83,17.26,14.11,6.44,100.0,3.55,5.86,4.81,9.17,12.52,51.88,311.76,0.0,0.18
30,2010,5,21,16.15,7.13,21.19,8.54,4.8,3.58,4.75,14.37,12.65,6.74,99.83,3.16,5.07,5.0,9.55,12.28,53.0,287.84,0.0,0.17
31,2010,5,22,14.48,6.41,18.14,7.45,4.54,3.12,4.2,12.42,10.68,6.1,99.82,2.97,4.46,4.52,8.73,10.72,52.69,290.65,0.0,0.19
32,2010,6,26,3.88,1.04,23.24,361.23,89.71,4.3,1.94,1.79,8.24,23.48,45.25,0.15,0.41,29.72,15.38,14.34,2.39,23.87,0.0,0.17
33,2010,6,1,31.92,5.56,16.65,3.12,4.3,3.29,8.79,26.09,1.27,56.62,0.79,98.4,2.13,348.62,4.08,21.28,9.44,22.63,0.0,0.16
34,2010,6,1,4.3,2.13,31.92,348.62,98.4,5.56,4.08,3.29,8.79,21.28,56.62,0.79,1.27,26.09,16.65,9.44,3.12,22.63,0.0,0.16
35,2010,6,2,13.73,8.68,27.7,53.81,4.15,99.76,31.08,24.45,5.88,22.4,17.35,6.04,3.43,8.73,4.71,351.45,3.97,2.61,0.15,0.0
36,2010,6,3,25.85,3.45,30.84,18.53,1.16,3.27,4.44,24.75,12.31,3.91,98.29,0.64,10.13,2.32,5.59,34.88,54.81,369.23,0.21,0.16
37,2010,6,4,25.48,5.57,31.12,16.34,4.05,2.87,3.81,23.51,14.78,5.55,99.49,2.68,10.25,3.91,7.87,36.72,58.38,353.34,0.0,0.16
38,2010,6,4,24.66,6.19,30.05,14.9,4.27,3.2,4.15,22.18,15.14,6.04,96.57,2.84,9.95,4.4,8.42,30.82,59.44,353.34,0.0,0.16
39,2010,6,4,14.58,4.74,26.29,60.94,1.28,89.99,27.69,21.12,2.84,21.32,13.1,2.22,1.86,9.89,3.14,365.38,1.6,0.36,0.16,0.0
40,2010,6,4,25.48,5.57,31.12,16.34,4.05,2.87,3.81,23.51,14.78,5.55,99.49,2.68,10.25,3.91,7.87,36.72,58.38,353.34,0.0,0.16
41,2010,6,5,14.27,2.38,98.38,0.84,4.66,373.38,28.01,27.62,3.52,21.42,46.81,3.52,10.13,28.83,6.07,35.69,4.35,1.41,0.0,0.16
42,2010,6,5,17.74,4.02,21.95,52.19,1.15,90.09,30.35,23.25,2.7,24.07,12.61,1.8,1.41,9.46,2.83,373.38,1.2,0.39,0.16,0.0
43,2010,6,6,21.17,5.75,24.23,46.81,2.23,98.37,35.7,28.8,3.23,27.66,14.53,4.14,3.85,10.19,5.43,368.77,0.32,0.29,0.17,0.0
44,2010,4,18,10.23,3.75,15.02,65.94,1.49,99.46,25.4,17.87,2.47,18.03,15.17,2.52,1.75,7.81,2.8,325.35,0.95,0.77,0.17,0.0
45,2010,4,18,10.23,3.75,15.02,65.94,1.49,99.46,25.4,17.87,2.47,18.03,15.17,2.52,1.75,7.81,2.8,325.35,0.95,0.77,0.17,0.0
46,2010,4,29,11.55,6.69,15.78,5.18,3.79,4.31,5.9,10.5,10.61,6.72,99.99,2.41,5.0,4.62,9.69,10.46,66.19,300.16,0.64,0.18
47,2010,5,1,16.4,4.32,23.63,7.06,2.82,3.13,3.76,15.25,16.57,4.6,99.7,1.47,6.59,2.92,6.58,16.55,64.75,299.23,0.0,0.18
48,2010,5,2,16.63,2.23,23.85,10.29,0.12,3.42,4.63,17.58,13.56,3.49,98.53,0.06,6.59,1.48,4.77,13.48,58.44,304.09,0.0,0.16
49,2010,5,3,19.79,2.72,29.05,12.77,0.15,3.27,5.02,19.58,16.29,3.38,100.0,0.12,7.26,1.73,5.18,14.57,57.69,303.11,0.0,0.17
50,2010,5,5,12.69,5.72,13.07,54.06,2.02,98.46,22.83,17.13,3.04,17.4,10.14,4.13,3.73,6.35,5.07,293.28,0.65,0.41,0.16,0.0
51,2010,5,7,16.45,2.56,99.95,1.22,4.26,301.8,17.62,13.42,3.82,9.71,48.62,2.58,5.55,18.94,5.76,26.16,3.79,1.5,0.0,0.18
52,2010,5,8,15.56,3.42,99.88,2.58,2.33,298.84,16.32,13.79,4.91,8.75,55.44,1.55,6.16,17.95,6.17,24.32,4.12,3.84,0.0,0.17
53,2010,5,11,12.55,6.02,17.46,4.4,4.0,3.85,4.85,10.84,13.05,6.33,96.94,2.48,5.13,4.2,8.85,9.65,64.44,280.27,0.09,0.17
54,2010,5,12,17.15,4.62,24.89,7.83,3.26,2.04,2.71,15.8,17.05,4.28,99.63,2.24,6.65,3.2,5.97,14.4,64.19,304.14,0.0,0.17
55,2010,5,24,7.73,4.19,14.22,56.56,1.76,99.99,21.68,17.25,2.68,14.76,13.95,3.02,2.02,5.49,2.94,303.43,1.26,1.01,0.18,0.0
56,2010,5,25,16.62,3.04,12.01,1.73,2.84,2.28,5.98,22.46,0.2,50.75,0.11,98.39,1.21,329.7,2.39,17.23,10.44,17.6,0.22,0.16
57,2010,5,25,19.41,4.46,9.55,2.8,3.84,2.68,6.59,23.34,0.61,60.44,0.5,99.73,1.88,329.7,3.18,16.61,13.8,18.2,0.45,0.16
58,2010,5,27,17.33,3.23,20.56,11.22,1.5,2.93,3.71,15.39,9.34,3.7,99.78,0.77,6.53,2.27,5.21,16.75,62.31,327.13,0.64,0.18
59,2010,5,27,9.34,2.27,99.78,0.77,3.71,327.13,15.39,16.75,3.23,11.22,62.31,2.93,6.53,17.33,5.21,20.56,3.7,1.5,0.64,0.18
60,2010,5,28,8.66,8.41,11.92,54.88,4.53,100.2,20.86,17.24,6.45,15.18,12.2,5.88,3.41,5.55,4.55,298.02,3.85,2.48,0.18,0.06
61,2010,5,30,17.31,2.16,25.21,12.65,1.19,0.91,1.9,19.79,12.55,1.39,89.92,0.48,4.88,0.89,3.09,9.7,36.31,328.86,0.0,0.16
62,2010,5,30,14.29,5.03,13.38,2.95,4.93,3.12,6.04,32.33,0.1,41.31,0.08,99.6,1.87,311.55,3.2,22.69,18.95,24.26,0.0,0.17
63,2010,5,31,24.8,3.12,31.23,14.87,1.45,2.19,3.66,22.96,16.36,3.36,98.64,1.17,5.68,2.12,5.1,20.36,36.12,326.27,0.0,0.16
64,2010,5,31,23.58,3.93,29.92,13.98,2.48,2.95,4.55,21.96,15.94,4.8,99.6,1.84,6.53,2.7,7.03,21.93,42.94,335.83,0.0,0.17
65,2010,5,31,17.15,2.21,23.0,14.86,0.84,0.85,2.13,18.79,8.14,1.27,89.86,0.41,6.1,0.9,2.98,17.54,46.38,335.83,0.0,0.17
66,2010,6,1,16.65,5.56,31.92,56.62,2.13,98.4,26.09,22.63,3.12,21.28,9.44,4.08,3.29,8.79,4.3,348.62,1.27,0.79,0.16,0.0
67,2010,6,6,28.8,3.23,35.7,21.17,0.32,3.85,5.43,27.66,14.53,4.14,98.37,0.29,10.19,2.23,5.75,24.23,46.81,368.77,0.0,0.17
68,2010,6,6,368.77,27.66,24.23,5.43,14.53,3.85,21.17,5.75,0.32,2.23,46.81,35.7,10.19,3.23,98.37,0.29,28.8,4.14,0.17,0.0
69,2010,6,7,23.19,4.88,29.78,13.68,3.42,1.74,3.01,21.01,16.11,4.4,99.46,2.66,8.06,3.48,6.43,28.25,55.31,329.59,0.0,0.15
70,2010,6,8,21.72,16.46,5.8,318.0,11.48,3.92,18.73,5.46,4.84,27.94,21.97,45.19,6.02,96.53,2.44,3.66,8.49,3.58,0.0,0.16
71,2010,6,8,24.85,16.42,6.65,344.3,14.76,4.01,22.25,5.62,4.78,31.19,25.62,42.81,5.98,99.73,2.54,3.77,8.55,3.45,0.0,0.16
72,2010,6,9,23.98,7.3,30.34,13.45,5.32,3.02,4.15,21.65,16.89,6.63,99.87,3.62,7.14,5.16,9.47,25.05,44.5,335.96,0.0,0.17
73,2010,6,9,16.89,5.16,99.87,3.62,4.15,318.67,21.65,25.05,7.3,13.45,44.5,3.02,7.14,23.98,9.47,30.34,6.63,5.32,0.0,0.17
74,2010,6,9,24.36,14.24,7.75,335.96,15.65,2.91,22.48,4.17,6.6,29.89,24.82,46.5,5.41,98.45,0.6,0.95,7.56,4.8,0.0,0.17
75,2010,6,10,296.0,15.3,10.98,2.64,11.66,2.13,9.89,9.02,6.38,5.34,56.56,21.54,6.04,7.54,96.57,4.4,17.84,6.53,0.16,0.0
76,2010,6,17,26.51,3.84,33.21,13.96,2.32,2.05,3.58,23.84,19.26,3.92,99.56,1.88,3.72,2.64,5.9,8.66,24.31,294.29,0.0,0.18
77,2010,6,17,7.87,4.23,14.7,3.12,2.03,1.45,3.48,33.12,2.2,22.25,1.27,98.62,2.1,294.29,2.72,23.96,18.42,26.33,0.0,0.18
78,2010,6,18,5.79,2.98,12.04,290.4,98.67,7.41,5.12,3.8,4.76,21.44,33.75,1.31,1.62,30.89,12.7,18.19,4.19,24.94,0.0,0.18
79,2010,6,18,22.73,4.0,29.25,13.49,1.55,4.38,6.2,20.67,15.76,5.43,99.0,1.05,5.55,2.85,7.76,13.32,39.38,308.48,0.0,0.19
80,2010,6,19,22.36,5.5,28.74,10.41,3.66,2.44,4.11,19.01,18.34,5.33,100.04,2.89,5.13,3.95,7.77,12.91,42.44,305.79,0.0,0.18
81,2010,6,19,22.74,14.73,5.19,305.79,13.32,2.05,20.18,2.98,3.81,28.04,12.02,37.94,3.62,98.64,0.73,1.25,5.06,2.89,0.0,0.18
82,2010,6,20,2.45,1.61,10.85,309.3,98.48,3.34,2.65,2.05,4.88,21.32,34.25,0.59,0.9,28.81,13.73,15.09,2.34,22.84,0.0,0.18
83,2010,6,20,3.11,3.04,11.52,309.3,99.86,5.8,3.95,1.89,4.88,20.03,39.88,2.05,2.68,29.87,10.2,19.68,4.3,23.26,0.0,0.18
84,2010,6,20,23.26,19.68,4.88,309.3,10.2,3.04,20.03,4.3,3.11,29.87,11.52,39.88,3.95,99.86,2.05,2.68,5.8,1.89,0.0,0.18
85,2010,6,22,12.55,0.88,90.07,0.42,2.16,296.16,22.33,11.45,2.39,16.02,37.5,0.95,5.98,21.76,3.68,28.57,1.38,1.52,0.0,0.15
86,2010,6,22,16.34,5.01,14.05,29.5,1.84,99.74,35.62,29.42,2.76,26.45,19.28,3.35,2.2,5.55,3.55,349.38,1.46,1.15,0.16,0.0
87,2010,6,11,9.63,4.19,9.06,39.94,0.96,89.48,22.16,16.48,2.95,16.07,12.53,2.22,2.05,4.64,3.67,322.77,0.52,0.17,0.19,0.1
88,2010,6,12,13.58,5.8,10.74,33.0,2.63,96.36,29.78,24.25,3.88,22.66,16.2,4.19,3.29,5.0,4.01,313.09,1.79,0.9,0.16,0.0
89,2010,6,12,3.66,1.71,15.81,329.42,98.26,4.37,3.32,2.92,5.8,24.62,33.94,0.4,0.71,30.25,17.97,12.28,2.62,24.54,0.07,0.18
90,2010,6,13,27.73,18.3,6.1,325.84,16.82,2.91,25.89,4.24,5.78,35.12,14.68,33.56,5.29,99.5,1.33,1.66,7.44,3.96,0.0,0.17
91,2010,6,14,18.15,1.62,99.61,0.91,4.95,344.97,27.9,17.23,2.52,19.5,27.31,3.2,5.49,30.44,6.07,37.64,4.11,1.12,0.0,0.17
92,2010,6,15,26.33,13.55,5.74,327.0,19.04,1.46,25.28,2.15,3.68,32.58,13.15,31.75,2.87,97.97,0.09,0.19,3.87,2.78,0.0,0.17
93,2010,6,15,10.79,8.26,11.18,49.94,4.04,99.11,29.02,21.23,5.65,18.19,18.23,5.75,2.67,5.8,4.04,298.41,4.22,3.08,0.17,0.0
94,2010,6,15,10.79,8.26,11.18,49.94,4.04,99.11,29.02,21.23,5.65,18.19,18.23,5.75,2.67,5.8,4.04,298.41,4.22,3.08,0.17,0.0
95,2010,6,16,22.94,13.45,5.0,307.73,14.62,1.84,21.73,2.73,5.73,28.08,9.53,33.88,4.39,98.26,0.14,0.15,5.88,4.26,0.0,0.19
96,2010,6,16,11.86,6.2,10.47,36.0,3.02,99.61,29.47,23.39,4.31,20.58,17.61,4.54,2.62,4.82,3.5,307.73,2.7,1.92,0.19,0.0
97,2010,6,22,16.34,5.01,14.05,29.5,1.84,99.74,35.62,29.42,2.76,26.45,19.28,3.35,2.2,5.55,3.55,349.38,1.46,1.15,0.16,0.0
98,2010,6,23,28.72,12.55,5.68,349.06,21.87,1.48,28.3,2.16,3.28,34.42,16.69,25.12,3.01,98.3,0.33,0.59,3.88,2.68,0.0,0.16
99,2010,6,24,27.85,3.06,33.2,20.12,0.3,4.91,6.93,26.19,13.07,5.05,98.29,0.14,5.37,2.12,7.23,23.01,26.81,348.7,0.0,0.18
100,2010,6,25,15.7,6.33,27.22,38.88,3.33,99.55,33.01,27.85,4.65,24.24,17.3,4.5,2.82,6.9,4.23,332.3,2.1,1.69,0.17,0.0
101,2010,6,25,28.83,16.93,6.71,332.3,16.51,2.1,24.87,2.96,3.82,33.44,25.08,36.12,3.3,98.58,0.73,0.9,4.72,2.56,0.0,0.17
102,2010,6,25,12.48,6.91,26.83,50.0,3.77,99.3,30.37,24.22,5.25,20.94,17.89,4.77,2.29,7.2,3.8,332.3,3.11,2.48,0.17,0.01
103,2010,6,27,32.9,17.55,7.51,383.07,22.37,1.75,31.91,2.59,4.77,39.93,24.81,27.94,3.65,97.79,0.1,0.23,5.0,3.55,0.0,0.16
104,2010,6,27,3.81,3.09,24.49,364.29,98.8,6.37,4.52,2.48,7.45,28.4,34.81,2.04,2.55,40.02,17.01,23.0,4.36,30.97,0.0,0.16
105,2010,6,28,378.12,33.27,21.87,3.68,16.21,3.06,25.4,4.8,1.12,1.88,24.56,41.6,7.02,2.86,97.65,0.59,34.3,3.65,0.17,0.04
106,2010,6,29,22.53,7.58,21.13,4.84,5.02,3.8,6.53,38.12,2.55,27.25,1.53,99.18,3.42,352.35,5.34,29.37,17.0,32.29,0.02,0.18
107,2010,6,30,339.91,26.97,13.43,3.62,18.56,2.67,18.01,7.72,4.09,4.02,22.88,36.57,4.52,5.66,99.38,2.69,29.87,5.37,0.19,0.0
108,2010,7,5,14.57,5.66,18.65,2.61,4.84,3.2,6.16,36.73,0.82,31.56,0.66,96.21,1.76,326.38,3.86,26.85,18.09,30.26,0.0,0.17
109,2010,7,6,22.98,5.56,19.24,3.11,4.45,3.56,6.77,35.83,1.1,31.06,0.65,97.97,2.2,349.39,4.2,27.75,16.59,29.89,0.0,0.18
110,2010,7,6,16.59,2.2,97.97,0.65,4.45,349.39,27.75,22.98,3.11,19.24,31.06,3.56,6.77,29.89,5.56,35.83,4.2,1.1,0.0,0.18
111,2010,7,6,349.39,27.75,22.98,4.45,16.59,3.56,19.24,5.56,1.1,2.2,31.06,35.83,6.77,3.11,97.97,0.65,29.89,4.2,0.18,0.0
112,2010,7,6,22.14,5.16,18.87,3.63,2.84,2.08,6.96,36.86,2.32,32.81,1.48,99.23,2.56,349.39,3.56,27.94,17.99,31.09,0.0,0.18
113,2010,7,7,21.27,5.24,19.3,2.62,4.59,3.6,6.9,35.44,0.66,32.12,0.38,98.01,1.88,343.78,3.98,27.76,16.13,29.81,0.05,0.17
114,2010,7,7,21.83,4.63,18.62,3.27,2.35,1.75,7.14,36.83,2.28,34.69,1.34,99.29,2.3,343.78,3.09,27.51,18.21,30.72,0.05,0.17
115,2010,7,8,19.08,7.63,17.3,3.57,7.31,5.03,7.26,36.79,0.32,38.19,0.26,98.48,2.54,328.92,5.29,25.89,19.49,29.99,0.0,0.17
116,2010,7,8,20.27,4.83,17.92,3.22,2.3,1.53,6.71,36.87,2.53,33.06,1.36,98.76,2.2,348.43,2.9,27.32,18.95,30.05,0.0,0.17
117,2010,7,8,14.01,4.02,18.15,2.41,2.77,1.3,6.23,30.54,1.26,33.38,0.16,89.79,0.84,348.43,1.45,25.01,12.38,24.54,0.0,0.17
118,2010,7,9,28.76,21.77,7.02,340.33,15.36,3.16,25.44,4.42,3.48,37.13,18.33,39.25,4.25,99.18,2.23,2.78,6.26,2.02,0.0,0.17
119,2010,7,17,35.43,14.67,7.32,404.35,26.44,2.06,33.47,3.02,6.09,41.11,30.05,23.56,4.41,98.31,0.14,0.21,6.3,4.27,0.0,0.18
120,2010,7,18,23.95,6.44,25.87,2.88,6.19,4.36,5.86,41.35,0.25,19.62,0.13,98.14,1.99,379.37,4.49,33.11,15.48,34.7,0.0,0.19
121,2010,7,19,33.64,15.67,4.27,356.05,24.8,1.52,32.26,2.2,3.8,40.47,16.3,15.75,3.2,98.02,0.2,0.34,4.14,3.01,0.0,0.19
122,2010,7,19,33.31,20.72,4.46,356.05,20.59,2.7,30.53,3.86,2.42,41.31,15.46,18.81,3.46,99.32,1.98,2.76,5.19,1.48,0.0,0.19
123,2010,7,19,33.64,15.67,4.27,356.05,24.8,1.52,32.26,2.2,3.8,40.47,16.3,15.75,3.2,98.02,0.2,0.34,4.14,3.01,0.0,0.19
124,2010,7,21,31.53,18.96,6.23,324.55,18.7,1.76,27.89,2.55,4.71,37.66,14.81,29.38,3.62,99.22,0.55,0.66,5.38,3.09,0.0,0.18
125,2010,7,23,29.45,23.78,6.35,344.67,14.98,3.02,26.23,4.23,4.3,38.76,15.8,35.88,4.63,99.16,2.02,2.52,6.81,2.61,0.0,0.17
126,2010,7,23,30.77,16.62,5.55,365.9,20.78,1.44,29.55,2.06,3.78,37.4,19.12,23.69,3.3,98.15,0.28,0.52,4.3,3.02,0.0,0.19
127,2010,7,24,23.82,5.0,20.44,4.05,1.53,1.23,6.23,40.28,3.47,25.62,2.14,99.38,2.83,364.66,3.38,30.14,19.84,32.77,0.0,0.17
128,2010,7,24,16.43,1.55,98.09,0.25,3.72,364.66,30.91,23.77,2.24,22.54,22.12,3.02,5.8,32.26,4.26,38.97,3.27,0.54,0.0,0.17
129,2010,7,25,375.09,29.4,28.38,3.5,15.7,2.7,21.48,4.01,0.51,1.45,26.12,37.18,6.47,2.11,98.03,0.28,31.24,2.98,0.17,0.52
130,2010,7,25,26.84,5.88,20.2,3.73,3.78,2.38,6.41,38.82,2.11,27.31,1.6,99.34,2.63,375.09,3.98,29.06,18.62,32.09,0.0,0.17
131,2010,8,6,12.15,5.43,13.43,3.24,4.27,3.42,6.65,30.8,1.17,44.44,0.69,96.19,2.3,324.49,4.11,21.39,17.38,24.93,0.0,0.18
132,2010,8,9,348.22,26.21,16.43,3.88,15.14,3.16,18.44,4.45,0.57,1.47,32.31,33.58,6.35,2.13,98.13,0.23,27.64,3.39,0.18,0.0
133,2010,8,10,11.13,3.89,18.4,2.27,2.69,0.98,5.19,27.79,1.2,29.44,0.26,89.76,0.88,342.97,1.23,22.93,9.39,21.65,0.0,0.17
134,2010,8,12,27.38,13.54,6.47,349.16,19.22,1.48,26.22,2.09,4.36,32.76,18.01,32.0,3.46,98.08,0.09,0.17,4.53,3.38,0.0,0.19
135,2010,8,12,18.01,4.53,19.22,2.09,4.36,3.38,6.47,32.76,0.17,32.0,0.09,98.08,1.48,349.16,3.46,26.22,13.54,27.38,0.0,0.19
136,2010,8,12,349.16,25.5,19.55,2.6,17.76,2.17,16.65,4.82,2.22,2.33,39.06,34.41,7.2,3.41,99.4,1.09,28.26,3.27,0.19,0.0
137,2010,8,14,14.81,1.64,98.08,0.21,3.75,347.35,26.53,15.29,2.45,18.89,32.44,3.16,6.71,27.73,4.39,33.71,3.37,0.64,0.0,0.18
138,2010,8,15,21.13,2.92,96.37,1.74,3.61,319.19,22.98,13.47,4.11,13.15,42.5,2.3,6.77,26.22,5.79,34.28,4.05,2.18,0.0,0.19
139,2010,8,15,20.75,3.4,99.29,2.51,3.02,319.19,22.86,15.25,4.79,13.42,46.12,1.67,7.2,25.71,6.2,34.17,4.18,3.18,0.0,0.19
140,2010,8,22,18.48,3.49,96.57,1.95,3.15,308.49,21.51,10.97,5.01,12.15,34.0,2.88,4.94,23.85,6.61,30.63,4.82,3.45,0.0,0.19
141,2010,8,23,9.52,4.4,16.71,2.58,4.17,2.54,4.58,37.76,0.23,25.44,0.2,99.32,1.53,341.39,2.73,27.3,21.05,28.78,0.0,0.18
142,2010,8,27,332.59,26.68,12.66,4.88,19.16,3.24,17.27,7.23,2.36,2.84,26.62,36.44,5.13,4.09,99.15,1.7,29.37,4.94,0.17,0.0
143,2010,8,27,332.59,29.24,13.7,2.94,13.62,2.34,22.3,3.8,0.86,1.48,20.19,35.94,4.82,2.24,97.81,0.48,30.51,2.83,0.17,0.0
144,2010,8,27,12.66,7.23,17.27,4.09,4.88,3.24,5.13,36.44,2.36,26.62,1.7,99.15,2.84,332.59,4.94,26.68,19.16,29.37,0.0,0.17
145,2010,8,27,12.66,7.23,17.27,4.09,4.88,3.24,5.13,36.44,2.36,26.62,1.7,99.15,2.84,332.59,4.94,26.68,19.16,29.37,0.0,0.17
146,2010,8,27,12.66,7.23,17.27,4.09,4.88,3.24,5.13,36.44,2.36,26.62,1.7,99.15,2.84,332.59,4.94,26.68,19.16,29.37,0.0,0.17
147,2010,8,28,17.93,8.08,11.58,5.55,4.77,3.58,6.77,25.34,3.31,56.62,2.16,98.94,3.93,305.73,5.74,17.45,13.76,19.94,0.0,0.19
148,2010,8,28,14.9,7.97,10.07,5.99,3.64,2.78,6.41,23.53,4.33,56.94,2.9,95.99,4.25,305.73,5.68,15.84,13.46,18.55,0.0,0.19
149,2010,8,28,315.34,16.38,11.29,3.16,9.57,1.6,11.15,4.16,1.0,0.98,36.88,20.72,4.46,2.45,89.38,0.11,16.51,1.7,0.18,0.0
150,2010,9,8,9.27,3.03,99.37,2.05,4.47,358.57,19.84,25.16,4.27,15.26,55.25,3.0,8.0,21.76,7.39,24.53,5.05,2.92,0.03,0.18
151,2010,9,10,17.13,1.71,99.73,0.55,3.98,311.26,22.45,13.99,2.73,13.69,38.62,2.61,5.68,24.04,4.66,30.82,3.16,0.68,0.0,0.2
152,2010,9,13,319.53,21.99,8.52,4.09,8.83,1.19,18.09,4.09,0.01,0.9,22.94,26.92,3.72,2.23,90.0,0.05,18.9,1.24,0.19,0.0
153,2010,9,14,308.7,24.6,9.91,1.98,14.11,1.82,17.44,3.27,1.3,1.4,24.12,31.55,4.09,2.2,98.35,0.74,24.5,2.56,0.19,0.0
154,2010,9,15,11.67,5.08,15.25,3.72,2.74,2.61,5.07,32.55,2.34,32.31,1.04,99.72,2.45,313.57,3.65,23.18,17.3,24.62,0.0,0.19
