,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,Datetime,LocationString
0,36.064,-98.021,344.8,1.1,1.1,2020-07-01,425,Terra,MODIS,100,6.0NRT,299.3,58.3,N,2020-07-01,"36.064,-98.021"
1,36.073,-98.023,322.6,1.1,1.1,2020-07-01,425,Terra,MODIS,100,6.0NRT,298.6,20.3,N,2020-07-01,"36.073,-98.023"
2,32.396,-110.75,384.1,1.0,1.0,2020-07-01,1805,Terra,MODIS,100,6.0NRT,316.1,158.6,D,2020-07-01,"32.396,-110.75"
3,36.316,-97.849,378.2,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,318.8,122.4,D,2020-07-01,"36.316,-97.849"
4,36.315,-97.861,371.1,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,319.7,95.0,D,2020-07-01,"36.315,-97.861"
5,37.547,-98.143,395.2,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,319.8,208.8,D,2020-07-01,"37.547,-98.143"
6,36.636,-98.525,368.8,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,325.1,83.5,D,2020-07-01,"36.636,-98.525"
7,37.058,-98.011,421.4,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,320.8,391.9,D,2020-07-01,"37.058,-98.011"
8,37.196,-98.146,399.8,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,322.6,232.7,D,2020-07-01,"37.196,-98.146"
9,36.872,-97.406,370.3,1.0,1.0,2020-07-01,1945,Aqua,MODIS,100,6.0NRT,313.7,99.7,D,2020-07-01,"36.872,-97.406"
10,35.299,-118.627,324.6,4.4,1.9,2020-07-02,510,Terra,MODIS,100,6.0NRT,292.2,191.4,N,2020-07-02,"35.299,-118.627"
11,35.301,-118.633,323.7,4.4,1.9,2020-07-02,510,Terra,MODIS,100,6.0NRT,291.9,185.0,N,2020-07-02,"35.301,-118.633"
12,35.928,-109.271,335.2,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,292.6,47.4,N,2020-07-02,"35.928,-109.271"
13,35.926,-109.284,320.6,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,289.3,24.6,N,2020-07-02,"35.926,-109.284"
14,35.924,-109.297,321.4,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,288.1,25.9,N,2020-07-02,"35.924,-109.297"
15,35.94,-109.261,320.1,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,289.6,24.8,N,2020-07-02,"35.94,-109.261"
16,35.95,-109.263,320.6,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,288.4,25.9,N,2020-07-02,"35.95,-109.263"
17,35.954,-109.258,336.0,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,290.2,50.2,N,2020-07-02,"35.954,-109.258"
18,35.952,-109.27,328.4,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,288.4,37.2,N,2020-07-02,"35.952,-109.27"
19,35.961,-109.273,333.6,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,289.9,46.3,N,2020-07-02,"35.961,-109.273"
20,35.959,-109.286,323.9,1.2,1.1,2020-07-02,510,Terra,MODIS,100,6.0NRT,287.3,30.9,N,2020-07-02,"35.959,-109.286"
21,39.46,-112.181,329.7,1.0,1.0,2020-07-02,925,Aqua,MODIS,100,6.0NRT,290.8,31.1,N,2020-07-02,"39.46,-112.181"
22,36.931,-97.614,363.1,1.2,1.1,2020-07-02,1710,Terra,MODIS,100,6.0NRT,305.9,102.7,D,2020-07-02,"36.931,-97.614"
23,35.655,-98.179,374.1,1.2,1.1,2020-07-02,1710,Terra,MODIS,100,6.0NRT,310.7,150.4,D,2020-07-02,"35.655,-98.179"
24,35.653,-98.165,360.3,1.2,1.1,2020-07-02,1710,Terra,MODIS,100,6.0NRT,309.6,92.0,D,2020-07-02,"35.653,-98.165"
25,38.336,-97.77,390.6,3.9,1.8,2020-07-02,1850,Aqua,MODIS,100,6.0NRT,302.5,1377.6,D,2020-07-02,"38.336,-97.77"
26,38.325,-97.773,365.1,3.9,1.8,2020-07-02,1850,Aqua,MODIS,100,6.0NRT,301.2,638.6,D,2020-07-02,"38.325,-97.773"
27,43.696,-113.051,372.9,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,320.7,115.7,D,2020-07-02,"43.696,-113.051"
28,43.707,-113.034,368.6,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,315.4,97.7,D,2020-07-02,"43.707,-113.034"
29,43.705,-113.046,431.7,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,341.8,503.5,D,2020-07-02,"43.705,-113.046"
30,43.703,-113.058,367.9,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,321.4,97.7,D,2020-07-02,"43.703,-113.058"
31,43.716,-113.036,388.0,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,309.6,179.1,D,2020-07-02,"43.716,-113.036"
32,43.714,-113.049,443.6,1.0,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,329.1,639.6,D,2020-07-02,"43.714,-113.049"
33,39.467,-112.158,373.3,1.1,1.0,2020-07-02,2030,Aqua,MODIS,100,6.0NRT,322.4,108.0,D,2020-07-02,"39.467,-112.158"
34,35.949,-109.27,321.7,2.2,1.4,2020-07-03,550,Terra,MODIS,100,6.0NRT,288.3,67.5,N,2020-07-03,"35.949,-109.27"
35,35.949,-109.276,323.7,2.2,1.4,2020-07-03,550,Terra,MODIS,100,6.0NRT,288.7,70.6,N,2020-07-03,"35.949,-109.276"
36,39.456,-112.148,322.3,1.6,1.2,2020-07-03,555,Terra,MODIS,100,6.0NRT,293.4,36.8,N,2020-07-03,"39.456,-112.148"
37,36.864,-77.599,363.0,1.1,1.1,2020-07-03,1615,Terra,MODIS,100,6.0NRT,302.8,106.0,D,2020-07-03,"36.864,-77.599"
38,42.243,-79.791,324.1,1.0,1.0,2020-07-04,320,Terra,MODIS,100,6.0NRT,292.7,21.6,N,2020-07-04,"42.243,-79.791"
39,42.245,-79.779,332.0,1.0,1.0,2020-07-04,320,Terra,MODIS,100,6.0NRT,293.3,31.4,N,2020-07-04,"42.245,-79.779"
40,33.305,-108.529,330.6,1.8,1.3,2020-07-04,455,Terra,MODIS,100,6.0NRT,290.5,71.6,N,2020-07-04,"33.305,-108.529"
41,35.935,-109.27,361.7,1.2,1.1,2020-07-04,2015,Aqua,MODIS,100,6.0NRT,303.9,98.5,D,2020-07-04,"35.935,-109.27"
42,46.0,-106.809,360.9,1.1,1.0,2020-07-04,2015,Aqua,MODIS,100,6.0NRT,313.5,83.9,D,2020-07-04,"46.0,-106.809"
43,30.002,-90.404,322.3,1.2,1.1,2020-07-05,400,Terra,MODIS,100,6.0NRT,291.9,23.2,N,2020-07-05,"30.002,-90.404"
44,33.421,-110.869,322.2,1.1,1.0,2020-07-05,540,Terra,MODIS,100,6.0NRT,298.2,19.1,N,2020-07-05,"33.421,-110.869"
45,34.265,-111.524,321.5,1.1,1.0,2020-07-05,540,Terra,MODIS,100,6.0NRT,299.0,17.5,N,2020-07-05,"34.265,-111.524"
46,37.159,-121.571,334.6,1.1,1.1,2020-07-05,955,Aqua,MODIS,100,6.0NRT,292.6,42.9,N,2020-07-05,"37.159,-121.571"
47,36.749,-119.153,364.0,1.1,1.0,2020-07-05,2100,Aqua,MODIS,100,6.0NRT,319.4,86.4,D,2020-07-05,"36.749,-119.153"
48,43.738,-121.439,435.9,1.1,1.0,2020-07-05,2100,Aqua,MODIS,100,6.0NRT,325.0,571.8,D,2020-07-05,"43.738,-121.439"
49,43.736,-121.452,367.8,1.1,1.0,2020-07-05,2100,Aqua,MODIS,100,6.0NRT,320.5,100.0,D,2020-07-05,"43.736,-121.452"
50,33.294,-108.515,320.3,2.8,1.6,2020-07-06,445,Terra,MODIS,100,6.0NRT,288.8,89.0,N,2020-07-06,"33.294,-108.515"
51,37.016,-121.45,337.5,1.2,1.1,2020-07-06,625,Terra,MODIS,100,6.0NRT,290.8,51.0,N,2020-07-06,"37.016,-121.45"
52,37.019,-121.423,327.6,1.2,1.1,2020-07-06,625,Terra,MODIS,100,6.0NRT,291.0,35.8,N,2020-07-06,"37.019,-121.423"
53,67.178,-144.485,367.1,1.0,1.0,2020-07-06,2135,Terra,MODIS,100,6.0NRT,300.6,105.8,D,2020-07-06,"67.178,-144.485"
54,67.17,-144.494,362.5,1.0,1.0,2020-07-06,2135,Terra,MODIS,100,6.0NRT,293.8,92.9,D,2020-07-06,"67.17,-144.494"
55,36.999,-121.438,369.9,1.8,1.3,2020-07-06,2140,Aqua,MODIS,100,6.0NRT,312.3,247.3,D,2020-07-06,"36.999,-121.438"
56,46.782,-119.54,371.4,3.0,1.7,2020-07-06,2145,Aqua,MODIS,100,6.0NRT,313.9,518.4,D,2020-07-06,"46.782,-119.54"
57,46.782,-119.532,370.3,3.0,1.7,2020-07-06,2145,Aqua,MODIS,100,6.0NRT,313.8,493.7,D,2020-07-06,"46.782,-119.532"
58,67.168,-144.483,370.6,1.0,1.0,2020-07-06,2150,Aqua,MODIS,100,6.0NRT,302.5,115.0,D,2020-07-06,"67.168,-144.483"
59,67.176,-144.491,371.2,1.0,1.0,2020-07-06,2150,Aqua,MODIS,100,6.0NRT,300.2,117.0,D,2020-07-06,"67.176,-144.491"
60,67.173,-144.513,363.6,1.0,1.0,2020-07-06,2150,Aqua,MODIS,100,6.0NRT,293.6,93.5,D,2020-07-06,"67.173,-144.513"
61,32.395,-110.773,321.3,1.0,1.0,2020-07-07,525,Terra,MODIS,100,6.0NRT,295.0,18.0,N,2020-07-07,"32.395,-110.773"
62,33.415,-110.863,324.7,1.0,1.0,2020-07-07,525,Terra,MODIS,100,6.0NRT,298.4,20.4,N,2020-07-07,"33.415,-110.863"
63,38.844,-119.631,343.9,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,292.8,155.0,N,2020-07-07,"38.844,-119.631"
64,38.839,-119.656,334.7,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,291.7,107.7,N,2020-07-07,"38.839,-119.656"
65,38.856,-119.636,374.9,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,304.3,400.3,N,2020-07-07,"38.856,-119.636"
66,38.851,-119.661,344.2,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,292.6,151.1,N,2020-07-07,"38.851,-119.661"
67,38.879,-119.592,354.1,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,294.4,213.7,N,2020-07-07,"38.879,-119.592"
68,38.874,-119.617,417.3,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,317.9,1114.0,N,2020-07-07,"38.874,-119.617"
69,38.868,-119.642,456.3,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,325.3,2388.4,N,2020-07-07,"38.868,-119.642"
70,38.891,-119.598,414.3,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,310.4,1042.6,N,2020-07-07,"38.891,-119.598"
71,38.886,-119.622,427.4,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,315.7,1376.8,N,2020-07-07,"38.886,-119.622"
72,38.88,-119.646,354.2,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,293.7,213.5,N,2020-07-07,"38.88,-119.646"
73,38.903,-119.603,348.2,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,290.7,175.2,N,2020-07-07,"38.903,-119.603"
74,38.898,-119.627,337.7,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,289.0,117.8,N,2020-07-07,"38.898,-119.627"
75,38.904,-119.609,326.9,2.1,1.4,2020-07-07,530,Terra,MODIS,100,6.0NRT,289.6,75.2,N,2020-07-07,"38.904,-119.609"
76,42.681,-111.598,325.9,1.0,1.0,2020-07-07,530,Terra,MODIS,100,6.0NRT,285.1,26.9,N,2020-07-07,"42.681,-111.598"
77,38.751,-121.42,322.1,2.7,1.6,2020-07-07,530,Terra,MODIS,100,6.0NRT,291.2,87.1,N,2020-07-07,"38.751,-121.42"
78,38.738,-121.415,321.3,2.7,1.6,2020-07-07,530,Terra,MODIS,100,6.0NRT,291.9,83.5,N,2020-07-07,"38.738,-121.415"
79,38.893,-119.637,362.7,1.3,1.1,2020-07-07,940,Aqua,MODIS,100,6.0NRT,296.1,139.9,N,2020-07-07,"38.893,-119.637"
80,38.873,-119.64,365.4,1.3,1.1,2020-07-07,940,Aqua,MODIS,100,6.0NRT,295.3,148.1,N,2020-07-07,"38.873,-119.64"
81,38.853,-119.644,345.9,1.3,1.1,2020-07-07,940,Aqua,MODIS,100,6.0NRT,291.8,79.8,N,2020-07-07,"38.853,-119.644"
82,38.843,-119.645,355.6,1.3,1.1,2020-07-07,940,Aqua,MODIS,100,6.0NRT,290.7,112.5,N,2020-07-07,"38.843,-119.645"
83,46.782,-119.567,368.9,1.6,1.3,2020-07-07,940,Aqua,MODIS,100,6.0NRT,288.9,233.3,N,2020-07-07,"46.782,-119.567"
84,36.578,-97.944,362.4,2.4,1.5,2020-07-07,1905,Aqua,MODIS,100,6.0NRT,302.3,279.4,D,2020-07-07,"36.578,-97.944"
85,38.889,-119.582,425.7,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,329.6,559.0,D,2020-07-07,"38.889,-119.582"
86,38.88,-119.586,393.4,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,325.1,253.2,D,2020-07-07,"38.88,-119.586"
87,38.877,-119.572,434.1,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,334.9,669.6,D,2020-07-07,"38.877,-119.572"
88,38.875,-119.559,384.0,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,310.5,207.8,D,2020-07-07,"38.875,-119.559"
89,38.857,-119.585,367.4,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,317.1,114.5,D,2020-07-07,"38.857,-119.585"
90,38.855,-119.571,372.8,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,310.0,145.8,D,2020-07-07,"38.855,-119.571"
91,38.85,-119.601,371.5,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,320.5,123.5,D,2020-07-07,"38.85,-119.601"
92,38.847,-119.588,386.9,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,317.2,210.9,D,2020-07-07,"38.847,-119.588"
93,38.845,-119.575,363.9,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,307.6,105.0,D,2020-07-07,"38.845,-119.575"
94,38.843,-119.617,363.8,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,322.3,92.4,D,2020-07-07,"38.843,-119.617"
95,38.84,-119.604,391.7,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,321.3,238.5,D,2020-07-07,"38.84,-119.604"
96,38.838,-119.591,361.9,1.2,1.1,2020-07-07,1905,Terra,MODIS,100,6.0NRT,314.9,89.7,D,2020-07-07,"38.838,-119.591"
97,38.842,-119.555,393.0,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,296.6,317.0,D,2020-07-07,"38.842,-119.555"
98,38.839,-119.57,463.3,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,326.4,1417.0,D,2020-07-07,"38.839,-119.57"
99,38.836,-119.586,432.3,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,336.9,778.2,D,2020-07-07,"38.836,-119.586"
100,38.833,-119.602,394.6,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,329.2,315.4,D,2020-07-07,"38.833,-119.602"
101,38.852,-119.559,429.5,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,302.5,744.8,D,2020-07-07,"38.852,-119.559"
102,38.849,-119.574,436.8,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,323.1,853.5,D,2020-07-07,"38.849,-119.574"
103,38.846,-119.59,374.3,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,320.3,159.8,D,2020-07-07,"38.846,-119.59"
104,38.875,-119.55,405.6,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,314.1,451.9,D,2020-07-07,"38.875,-119.55"
105,38.884,-119.543,374.6,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,295.7,198.3,D,2020-07-07,"38.884,-119.543"
106,38.881,-119.56,455.1,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,331.1,1231.2,D,2020-07-07,"38.881,-119.56"
107,38.878,-119.575,434.3,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,341.2,803.3,D,2020-07-07,"38.878,-119.575"
108,38.876,-119.59,415.8,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,337.4,529.9,D,2020-07-07,"38.876,-119.59"
109,38.892,-119.563,419.8,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,311.9,606.8,D,2020-07-07,"38.892,-119.563"
110,38.889,-119.579,434.2,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,338.7,808.6,D,2020-07-07,"38.889,-119.579"
111,38.886,-119.594,383.6,1.4,1.2,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,334.7,222.7,D,2020-07-07,"38.886,-119.594"
112,40.285,-107.785,364.5,2.0,1.4,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,321.5,211.1,D,2020-07-07,"40.285,-107.785"
113,40.283,-107.809,365.6,2.0,1.4,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,322.5,219.7,D,2020-07-07,"40.283,-107.809"
114,35.642,-112.731,375.1,1.0,1.0,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,326.6,113.2,D,2020-07-07,"35.642,-112.731"
115,35.651,-112.733,394.2,1.0,1.0,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,327.3,202.4,D,2020-07-07,"35.651,-112.733"
116,32.382,-110.735,366.7,1.1,1.0,2020-07-07,2045,Aqua,MODIS,100,6.0NRT,317.4,90.9,D,2020-07-07,"32.382,-110.735"
117,35.194,-92.641,324.0,1.3,1.1,2020-07-08,430,Terra,MODIS,100,6.0NRT,292.6,30.3,N,2020-07-08,"35.194,-92.641"
118,35.195,-92.649,324.1,1.3,1.1,2020-07-08,430,Terra,MODIS,100,6.0NRT,292.5,29.8,N,2020-07-08,"35.195,-92.649"
119,38.818,-119.551,340.6,1.1,1.1,2020-07-08,610,Terra,MODIS,100,6.0NRT,289.0,55.2,N,2020-07-08,"38.818,-119.551"
120,37.199,-114.575,333.2,2.0,1.4,2020-07-08,610,Terra,MODIS,100,6.0NRT,297.3,85.5,N,2020-07-08,"37.199,-114.575"
121,37.224,-114.61,325.2,2.0,1.4,2020-07-08,610,Terra,MODIS,100,6.0NRT,297.3,57.9,N,2020-07-08,"37.224,-114.61"
122,37.254,-114.586,323.2,4.3,1.9,2020-07-08,845,Aqua,MODIS,100,6.0NRT,292.7,172.1,N,2020-07-08,"37.254,-114.586"
123,33.341,-108.525,323.6,1.6,1.2,2020-07-08,850,Aqua,MODIS,100,6.0NRT,288.3,44.6,N,2020-07-08,"33.341,-108.525"
124,38.822,-119.544,322.8,1.8,1.3,2020-07-08,1025,Aqua,MODIS,100,6.0NRT,282.4,52.4,N,2020-07-08,"38.822,-119.544"
125,20.871,-156.347,375.3,1.0,1.0,2020-07-08,1210,Aqua,MODIS,100,6.0NRT,297.4,136.4,N,2020-07-08,"20.871,-156.347"
126,20.872,-156.356,341.4,1.0,1.0,2020-07-08,1210,Aqua,MODIS,100,6.0NRT,294.2,45.6,N,2020-07-08,"20.872,-156.356"
127,37.2,-114.657,361.9,1.4,1.2,2020-07-08,1810,Terra,MODIS,100,6.0NRT,321.1,112.0,D,2020-07-08,"37.2,-114.657"
128,37.19,-114.658,366.0,1.4,1.2,2020-07-08,1810,Terra,MODIS,100,6.0NRT,324.9,128.3,D,2020-07-08,"37.19,-114.658"
129,37.181,-114.677,367.4,1.5,1.2,2020-07-08,1810,Terra,MODIS,100,6.0NRT,323.9,136.6,D,2020-07-08,"37.181,-114.677"
130,33.272,-108.475,362.2,1.1,1.0,2020-07-08,1815,Terra,MODIS,100,6.0NRT,312.9,90.3,D,2020-07-08,"33.272,-108.475"
131,33.336,-108.539,365.6,1.1,1.0,2020-07-08,1815,Terra,MODIS,100,6.0NRT,315.5,97.5,D,2020-07-08,"33.336,-108.539"
132,33.344,-108.525,369.0,1.1,1.0,2020-07-08,1815,Terra,MODIS,100,6.0NRT,311.1,111.2,D,2020-07-08,"33.344,-108.525"
133,34.86,-106.333,326.4,1.0,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,291.1,25.7,N,2020-07-09,"34.86,-106.333"
134,34.858,-106.344,327.6,1.0,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,291.3,26.9,N,2020-07-09,"34.858,-106.344"
135,31.739,-101.789,323.7,1.5,1.2,2020-07-09,515,Terra,MODIS,100,6.0NRT,298.2,31.6,N,2020-07-09,"31.739,-101.789"
136,35.672,-112.701,323.7,1.5,1.2,2020-07-09,515,Terra,MODIS,100,6.0NRT,296.0,38.4,N,2020-07-09,"35.672,-112.701"
137,35.669,-112.716,327.3,1.5,1.2,2020-07-09,515,Terra,MODIS,100,6.0NRT,296.5,45.4,N,2020-07-09,"35.669,-112.716"
138,31.737,-101.804,336.1,1.5,1.2,2020-07-09,515,Terra,MODIS,100,6.0NRT,298.7,58.9,N,2020-07-09,"31.737,-101.804"
139,42.688,-111.59,326.4,1.1,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,284.8,30.0,N,2020-07-09,"42.688,-111.59"
140,33.27,-108.504,322.2,1.1,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,290.6,20.0,N,2020-07-09,"33.27,-108.504"
141,33.272,-108.493,331.1,1.0,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,292.0,31.0,N,2020-07-09,"33.272,-108.493"
142,41.76,-105.405,327.3,1.3,1.1,2020-07-09,515,Terra,MODIS,100,6.0NRT,289.2,37.2,N,2020-07-09,"41.76,-105.405"
143,33.339,-108.542,340.8,1.1,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,292.0,48.3,N,2020-07-09,"33.339,-108.542"
144,33.341,-108.531,326.5,1.1,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,292.4,26.3,N,2020-07-09,"33.341,-108.531"
145,33.614,-107.464,327.4,1.0,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,289.9,26.6,N,2020-07-09,"33.614,-107.464"
146,33.323,-108.469,324.3,1.0,1.0,2020-07-09,515,Terra,MODIS,100,6.0NRT,292.0,22.1,N,2020-07-09,"33.323,-108.469"
147,41.761,-105.39,336.7,1.3,1.1,2020-07-09,515,Terra,MODIS,100,6.0NRT,290.8,54.9,N,2020-07-09,"41.761,-105.39"
148,31.737,-101.799,321.4,4.6,2.0,2020-07-09,755,Aqua,MODIS,100,6.0NRT,295.1,155.9,N,2020-07-09,"31.737,-101.799"
149,20.865,-156.363,322.8,1.2,1.1,2020-07-09,830,Terra,MODIS,100,6.0NRT,292.6,26.0,N,2020-07-09,"20.865,-156.363"
150,20.874,-156.365,339.0,1.2,1.1,2020-07-09,830,Terra,MODIS,100,6.0NRT,294.0,55.2,N,2020-07-09,"20.874,-156.365"
151,20.892,-156.381,333.3,1.2,1.1,2020-07-09,830,Terra,MODIS,100,6.0NRT,292.6,43.4,N,2020-07-09,"20.892,-156.381"
152,33.273,-108.483,321.2,1.6,1.2,2020-07-09,930,Aqua,MODIS,100,6.0NRT,288.0,39.7,N,2020-07-09,"33.273,-108.483"
153,33.276,-108.5,333.9,1.6,1.2,2020-07-09,930,Aqua,MODIS,100,6.0NRT,289.9,69.6,N,2020-07-09,"33.276,-108.5"
154,35.67,-112.703,384.2,1.1,1.0,2020-07-09,2035,Aqua,MODIS,100,6.0NRT,324.1,161.4,D,2020-07-09,"35.67,-112.703"
155,35.668,-112.714,412.8,1.1,1.0,2020-07-09,2035,Aqua,MODIS,100,6.0NRT,331.7,347.5,D,2020-07-09,"35.668,-112.714"
156,35.677,-112.716,375.0,1.1,1.0,2020-07-09,2035,Aqua,MODIS,100,6.0NRT,321.3,120.3,D,2020-07-09,"35.677,-112.716"
157,37.109,-114.695,370.7,1.2,1.1,2020-07-09,2035,Aqua,MODIS,100,6.0NRT,327.1,119.0,D,2020-07-09,"37.109,-114.695"
158,29.543,-98.265,326.4,1.9,1.3,2020-07-10,420,Terra,MODIS,100,6.0NRT,296.2,52.4,N,2020-07-10,"29.543,-98.265"
159,29.549,-98.261,344.8,1.9,1.3,2020-07-10,420,Terra,MODIS,100,6.0NRT,296.6,120.7,N,2020-07-10,"29.549,-98.261"
160,36.079,-119.421,334.8,1.0,1.0,2020-07-10,600,Terra,MODIS,100,6.0NRT,295.3,36.1,N,2020-07-10,"36.079,-119.421"
161,37.32,-114.536,322.0,1.3,1.1,2020-07-10,600,Terra,MODIS,100,6.0NRT,298.9,27.3,N,2020-07-10,"37.32,-114.536"
162,37.316,-114.542,326.4,1.3,1.1,2020-07-10,600,Terra,MODIS,100,6.0NRT,298.4,34.5,N,2020-07-10,"37.316,-114.542"
163,37.327,-114.542,326.7,1.3,1.1,2020-07-10,600,Terra,MODIS,100,6.0NRT,297.0,35.3,N,2020-07-10,"37.327,-114.542"
164,33.67,-107.455,368.7,1.0,1.0,2020-07-10,1800,Terra,MODIS,100,6.0NRT,306.7,98.0,D,2020-07-10,"33.67,-107.455"
165,33.669,-107.445,383.3,1.0,1.0,2020-07-10,1800,Terra,MODIS,100,6.0NRT,312.2,152.0,D,2020-07-10,"33.669,-107.445"
166,33.354,-108.523,383.6,1.0,1.0,2020-07-10,1800,Terra,MODIS,100,6.0NRT,318.8,151.6,D,2020-07-10,"33.354,-108.523"
167,33.268,-108.515,328.1,1.4,1.2,2020-07-11,500,Terra,MODIS,100,6.0NRT,291.8,43.6,N,2020-07-11,"33.268,-108.515"
168,31.735,-101.805,333.3,1.1,1.0,2020-07-11,500,Terra,MODIS,100,6.0NRT,301.1,31.3,N,2020-07-11,"31.735,-101.805"
169,33.674,-107.445,323.4,1.2,1.1,2020-07-11,500,Terra,MODIS,100,6.0NRT,291.9,27.9,N,2020-07-11,"33.674,-107.445"
170,30.13,-84.073,365.9,1.1,1.1,2020-07-11,1840,Aqua,MODIS,100,6.0NRT,305.4,109.9,D,2020-07-11,"30.13,-84.073"
171,31.927,-84.78,364.1,1.2,1.1,2020-07-11,1840,Aqua,MODIS,100,6.0NRT,309.6,113.0,D,2020-07-11,"31.927,-84.78"
172,47.775,-119.839,401.5,1.8,1.3,2020-07-11,2025,Aqua,MODIS,100,6.0NRT,298.7,614.5,D,2020-07-11,"47.775,-119.839"
173,47.786,-119.844,381.5,1.8,1.3,2020-07-11,2025,Aqua,MODIS,100,6.0NRT,295.8,367.7,D,2020-07-11,"47.786,-119.844"
174,33.434,-113.211,326.1,1.0,1.0,2020-07-12,545,Terra,MODIS,100,6.0NRT,302.3,19.4,N,2020-07-12,"33.434,-113.211"
175,33.464,-113.189,326.8,1.0,1.0,2020-07-12,545,Terra,MODIS,100,6.0NRT,304.2,21.3,N,2020-07-12,"33.464,-113.189"
