,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,Datetime,LocationString
714,41.71,-121.423,381.8,1.1,1.0,2020-07-26,2120,Aqua,MODIS,100,6.0NRT,333.7,135.7,D,2020-07-26,"41.71,-121.423"
715,41.712,-121.455,421.8,1.1,1.0,2020-07-26,2120,Aqua,MODIS,100,6.0NRT,336.6,426.4,D,2020-07-26,"41.712,-121.455"
716,41.705,-121.461,420.6,1.1,1.0,2020-07-26,2120,Aqua,MODIS,100,6.0NRT,332.0,404.1,D,2020-07-26,"41.705,-121.461"
717,41.708,-121.435,413.2,1.1,1.0,2020-07-26,2120,Aqua,MODIS,100,6.0NRT,342.7,333.9,D,2020-07-26,"41.708,-121.435"
718,39.922,-120.018,335.3,3.3,1.7,2020-07-27,915,Aqua,MODIS,100,6.0NRT,272.2,219.8,N,2020-07-27,"39.922,-120.018"
719,39.927,-120.025,341.0,3.3,1.7,2020-07-27,915,Aqua,MODIS,100,6.0NRT,276.9,265.6,N,2020-07-27,"39.927,-120.025"
720,39.923,-120.051,338.5,3.3,1.7,2020-07-27,915,Aqua,MODIS,100,6.0NRT,276.9,249.6,N,2020-07-27,"39.923,-120.051"
721,41.786,-121.491,324.3,3.2,1.7,2020-07-27,1055,Aqua,MODIS,100,6.0NRT,285.1,129.8,N,2020-07-27,"41.786,-121.491"
722,41.784,-121.488,324.8,3.2,1.7,2020-07-27,1055,Aqua,MODIS,100,6.0NRT,285.8,128.8,N,2020-07-27,"41.784,-121.488"
723,41.827,-121.467,325.7,3.2,1.7,2020-07-27,1055,Aqua,MODIS,100,6.0NRT,285.6,134.6,N,2020-07-27,"41.827,-121.467"
724,33.467,-93.586,369.5,1.0,1.0,2020-07-27,1705,Terra,MODIS,100,6.0NRT,298.1,107.5,D,2020-07-27,"33.467,-93.586"
725,41.785,-121.5,362.0,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,302.3,137.0,D,2020-07-27,"41.785,-121.5"
726,41.737,-121.496,372.0,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,309.8,195.6,D,2020-07-27,"41.737,-121.496"
727,41.686,-121.416,368.5,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,313.9,159.1,D,2020-07-27,"41.686,-121.416"
728,41.706,-121.395,371.3,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,312.3,176.1,D,2020-07-27,"41.706,-121.395"
729,41.676,-121.54,362.7,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,306.8,144.3,D,2020-07-27,"41.676,-121.54"
730,41.673,-121.546,386.7,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,307.8,307.9,D,2020-07-27,"41.673,-121.546"
731,41.736,-121.479,381.2,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,313.9,253.9,D,2020-07-27,"41.736,-121.479"
732,41.727,-121.498,380.3,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,303.9,252.2,D,2020-07-27,"41.727,-121.498"
733,41.684,-121.398,385.5,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,317.6,273.3,D,2020-07-27,"41.684,-121.398"
734,41.695,-121.397,406.7,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,319.5,480.6,D,2020-07-27,"41.695,-121.397"
735,41.725,-121.48,360.8,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,305.6,130.8,D,2020-07-27,"41.725,-121.48"
736,41.682,-121.381,364.3,1.5,1.2,2020-07-27,1840,Terra,MODIS,100,6.0NRT,320.0,130.8,D,2020-07-27,"41.682,-121.381"
737,37.027,-116.186,373.4,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,313.2,113.3,D,2020-07-27,"37.027,-116.186"
738,37.025,-116.174,500.0,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,357.9,1653.3,D,2020-07-27,"37.025,-116.174"
739,37.023,-116.163,500.0,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,363.1,1652.9,D,2020-07-27,"37.023,-116.163"
740,37.021,-116.151,401.7,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,325.7,248.6,D,2020-07-27,"37.021,-116.151"
741,37.016,-116.176,387.0,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,321.4,170.7,D,2020-07-27,"37.016,-116.176"
742,37.014,-116.165,379.2,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,312.0,134.0,D,2020-07-27,"37.014,-116.165"
743,37.012,-116.153,360.2,1.0,1.0,2020-07-27,1845,Terra,MODIS,100,6.0NRT,306.3,67.9,D,2020-07-27,"37.012,-116.153"
744,48.688,-119.272,354.6,1.0,1.0,2020-07-28,550,Terra,MODIS,100,6.0NRT,299.9,70.9,N,2020-07-28,"48.688,-119.272"
745,48.686,-119.286,360.3,1.0,1.0,2020-07-28,550,Terra,MODIS,100,6.0NRT,298.6,85.3,N,2020-07-28,"48.686,-119.286"
746,48.679,-119.269,328.4,1.0,1.0,2020-07-28,550,Terra,MODIS,100,6.0NRT,295.3,25.5,N,2020-07-28,"48.679,-119.269"
747,48.696,-119.281,328.6,1.0,1.0,2020-07-28,550,Terra,MODIS,100,6.0NRT,294.2,27.1,N,2020-07-28,"48.696,-119.281"
748,47.313,-114.473,321.8,1.1,1.0,2020-07-28,1000,Aqua,MODIS,100,6.0NRT,291.2,23.9,N,2020-07-28,"47.313,-114.473"
749,48.684,-119.284,325.4,1.1,1.0,2020-07-28,1000,Aqua,MODIS,100,6.0NRT,293.4,27.1,N,2020-07-28,"48.684,-119.284"
750,41.167,-123.405,338.8,1.3,1.1,2020-07-28,1000,Aqua,MODIS,100,6.0NRT,291.0,59.1,N,2020-07-28,"41.167,-123.405"
751,41.165,-123.39,323.5,1.3,1.1,2020-07-28,1000,Aqua,MODIS,100,6.0NRT,290.4,30.7,N,2020-07-28,"41.165,-123.39"
752,41.157,-123.407,331.9,1.3,1.1,2020-07-28,1000,Aqua,MODIS,100,6.0NRT,289.5,45.3,N,2020-07-28,"41.157,-123.407"
753,36.579,-77.504,383.1,1.0,1.0,2020-07-28,1610,Terra,MODIS,100,6.0NRT,303.8,164.6,D,2020-07-28,"36.579,-77.504"
754,32.73,-104.323,399.1,1.0,1.0,2020-07-28,1750,Terra,MODIS,100,6.0NRT,320.6,224.1,D,2020-07-28,"32.73,-104.323"
755,41.711,-121.503,375.6,1.4,1.2,2020-07-28,1925,Terra,MODIS,100,6.0NRT,312.2,202.8,D,2020-07-28,"41.711,-121.503"
756,41.161,-123.405,366.7,1.2,1.1,2020-07-28,1925,Terra,MODIS,100,6.0NRT,303.8,130.7,D,2020-07-28,"41.161,-123.405"
757,47.269,-118.994,404.9,1.4,1.2,2020-07-28,1925,Terra,MODIS,100,6.0NRT,321.2,449.8,D,2020-07-28,"47.269,-118.994"
758,47.301,-114.482,375.3,1.8,1.3,2020-07-28,2105,Aqua,MODIS,100,6.0NRT,313.9,297.1,D,2020-07-28,"47.301,-114.482"
759,47.296,-114.476,380.9,1.8,1.3,2020-07-28,2105,Aqua,MODIS,100,6.0NRT,311.6,353.0,D,2020-07-28,"47.296,-114.476"
760,47.298,-114.454,371.5,1.8,1.3,2020-07-28,2105,Aqua,MODIS,100,6.0NRT,305.8,264.6,D,2020-07-28,"47.298,-114.454"
761,47.302,-114.46,387.1,1.8,1.3,2020-07-28,2105,Aqua,MODIS,100,6.0NRT,309.6,414.6,D,2020-07-28,"47.302,-114.46"
762,46.577,-119.297,421.2,1.1,1.0,2020-07-28,2105,Aqua,MODIS,100,6.0NRT,327.1,451.5,D,2020-07-28,"46.577,-119.297"
763,47.313,-114.485,357.7,2.1,1.4,2020-07-29,455,Terra,MODIS,100,6.0NRT,295.7,232.0,N,2020-07-29,"47.313,-114.485"
764,47.319,-114.46,325.1,2.1,1.4,2020-07-29,455,Terra,MODIS,100,6.0NRT,293.4,62.5,N,2020-07-29,"47.319,-114.46"
765,47.296,-114.443,334.7,2.1,1.4,2020-07-29,455,Terra,MODIS,100,6.0NRT,294.6,100.7,N,2020-07-29,"47.296,-114.443"
766,47.296,-114.437,339.8,2.1,1.4,2020-07-29,455,Terra,MODIS,100,6.0NRT,294.8,125.0,N,2020-07-29,"47.296,-114.437"
767,41.159,-123.402,345.0,1.3,1.1,2020-07-29,630,Terra,MODIS,100,6.0NRT,293.9,77.8,N,2020-07-29,"41.159,-123.402"
768,41.166,-123.396,322.6,1.7,1.3,2020-07-29,1040,Aqua,MODIS,100,6.0NRT,289.4,47.9,N,2020-07-29,"41.166,-123.396"
769,37.354,-114.614,379.3,2.7,1.6,2020-07-29,2010,Aqua,MODIS,100,6.0NRT,328.2,550.5,D,2020-07-29,"37.354,-114.614"
770,37.367,-114.619,392.8,2.7,1.6,2020-07-29,2010,Aqua,MODIS,100,6.0NRT,324.2,822.6,D,2020-07-29,"37.367,-114.619"
771,37.365,-114.595,377.9,2.7,1.6,2020-07-29,2010,Aqua,MODIS,100,6.0NRT,325.2,521.1,D,2020-07-29,"37.365,-114.595"
772,37.358,-114.623,382.2,2.7,1.6,2020-07-29,2010,Aqua,MODIS,100,6.0NRT,330.2,605.7,D,2020-07-29,"37.358,-114.623"
773,41.708,-121.502,395.2,2.6,1.5,2020-07-29,2150,Aqua,MODIS,100,6.0NRT,321.4,815.4,D,2020-07-29,"41.708,-121.502"
774,41.703,-121.477,374.0,2.6,1.5,2020-07-29,2150,Aqua,MODIS,100,6.0NRT,319.3,426.1,D,2020-07-29,"41.703,-121.477"
775,41.757,-121.513,368.5,2.6,1.5,2020-07-29,2150,Aqua,MODIS,100,6.0NRT,316.5,363.1,D,2020-07-29,"41.757,-121.513"
776,41.701,-121.51,375.3,2.6,1.5,2020-07-29,2150,Aqua,MODIS,100,6.0NRT,320.2,446.0,D,2020-07-29,"41.701,-121.51"
777,41.71,-121.47,361.7,2.6,1.5,2020-07-29,2150,Aqua,MODIS,100,6.0NRT,316.7,273.2,D,2020-07-29,"41.71,-121.47"
778,37.374,-114.575,346.8,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.4,57.4,N,2020-07-30,"37.374,-114.575"
779,37.373,-114.587,342.8,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,301.1,49.3,N,2020-07-30,"37.373,-114.587"
780,37.384,-114.577,355.5,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,301.3,77.8,N,2020-07-30,"37.384,-114.577"
781,37.382,-114.589,346.1,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,299.5,55.4,N,2020-07-30,"37.382,-114.589"
782,37.392,-114.573,321.5,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,297.8,18.6,N,2020-07-30,"37.392,-114.573"
783,37.39,-114.584,334.6,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,299.5,35.4,N,2020-07-30,"37.39,-114.584"
784,37.401,-114.575,337.6,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,299.2,41.0,N,2020-07-30,"37.401,-114.575"
785,37.399,-114.587,352.1,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,302.1,70.3,N,2020-07-30,"37.399,-114.587"
786,37.41,-114.577,320.2,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,297.0,17.5,N,2020-07-30,"37.41,-114.577"
787,37.408,-114.589,338.1,1.1,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,297.6,41.3,N,2020-07-30,"37.408,-114.589"
788,42.686,-111.599,322.6,1.1,1.1,2020-07-30,535,Terra,MODIS,100,6.0NRT,285.5,26.3,N,2020-07-30,"42.686,-111.599"
789,35.994,-117.474,363.8,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.7,173.2,N,2020-07-30,"35.994,-117.474"
790,35.991,-117.49,350.1,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,296.0,112.0,N,2020-07-30,"35.991,-117.49"
791,36.008,-117.462,351.1,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.2,112.9,N,2020-07-30,"36.008,-117.462"
792,36.005,-117.477,356.8,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,298.8,138.9,N,2020-07-30,"36.005,-117.477"
793,36.019,-117.464,369.0,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,301.8,199.4,N,2020-07-30,"36.019,-117.464"
794,36.06,-117.447,325.9,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,298.8,37.0,N,2020-07-30,"36.06,-117.447"
795,36.057,-117.462,333.5,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,298.6,55.8,N,2020-07-30,"36.057,-117.462"
796,36.07,-117.449,375.8,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,302.9,240.1,N,2020-07-30,"36.07,-117.449"
797,36.067,-117.464,359.0,1.5,1.2,2020-07-30,535,Terra,MODIS,100,6.0NRT,297.6,146.0,N,2020-07-30,"36.067,-117.464"
798,36.985,-112.036,346.4,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,302.7,54.1,N,2020-07-30,"36.985,-112.036"
799,36.983,-112.047,365.9,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,306.4,101.8,N,2020-07-30,"36.983,-112.047"
800,36.982,-112.058,350.0,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,302.2,60.7,N,2020-07-30,"36.982,-112.058"
801,36.994,-112.037,348.0,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,304.5,56.9,N,2020-07-30,"36.994,-112.037"
802,36.992,-112.049,341.0,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,304.1,43.1,N,2020-07-30,"36.992,-112.049"
803,36.991,-112.06,346.1,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,303.4,52.1,N,2020-07-30,"36.991,-112.06"
804,36.989,-112.071,329.4,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.0,26.0,N,2020-07-30,"36.989,-112.071"
805,37.003,-112.039,360.0,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.1,85.2,N,2020-07-30,"37.003,-112.039"
806,37.001,-112.051,354.8,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,300.0,71.4,N,2020-07-30,"37.001,-112.051"
807,37.0,-112.062,324.9,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,296.3,20.5,N,2020-07-30,"37.0,-112.062"
808,41.758,-121.514,320.4,1.9,1.3,2020-07-30,535,Terra,MODIS,100,6.0NRT,295.0,46.6,N,2020-07-30,"41.758,-121.514"
809,47.311,-114.436,339.6,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,294.5,44.5,N,2020-07-30,"47.311,-114.436"
810,47.309,-114.45,347.1,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,298.5,58.1,N,2020-07-30,"47.309,-114.45"
811,47.307,-114.463,330.5,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,293.1,30.2,N,2020-07-30,"47.307,-114.463"
812,41.742,-121.53,325.7,1.9,1.3,2020-07-30,535,Terra,MODIS,100,6.0NRT,293.6,60.8,N,2020-07-30,"41.742,-121.53"
813,47.318,-114.451,324.0,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,289.8,21.5,N,2020-07-30,"47.318,-114.451"
814,47.316,-114.465,337.8,1.0,1.0,2020-07-30,535,Terra,MODIS,100,6.0NRT,293.6,40.5,N,2020-07-30,"47.316,-114.465"
815,37.394,-114.578,325.3,1.1,1.1,2020-07-30,950,Aqua,MODIS,100,6.0NRT,295.3,26.7,N,2020-07-30,"37.394,-114.578"
816,37.385,-114.58,327.3,1.1,1.1,2020-07-30,950,Aqua,MODIS,100,6.0NRT,294.1,29.3,N,2020-07-30,"37.385,-114.58"
817,37.383,-114.567,331.6,1.1,1.1,2020-07-30,950,Aqua,MODIS,100,6.0NRT,297.0,36.0,N,2020-07-30,"37.383,-114.567"
818,36.06,-117.465,373.6,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,300.1,128.4,N,2020-07-30,"36.06,-117.465"
819,36.058,-117.455,345.0,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,296.3,51.5,N,2020-07-30,"36.058,-117.455"
820,36.004,-117.462,324.5,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,292.8,22.0,N,2020-07-30,"36.004,-117.462"
821,36.002,-117.451,331.3,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,294.2,29.7,N,2020-07-30,"36.002,-117.451"
822,35.995,-117.464,368.6,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,303.0,112.4,N,2020-07-30,"35.995,-117.464"
823,35.994,-117.453,338.3,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,296.5,40.1,N,2020-07-30,"35.994,-117.453"
824,35.988,-117.477,339.0,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,292.6,42.9,N,2020-07-30,"35.988,-117.477"
825,35.986,-117.466,353.8,1.0,1.0,2020-07-30,950,Aqua,MODIS,100,6.0NRT,296.8,71.3,N,2020-07-30,"35.986,-117.466"
826,37.003,-112.043,328.8,1.6,1.2,2020-07-30,950,Aqua,MODIS,100,6.0NRT,296.5,49.6,N,2020-07-30,"37.003,-112.043"
827,36.963,-112.062,378.5,3.8,1.8,2020-07-30,1735,Terra,MODIS,100,6.0NRT,309.9,903.8,D,2020-07-30,"36.963,-112.062"
828,36.972,-112.067,362.7,3.8,1.8,2020-07-30,1735,Terra,MODIS,100,6.0NRT,307.8,551.0,D,2020-07-30,"36.972,-112.067"
829,36.956,-112.07,360.4,3.8,1.8,2020-07-30,1735,Terra,MODIS,100,6.0NRT,305.8,506.9,D,2020-07-30,"36.956,-112.07"
830,36.954,-112.03,363.3,3.8,1.8,2020-07-30,1735,Terra,MODIS,100,6.0NRT,310.1,550.6,D,2020-07-30,"36.954,-112.03"
831,41.691,-121.508,361.8,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,315.8,74.9,D,2020-07-30,"41.691,-121.508"
832,41.696,-121.479,493.1,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,342.0,1590.4,D,2020-07-30,"41.696,-121.479"
833,41.689,-121.495,361.8,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,318.6,74.0,D,2020-07-30,"41.689,-121.495"
834,41.707,-121.489,407.1,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,325.7,306.7,D,2020-07-30,"41.707,-121.489"
835,41.705,-121.476,479.8,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,343.1,1292.0,D,2020-07-30,"41.705,-121.476"
836,41.698,-121.492,473.3,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,336.3,1156.7,D,2020-07-30,"41.698,-121.492"
837,41.701,-121.505,381.4,1.1,1.0,2020-07-30,1910,Terra,MODIS,100,6.0NRT,318.1,150.3,D,2020-07-30,"41.701,-121.505"
838,33.925,-117.006,386.1,1.1,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,319.5,172.9,D,2020-07-30,"33.925,-117.006"
839,33.923,-117.018,401.9,1.1,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,326.8,269.0,D,2020-07-30,"33.923,-117.018"
840,37.353,-114.602,383.6,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,335.1,138.9,D,2020-07-30,"37.353,-114.602"
841,37.363,-114.592,369.6,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,327.0,81.0,D,2020-07-30,"37.363,-114.592"
842,37.362,-114.604,393.5,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,334.3,188.1,D,2020-07-30,"37.362,-114.604"
843,37.393,-114.575,383.4,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,334.8,136.9,D,2020-07-30,"37.393,-114.575"
844,37.4,-114.582,362.4,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,331.8,61.8,D,2020-07-30,"37.4,-114.582"
845,37.409,-114.584,371.3,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,330.6,93.1,D,2020-07-30,"37.409,-114.584"
846,37.4,-114.653,361.8,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,326.5,65.1,D,2020-07-30,"37.4,-114.653"
847,37.42,-114.574,367.2,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,321.5,81.8,D,2020-07-30,"37.42,-114.574"
848,37.418,-114.586,394.2,1.0,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,334.5,199.6,D,2020-07-30,"37.418,-114.586"
849,35.984,-117.448,390.1,1.1,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,329.3,190.4,D,2020-07-30,"35.984,-117.448"
850,36.065,-117.46,385.8,1.1,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,327.9,174.1,D,2020-07-30,"36.065,-117.46"
851,36.063,-117.471,392.3,1.1,1.0,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,331.6,207.9,D,2020-07-30,"36.063,-117.471"
852,36.94,-112.066,364.5,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,315.5,112.2,D,2020-07-30,"36.94,-112.066"
853,36.95,-112.067,371.7,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,314.4,144.8,D,2020-07-30,"36.95,-112.067"
854,36.949,-112.082,382.9,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,315.9,201.5,D,2020-07-30,"36.949,-112.082"
855,36.96,-112.07,385.9,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,316.7,223.3,D,2020-07-30,"36.96,-112.07"
856,36.959,-112.084,369.5,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,314.2,129.3,D,2020-07-30,"36.959,-112.084"
857,36.97,-112.072,387.3,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,318.6,230.7,D,2020-07-30,"36.97,-112.072"
858,36.968,-112.086,363.4,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,312.8,101.5,D,2020-07-30,"36.968,-112.086"
859,36.971,-112.063,361.4,1.3,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,312.4,97.4,D,2020-07-30,"36.971,-112.063"
860,36.969,-112.077,373.9,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,316.8,150.0,D,2020-07-30,"36.969,-112.077"
861,36.981,-112.065,372.9,1.3,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,310.1,145.9,D,2020-07-30,"36.981,-112.065"
862,36.979,-112.079,397.2,1.2,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,317.5,297.4,D,2020-07-30,"36.979,-112.079"
863,37.002,-112.053,370.1,1.3,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,318.0,132.5,D,2020-07-30,"37.002,-112.053"
864,37.0,-112.068,407.6,1.3,1.1,2020-07-30,2050,Aqua,MODIS,100,6.0NRT,326.7,387.8,D,2020-07-30,"37.0,-112.068"
865,41.694,-121.496,426.5,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,336.9,607.1,D,2020-07-30,"41.694,-121.496"
866,41.684,-121.503,365.8,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,324.5,109.5,D,2020-07-30,"41.684,-121.503"
867,41.704,-121.5,364.1,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,317.0,107.0,D,2020-07-30,"41.704,-121.5"
868,41.699,-121.529,386.8,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,326.2,233.0,D,2020-07-30,"41.699,-121.529"
869,41.689,-121.526,380.5,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,325.5,187.7,D,2020-07-30,"41.689,-121.526"
870,41.707,-121.485,363.8,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,314.6,104.3,D,2020-07-30,"41.707,-121.485"
871,41.702,-121.514,368.4,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,320.9,126.0,D,2020-07-30,"41.702,-121.514"
872,41.692,-121.511,393.0,1.3,1.1,2020-07-30,2055,Aqua,MODIS,100,6.0NRT,329.1,266.9,D,2020-07-30,"41.692,-121.511"
873,35.975,-117.426,330.0,1.6,1.3,2020-07-31,615,Terra,MODIS,100,6.0NRT,299.2,52.9,N,2020-07-31,"35.975,-117.426"
874,35.973,-117.445,332.0,1.6,1.2,2020-07-31,615,Terra,MODIS,100,6.0NRT,298.0,59.5,N,2020-07-31,"35.973,-117.445"
875,42.508,-122.709,320.3,1.1,1.0,2020-07-31,620,Terra,MODIS,100,6.0NRT,296.6,19.2,N,2020-07-31,"42.508,-122.709"
876,42.519,-122.698,322.1,1.1,1.0,2020-07-31,620,Terra,MODIS,100,6.0NRT,294.6,21.5,N,2020-07-31,"42.519,-122.698"
877,42.517,-122.712,327.9,1.1,1.0,2020-07-31,620,Terra,MODIS,100,6.0NRT,295.6,28.8,N,2020-07-31,"42.517,-122.712"
878,42.503,-122.702,324.6,1.1,1.0,2020-07-31,620,Terra,MODIS,100,6.0NRT,297.1,23.1,N,2020-07-31,"42.503,-122.702"
879,47.53,-119.751,327.6,1.7,1.3,2020-07-31,620,Terra,MODIS,100,6.0NRT,299.0,49.7,N,2020-07-31,"47.53,-119.751"
880,41.691,-121.497,339.4,1.2,1.1,2020-07-31,620,Terra,MODIS,100,6.0NRT,292.4,55.4,N,2020-07-31,"41.691,-121.497"
881,41.692,-121.483,327.5,1.2,1.1,2020-07-31,620,Terra,MODIS,100,6.0NRT,289.1,34.6,N,2020-07-31,"41.692,-121.483"
882,47.531,-119.728,338.9,1.7,1.3,2020-07-31,620,Terra,MODIS,100,6.0NRT,300.1,83.5,N,2020-07-31,"47.531,-119.728"
883,31.512,-85.914,360.4,1.1,1.0,2020-07-31,1640,Terra,MODIS,100,6.0NRT,297.6,91.7,D,2020-07-31,"31.512,-85.914"
884,42.981,-114.455,379.1,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,323.8,212.2,D,2020-07-31,"42.981,-114.455"
885,42.977,-114.479,437.0,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,334.0,867.3,D,2020-07-31,"42.977,-114.479"
886,42.976,-114.462,468.5,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,348.1,1549.4,D,2020-07-31,"42.976,-114.462"
887,42.974,-114.445,454.4,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,345.9,1199.0,D,2020-07-31,"42.974,-114.445"
888,42.972,-114.428,369.0,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,326.4,137.9,D,2020-07-31,"42.972,-114.428"
889,42.967,-114.481,394.0,1.4,1.2,2020-07-31,1815,Terra,MODIS,100,6.0NRT,326.0,313.2,D,2020-07-31,"42.967,-114.481"
