,ozone,longitude,latitude,date
137,301.0,-119.88111111,36.54694444,2010-09-08
138,312.0,-120.19888888,36.60305555,2010-09-10
139,296.0,-119.56888888,36.825,2010-09-13
140,298.0,-119.85388888,36.59,2010-09-15
141,261.0,-119.81305555,36.69194444,2010-10-10
142,254.0,-119.395,36.58111111,2010-10-11
143,263.0,-119.845,36.605,2010-10-15
144,266.0,-119.68194444,36.70694444,2010-10-16
145,260.0,-119.64611111,36.62694444,2010-10-24
146,251.0,-119.62805555,36.66305555,2010-10-29
147,262.0,-120.6,36.95305555,2010-10-29
148,245.0,-120.62694444,36.96694444,2010-11-02
149,327.0,-120.38694444,36.765,2010-07-03
150,326.0,-119.68388888,36.88611111,2010-07-03
151,326.0,-119.52805555,36.69194444,2010-07-03
152,326.0,-119.725,36.97388888,2010-07-03
153,326.0,-119.71111111,36.42388888,2010-07-04
154,326.0,-119.57388888,36.66305555,2010-07-04
155,327.0,-120.39,36.50305555,2010-07-04
156,326.0,-119.72694444,36.69305555,2010-07-04
157,326.0,-119.85111111,36.71305555,2010-07-05
158,303.0,-120.39111111,36.76194444,2010-07-09
159,299.0,-119.70305555,36.64888888,2010-07-09
160,299.0,-119.70305555,36.64888888,2010-07-09
161,296.0,-119.565,36.67805555,2010-07-10
162,299.0,-120.36305555,36.79,2010-07-10
163,310.0,-119.69888888,36.43805555,2010-07-11
164,302.0,-119.565,36.68388888,2010-07-12
165,308.0,-120.38305555,36.77,2010-07-14
166,294.0,-119.72694444,36.72111111,2010-07-17
167,308.0,-120.37111111,36.74805555,2010-07-26
168,307.0,-119.73694444,36.67611111,2010-07-26
169,308.0,-119.77805555,36.67305555,2010-07-27
170,298.0,-119.65611111,36.53,2010-07-28
171,298.0,-119.76388888,36.71694444,2010-07-28
172,298.0,-119.78194444,36.64111111,2010-07-31
173,304.0,-120.24694444,36.25388888,2010-07-31
174,308.0,-119.525,36.78611111,2010-08-02
175,348.0,-119.58305555,36.78805555,2010-08-31
176,308.0,-120.38388888,36.76694444,2010-08-31
177,348.0,-119.79111111,36.89694444,2010-08-31
178,348.0,-119.58305555,36.78888888,2010-08-31
179,348.0,-119.75694444,36.70694444,2010-08-31
180,289.0,-119.61111111,36.55694444,2010-09-03
181,289.0,-119.73694444,36.67611111,2010-09-03
182,289.0,-119.73694444,36.675,2010-09-03
183,283.0,-119.85305555,36.69888888,2010-09-04
184,286.0,-119.41305555,36.58194444,2010-09-05
185,286.0,-119.535,36.73611111,2010-09-05
186,282.0,-120.38694444,36.72,2010-09-22
187,277.0,-119.76388888,36.59305555,2010-09-24
188,271.0,-119.755,36.64888888,2010-09-25
189,271.0,-119.80388888,36.59111111,2010-09-25
190,271.0,-119.50194444,36.73,2010-09-25
191,271.0,-119.84388888,36.67805555,2010-09-26
192,271.0,-119.85388888,36.595,2010-09-30
193,271.0,-119.655,36.74805555,2010-09-30
194,271.0,-119.72694444,36.63305555,2010-10-02
195,271.0,-119.88111111,36.69888888,2010-10-03
196,271.0,-119.59,36.56888888,2010-10-03
197,246.0,-119.58805555,36.57611111,2010-11-03
198,254.0,-119.58388888,36.79388888,2010-11-16
199,253.0,-119.40194444,36.60388888,2010-11-17
200,293.0,-120.49805555,37.285,2010-01-02
201,296.0,-120.74694444,37.49194444,2010-01-09
202,297.0,-120.875,37.335,2010-01-13
203,362.0,-120.31,37.06888888,2010-04-16
204,405.0,-120.70888888,37.38305555,2010-05-01
205,326.0,-121.02194444,37.29694444,2010-05-02
206,342.0,-120.01805555,36.92111111,2010-05-06
207,344.0,-120.85111111,37.295,2010-05-06
208,325.0,-120.645,36.98111111,2010-05-07
209,375.0,-120.445,36.88,2010-05-08
210,378.0,-120.79611111,37.39611111,2010-05-08
211,378.0,-120.11111111,37.01111111,2010-05-08
212,366.0,-119.89388888,36.97111111,2010-05-08
213,433.0,-120.645,36.98611111,2010-05-09
214,433.0,-120.645,36.985,2010-05-09
215,427.0,-119.97694444,36.88,2010-05-10
216,342.0,-120.57194444,37.05194444,2010-05-20
217,342.0,-120.62194444,37.35194444,2010-05-20
218,433.0,-120.73111111,37.32388888,2010-05-22
219,433.0,-120.61888888,37.38888888,2010-05-22
220,436.0,-120.87611111,37.075,2010-05-23
221,331.0,-120.57694444,37.36305555,2010-06-01
222,331.0,-120.81305555,37.42888888,2010-06-01
223,331.0,-120.61888888,37.38888888,2010-06-02
224,331.0,-120.175,37.01805555,2010-06-02
225,303.0,-120.84805555,37.1,2010-06-03
226,303.0,-120.61888888,37.38888888,2010-06-03
227,304.0,-120.57694444,37.36305555,2010-06-04
228,314.0,-120.60305555,37.32305555,2010-06-07
229,312.0,-120.48388888,37.285,2010-06-09
230,312.0,-120.74805555,37.40388888,2010-06-09
231,312.0,-120.43694444,37.185,2010-06-09
232,313.0,-120.07388888,36.98,2010-06-09
233,350.0,-120.05611111,36.97111111,2010-06-10
234,350.0,-120.63888888,36.98694444,2010-06-10
235,362.0,-121.045,37.165,2010-06-10
236,389.0,-120.41,37.50305555,2010-06-11
237,364.0,-120.895,37.42694444,2010-03-08
238,324.0,-120.645,36.96694444,2010-03-11
239,366.0,-120.49194444,37.11305555,2010-03-14
240,278.0,-120.31111111,37.08388888,2010-03-15
241,329.0,-120.63194444,37.39694444,2010-03-25
242,290.0,-120.58305555,37.31305555,2010-03-29
243,403.0,-120.31305555,37.17111111,2010-04-05
244,342.0,-120.38305555,37.185,2010-04-09
245,342.0,-120.43694444,37.31805555,2010-04-09
246,394.0,-120.02888888,36.98888888,2010-05-13
247,394.0,-120.06,36.975,2010-05-13
248,394.0,-120.06805555,36.96888888,2010-05-13
249,394.0,-120.645,36.98611111,2010-05-13
250,358.0,-120.06805555,36.96805555,2010-05-16
251,358.0,-120.07194444,36.97694444,2010-05-16
252,360.0,-120.95388888,37.05694444,2010-05-16
253,329.0,-120.62194444,37.38888888,2010-05-18
254,395.0,-120.32888888,37.11388888,2010-05-24
255,395.0,-120.73388888,37.31694444,2010-05-24
256,363.0,-120.57694444,37.36305555,2010-05-25
257,363.0,-120.61305555,37.42888888,2010-05-25
258,428.0,-120.62194444,37.39111111,2010-05-28
259,337.0,-120.52194444,37.34611111,2010-05-29
260,329.0,-119.89694444,36.93305555,2010-05-29
261,332.0,-120.645,36.98611111,2010-05-29
262,337.0,-120.85111111,37.34111111,2010-05-29
263,351.0,-120.085,37.005,2010-05-30
264,337.0,-120.25194444,37.23305555,2010-05-31
265,307.0,-120.25194444,37.28694444,2010-06-05
266,308.0,-120.07694444,36.98388888,2010-06-06
267,307.0,-120.87611111,37.075,2010-06-06
268,307.0,-120.325,37.29305555,2010-06-06
269,307.0,-120.12888888,37.01111111,2010-06-06
270,307.0,-120.50611111,37.34611111,2010-06-06
271,308.0,-120.06,36.97388888,2010-06-06
272,389.0,-120.46111111,37.39694444,2010-06-11
273,371.0,-121.06388888,37.18805555,2010-06-11
274,382.0,-120.63611111,36.98805555,2010-06-11
275,389.0,-120.72305555,37.38611111,2010-06-11
276,389.0,-120.44194444,37.52694444,2010-06-11
277,389.0,-120.51194444,37.31,2010-06-11
278,366.0,-119.89388888,36.99611111,2010-06-12
279,353.0,-120.62194444,37.38194444,2010-06-12
280,353.0,-120.43805555,37.29111111,2010-06-12
281,354.0,-120.65,36.96305555,2010-06-13
282,353.0,-120.72,37.38805555,2010-06-13
283,353.0,-120.63111111,37.39694444,2010-06-13
284,343.0,-120.15611111,37.04,2010-06-15
285,343.0,-120.31305555,37.17111111,2010-06-15
286,343.0,-120.53888888,37.32,2010-06-15
287,354.0,-120.07,36.98,2010-06-16
288,355.0,-120.43694444,37.08388888,2010-06-16
289,354.0,-120.06,36.98305555,2010-06-16
290,355.0,-120.47,37.28388888,2010-06-16
291,354.0,-120.07388888,36.98694444,2010-06-16
292,322.0,-120.68194444,37.37388888,2010-06-17
293,317.0,-120.02888888,36.98888888,2010-06-17
294,354.0,-120.57694444,37.36305555,2010-06-21
295,354.0,-120.46805555,37.39111111,2010-06-22
296,354.0,-120.61388888,37.38305555,2010-06-22
297,354.0,-120.30888888,37.28111111,2010-06-22
298,343.0,-120.70111111,37.44805555,2010-06-23
299,343.0,-120.95388888,37.14388888,2010-06-23
300,314.0,-119.76111111,37.01111111,2010-06-24
301,321.0,-120.55388888,37.05388888,2010-06-24
302,314.0,-119.99,37.03388888,2010-06-24
303,349.0,-120.10805555,37.00694444,2010-06-25
304,353.0,-120.47305555,37.11305555,2010-06-13
305,307.0,-120.575,37.33388888,2010-06-14
306,312.0,-120.645,36.99611111,2010-06-14
307,312.0,-120.07388888,36.98694444,2010-06-14
308,312.0,-120.65,36.96305555,2010-06-14
309,305.0,-119.99305555,37.035,2010-06-14
310,343.0,-120.585,37.47694444,2010-06-15
311,322.0,-120.41888888,37.08694444,2010-06-18
312,322.0,-120.46111111,37.39694444,2010-06-18
313,322.0,-120.38305555,37.01805555,2010-06-18
314,351.0,-120.035,36.96,2010-06-19
315,352.0,-120.77194444,37.43,2010-06-19
316,352.0,-120.77805555,37.405,2010-06-19
317,352.0,-120.77805555,37.395,2010-06-19
318,352.0,-120.30388888,37.07611111,2010-06-19
319,329.0,-120.59388888,37.445,2010-06-20
320,319.0,-121.01888888,37.09888888,2010-06-26
321,320.0,-120.95805555,37.14388888,2010-06-26
322,321.0,-120.07388888,36.93805555,2010-06-26
323,321.0,-120.09194444,36.93805555,2010-06-27
324,311.0,-120.21611111,37.21388888,2010-06-28
325,311.0,-121.01611111,37.10111111,2010-06-28
326,311.0,-120.73694444,37.39,2010-06-29
327,311.0,-120.61111111,37.39111111,2010-06-29
328,327.0,-120.78388888,37.43694444,2010-06-30
329,340.0,-120.46305555,37.28805555,2010-07-03
330,338.0,-121.01888888,37.1,2010-07-03
331,338.0,-121.01611111,37.10111111,2010-07-03
332,340.0,-120.79694444,37.44888888,2010-07-04
333,327.0,-120.02,36.98611111,2010-07-04
334,340.0,-120.275,37.08388888,2010-07-04
335,340.0,-120.86194444,37.41194444,2010-07-04
336,340.0,-120.41305555,37.185,2010-07-04
337,340.0,-120.72388888,37.36805555,2010-07-04
338,325.0,-119.98694444,37.04888888,2010-07-04
339,316.0,-120.45694444,37.375,2010-07-07
340,316.0,-120.43694444,37.055,2010-07-08
341,316.0,-120.38305555,37.185,2010-07-08
342,316.0,-120.21111111,37.01805555,2010-07-08
343,314.0,-121.01611111,37.10111111,2010-07-08
344,304.0,-120.62111111,37.38694444,2010-07-09
345,304.0,-120.82611111,37.04694444,2010-07-09
346,304.0,-120.34694444,37.08305555,2010-07-09
347,304.0,-120.47694444,37.36111111,2010-07-09
348,293.0,-120.635,36.98888888,2010-07-16
349,293.0,-120.32388888,37.2,2010-07-16
350,290.0,-120.79111111,37.42,2010-07-17
351,290.0,-120.77111111,37.42611111,2010-07-17
352,290.0,-120.25694444,37.08388888,2010-07-17
353,305.0,-120.78194444,36.99805555,2010-07-20
354,310.0,-119.885,36.975,2010-07-23
355,310.0,-120.03805555,36.98694444,2010-07-25
356,305.0,-120.07388888,36.99305555,2010-08-01
357,310.0,-119.79305555,36.88111111,2010-08-10
358,318.0,-120.55388888,37.05388888,2010-08-10
359,318.0,-120.34305555,37.27388888,2010-08-10
360,310.0,-120.62305555,37.39,2010-08-11
361,310.0,-120.61111111,37.39194444,2010-08-11
362,310.0,-120.82611111,37.05,2010-08-11
363,310.0,-120.52111111,37.32805555,2010-08-11
364,310.0,-120.86194444,37.32805555,2010-08-11
365,310.0,-120.56611111,37.36888888,2010-08-11
366,307.0,-120.70805555,36.99305555,2010-08-12
367,289.0,-120.19888888,37.07805555,2010-08-20
368,289.0,-120.53805555,37.33888888,2010-08-21
369,300.0,-120.26388888,37.055,2010-08-22
370,297.0,-120.31,37.16888888,2010-08-23
371,295.0,-120.59388888,37.445,2010-08-24
372,327.0,-120.39694444,37.25111111,2010-06-30
373,328.0,-120.63611111,37.01111111,2010-07-01
374,328.0,-120.87611111,37.075,2010-07-01
375,321.0,-120.01888888,36.94305555,2010-07-02
376,322.0,-120.37888888,37.25111111,2010-07-02
377,322.0,-120.43694444,37.08388888,2010-07-02
378,327.0,-120.06805555,36.95305555,2010-07-03
379,340.0,-120.45305555,37.51611111,2010-07-03
380,340.0,-120.06805555,37.025,2010-07-04
381,323.0,-120.03305555,36.93805555,2010-07-05
382,326.0,-119.87611111,36.92805555,2010-07-05
383,332.0,-120.83194444,37.39694444,2010-07-05
384,323.0,-120.08305555,36.96805555,2010-07-05
385,323.0,-120.05611111,36.93805555,2010-07-05
386,323.0,-119.83111111,36.96694444,2010-07-06
387,338.0,-120.96305555,37.26611111,2010-07-06
388,334.0,-121.02,37.09388888,2010-07-06
389,296.0,-119.97694444,36.88,2010-07-10
390,330.0,-120.50194444,37.49305555,2010-07-11
391,303.0,-120.52805555,37.33194444,2010-07-12
392,303.0,-120.77805555,37.395,2010-07-12
393,303.0,-120.21,37.08388888,2010-07-12
394,309.0,-120.81611111,37.465,2010-07-13
395,309.0,-120.61388888,37.38611111,2010-07-13
396,309.0,-120.51694444,37.31194444,2010-07-14
397,309.0,-120.61111111,37.38888888,2010-07-14
398,309.0,-120.52194444,37.33888888,2010-07-15
399,293.0,-120.54194444,37.49194444,2010-07-16
400,313.0,-120.46111111,37.39694444,2010-07-26
401,298.0,-119.83111111,36.96694444,2010-07-28
402,298.0,-119.94694444,36.85111111,2010-07-28
403,298.0,-119.79388888,36.96694444,2010-07-28
404,298.0,-119.83111111,36.96694444,2010-07-28
405,303.0,-120.56611111,37.36888888,2010-07-28
406,308.0,-121.01611111,37.09305555,2010-07-29
407,302.0,-120.42888888,36.85805555,2010-07-29
408,304.0,-120.62194444,37.39694444,2010-07-30
409,304.0,-120.26111111,37.08388888,2010-07-31
410,298.0,-120.07388888,36.97694444,2010-08-13
411,296.0,-119.94694444,36.85111111,2010-08-13
412,300.0,-120.745,37.40194444,2010-08-15
413,300.0,-120.28305555,37.1,2010-08-15
414,300.0,-120.54,37.375,2010-08-16
415,297.0,-120.20805555,37.07611111,2010-08-17
416,298.0,-120.78305555,37.43694444,2010-08-18
417,298.0,-120.18388888,37.12694444,2010-08-19
418,295.0,-120.57611111,37.33388888,2010-08-25
419,296.0,-119.79388888,36.92305555,2010-08-26
420,301.0,-121.01611111,37.10388888,2010-08-26
421,297.0,-120.61888888,37.38888888,2010-08-26
422,296.0,-119.83111111,36.92305555,2010-08-26
423,298.0,-120.34694444,37.08305555,2010-08-27
424,298.0,-120.30694444,37.23194444,2010-08-27
