,ozone,longitude,latitude,date
1228,300.0,-116.500556,32.8011111,2010-07-07
1229,326.0,-117.6475,34.3647222,2010-06-28
1230,305.0,-117.730556,34.3936111,2010-07-05
1231,329.0,-121.243889,40.2491667,2010-07-07
1232,313.0,-118.513889,34.4538889,2010-07-04
1233,321.0,-122.7,41.0,2010-06-28
1234,329.0,-123.233333,40.4166667,2010-07-04
1235,363.0,-123.35,40.7833333,2010-05-12
1236,363.0,-123.3,40.7666667,2010-05-12
1237,345.0,-122.283611,41.1666667,2010-06-07
1238,329.0,-121.435,40.7244444,2010-07-08
1239,305.0,-117.818611,34.4288889,2010-07-08
1240,294.0,-118.541944,34.495,2010-07-09
1241,351.0,-121.431111,40.6766667,2010-06-17
1242,347.0,-117.513333,34.33,2010-05-15
1243,338.0,-117.593056,34.4138889,2010-05-28
1244,311.0,-116.666389,33.6152778,2010-06-19
1245,321.0,-120.741111,39.8205556,2010-07-08
1246,300.0,-118.664167,34.5497222,2010-07-12
1247,329.0,-121.522222,40.3433333,2010-07-08
1248,302.0,-118.433056,35.6580556,2010-04-25
1249,296.0,-122.269444,41.2836111,2010-07-19
1250,329.0,-118.247778,35.565,2010-05-03
1251,305.0,-117.62,34.2483333,2010-06-30
1252,310.0,-118.384167,34.3525,2010-06-24
1253,301.0,-120.911111,39.9338889,2010-07-12
1254,320.0,-116.747778,33.9,2010-06-02
1255,316.0,-121.799722,36.2669444,2010-07-08
1256,320.0,-116.903889,33.6152778,2010-06-02
1257,328.0,-116.925278,33.7988889,2010-05-29
1258,305.0,-116.705278,33.6430556,2010-06-21
1259,285.0,-118.96,37.7047222,2010-07-17
1260,309.0,-118.950556,37.6619444,2010-07-20
1261,302.0,-118.943333,37.655,2010-07-22
1262,291.0,-117.8075,34.4313889,2010-07-15
1263,305.0,-117.304722,33.5969444,2010-07-26
1264,312.0,-122.417778,40.9341667,2010-07-25
1265,320.0,-118.175,34.2102778,2010-07-20
1266,288.0,-119.582222,37.2891667,2010-03-29
1267,325.0,-119.5625,37.2886111,2010-07-04
1268,313.0,-121.470556,40.6372222,2010-07-27
1269,291.0,-118.186667,34.5238889,2010-07-29
1270,291.0,-118.179167,34.4716667,2010-07-31
1271,294.0,-118.207222,34.4925,2010-08-01
1272,301.0,-117.784167,34.1269444,2010-08-03
1273,330.0,-120.825556,39.3252778,2010-07-06
1274,342.0,-121.349167,35.8036111,2010-06-23
1275,301.0,-120.066389,34.4955556,2010-07-17
1276,309.0,-118.911111,36.7886111,2010-06-15
1277,313.0,-121.046111,40.0102778,2010-07-29
1278,291.0,-118.498333,34.745,2010-07-29
1279,300.0,-118.985833,37.6527778,2010-08-07
1280,317.0,-118.433056,35.6580556,2010-07-02
1281,313.0,-118.440278,35.6858333,2010-07-05
1282,302.0,-118.240833,34.4813889,2010-08-07
1283,303.0,-120.316111,41.2630556,2010-08-06
1284,323.0,-117.853333,34.4477778,2010-08-08
1285,313.0,-120.749167,38.9102778,2010-08-08
1286,286.0,-119.0075,37.3302778,2010-07-17
1287,305.0,-120.336944,38.2905556,2010-08-07
1288,299.0,-121.279444,39.9941667,2010-08-13
1289,307.0,-120.578889,38.6988889,2010-07-25
1290,313.0,-120.639444,38.7836111,2010-07-26
1291,303.0,-120.318611,41.2636111,2010-08-06
1292,307.0,-119.067778,37.3244444,2010-07-26
1293,306.0,-122.343889,40.8591667,2010-08-14
1294,307.0,-119.056667,37.3105556,2010-07-24
1295,313.0,-120.08,38.7055556,2010-08-09
1296,303.0,-117.875,34.4622222,2010-08-14
1297,289.0,-117.766667,34.4241667,2010-08-18
1298,294.0,-121.236111,40.0080556,2010-08-13
1299,315.0,-122.375833,40.9025,2010-08-08
1300,315.0,-122.8,40.9225,2010-08-15
1301,291.0,-118.531111,34.3455556,2010-08-04
1302,291.0,-119.560278,37.4169444,2010-08-13
1303,288.0,-117.578333,34.3925,2010-08-16
1304,306.0,-120.136944,39.1763889,2010-07-31
1305,326.0,-120.155556,39.1555556,2010-07-05
1306,346.0,-120.151944,39.0602778,2010-06-12
1307,308.0,-119.991944,38.8938889,2010-04-25
1308,307.0,-122.402778,40.9330556,2010-08-22
1309,368.0,-123.533056,41.3038889,2010-03-14
1310,371.0,-123.531944,40.4647222,2010-05-14
1311,324.0,-123.534444,41.3016667,2010-06-28
1312,298.0,-123.573333,41.2863889,2010-08-19
1313,334.0,-123.516389,41.3130556,2010-06-13
1314,304.0,-120.243611,38.7302778,2010-08-16
1315,293.0,-117.966111,34.4830556,2010-08-26
1316,293.0,-118.019444,34.4830556,2010-08-25
1317,291.0,-117.793611,34.3594444,2010-08-24
1318,303.0,-120.026389,38.8841667,2010-07-28
1319,305.0,-120.013889,39.2480556,2010-08-07
1320,295.0,-120.019722,38.8486111,2010-08-27
1321,346.0,-120.074444,39.2602778,2010-06-13
1322,294.0,-120.006667,39.2494444,2010-07-17
1323,329.0,-120.031667,38.9033333,2010-06-20
1324,355.0,-120.074444,39.2522222,2010-06-21
1325,334.0,-120.074444,39.2522222,2010-06-20
1326,309.0,-121.542222,41.0544444,2010-08-15
1327,304.0,-120.011111,38.8588889,2010-08-18
1328,295.0,-120.054444,39.2558333,2010-08-27
1329,309.0,-120.033333,38.8597222,2010-07-13
1330,284.0,-123.318056,40.7677778,2010-08-25
1331,308.0,-123.256944,40.7413889,2010-09-01
1332,292.0,-118.888889,36.7583333,2010-08-15
1333,291.0,-117.986111,34.5063889,2010-08-25
1334,298.0,-123.532222,41.3025,2010-08-19
1335,293.0,-118.4175,34.4272222,2010-08-25
1336,302.0,-118.4725,34.3913889,2010-08-27
1337,304.0,-118.3575,34.4322222,2010-08-28
1338,312.0,-117.751667,34.3736111,2010-08-30
1339,305.0,-118.910556,36.7916667,2010-07-24
1340,298.0,-123.590833,41.2783333,2010-08-19
1341,310.0,-120.006667,39.2494444,2010-06-27
1342,366.0,-120.047778,39.2486111,2010-08-30
1343,296.0,-120.011111,38.8597222,2010-08-26
1344,280.0,-120.045833,39.2494444,2010-09-04
1345,291.0,-120.133611,39.0672222,2010-08-19
1346,304.0,-120.071944,38.7025,2010-08-16
1347,307.0,-119.014167,37.3475,2010-09-06
1348,293.0,-118.873889,34.8477778,2010-08-24
1349,299.0,-119.268333,37.0975,2010-09-07
1350,293.0,-118.117222,34.4805556,2010-08-25
1351,295.0,-122.383333,40.8897222,2010-09-15
1352,306.0,-118.551111,34.3561111,2010-07-23
1353,287.0,-117.411111,33.6513889,2010-09-05
1354,292.0,-118.661944,34.5483333,2010-09-12
1355,293.0,-120.746944,38.9888889,2010-09-12
1356,302.0,-117.819722,34.3947222,2010-09-06
1357,302.0,-117.826944,34.4138889,2010-09-06
1358,276.0,-117.874722,34.4619444,2010-09-20
1359,296.0,-122.383056,41.2436111,2010-09-14
1360,302.0,-120.235556,39.6888889,2010-07-24
1361,297.0,-121.474444,40.6163889,2010-09-21
1362,304.0,-120.263056,39.245,2010-07-25
1363,313.0,-121.103333,39.3983333,2010-07-26
1364,309.0,-120.556944,39.3144444,2010-08-12
1365,293.0,-120.624722,39.6716667,2010-09-12
1366,276.0,-118.024722,34.5061111,2010-09-20
1367,342.0,-123.535556,41.3030556,2010-09-07
1368,314.0,-116.936389,33.6658333,2010-06-22
1369,304.0,-116.701944,33.7361111,2010-07-02
1370,309.0,-120.066111,39.4522222,2010-08-08
1371,282.0,-120.475,35.2280556,2010-09-20
1372,310.0,-120.006944,39.2494444,2010-07-14
1373,274.0,-120.005833,39.2463889,2010-09-25
1374,294.0,-121.0925,40.0158333,2010-08-13
1375,280.0,-117.105278,34.2016667,2010-01-04
1376,270.0,-117.728889,34.3936111,2010-09-26
1377,285.0,-120.932222,39.9358333,2010-09-23
1378,309.0,-118.439167,35.7805556,2010-07-01
1379,292.0,-118.421667,35.77,2010-07-16
1380,272.0,-117.750278,34.3897222,2010-10-01
1381,274.0,-118.229722,34.5038889,2010-10-01
1382,281.0,-117.82,34.3955556,2010-09-27
1383,339.0,-116.824444,34.2519444,2010-05-27
1384,307.0,-117.259722,34.25,2010-06-03
1385,297.0,-116.779444,33.8047222,2010-07-12
1386,272.0,-117.811111,34.445,2010-10-01
1387,294.0,-117.727222,34.3919444,2010-10-05
1388,296.0,-121.295278,40.3197222,2010-10-05
1389,292.0,-119.606111,37.3930556,2010-09-22
1390,284.0,-119.542222,37.3533333,2010-09-17
1391,272.0,-117.7525,34.1455556,2010-10-01
1392,261.0,-119.848333,38.7533333,2010-10-02
1393,292.0,-116.678611,33.5827778,2010-07-09
1394,301.0,-116.778889,33.8063889,2010-07-21
1395,293.0,-116.669444,33.6572222,2010-08-01
1396,292.0,-120.3975,39.8219444,2010-08-21
1397,274.0,-116.423333,32.8719444,2010-10-01
1398,301.0,-116.666389,33.6102778,2010-07-23
1399,287.0,-116.732222,33.7913889,2010-08-16
1400,274.0,-118.503333,34.3688889,2010-10-09
1401,305.0,-116.836944,34.265,2010-07-03
1402,303.0,-116.866944,34.2669444,2010-07-21
1403,290.0,-116.916944,34.1666667,2010-08-15
1404,302.0,-116.79,34.2269444,2010-08-28
1405,266.0,-120.013611,39.4288889,2010-10-03
1406,274.0,-116.456111,33.5663889,2010-09-30
1407,274.0,-120.0025,39.4680556,2010-09-25
1408,282.0,-116.733889,33.5594444,2010-09-29
1409,274.0,-116.774444,33.8122222,2010-10-01
1410,298.0,-116.672222,33.6572222,2010-08-10
1411,285.0,-123.333611,40.7833333,2010-09-03
1412,274.0,-116.4575,33.5427778,2010-10-01
1413,301.0,-119.225556,37.1927778,2010-10-05
1414,316.0,-120.075556,38.8191667,2010-10-05
1415,304.0,-116.753333,33.8241667,2010-10-20
1416,270.0,-123.5525,40.8836111,2010-10-17
1417,289.0,-120.644722,39.6102778,2010-10-04
1418,262.0,-120.871389,39.4686111,2010-09-29
1419,292.0,-120.386111,39.8097222,2010-08-21
1420,253.0,-120.782778,39.4911111,2010-10-11
1421,251.0,-118.428611,34.4197222,2010-11-05
1422,307.0,-117.286667,34.2127778,2010-06-17
1423,310.0,-117.4525,34.3591667,2010-07-13
1424,296.0,-117.564722,34.1566667,2010-07-25
1425,301.0,-117.475,34.3127778,2010-08-03
1426,288.0,-117.574722,34.39,2010-08-04
1427,300.0,-117.408611,34.2011111,2010-08-07
1428,323.0,-117.145556,34.185,2010-08-08
1429,289.0,-117.614444,34.3613889,2010-08-19
1430,293.0,-117.439444,34.3613889,2010-08-26
1431,284.0,-119.933611,38.9494444,2010-09-13
1432,279.0,-120.005278,38.8713889,2010-11-06
1433,307.0,-119.497222,37.1608333,2010-09-06
1434,277.0,-116.936111,34.2688889,2010-10-10
1435,248.0,-118.461389,35.7033333,2010-10-26
1436,299.0,-122.9119,39.1825,2010-09-13
1437,334.0,-123.6544,41.0342,2010-06-12
1438,328.0,-123.6778,41.0511,2010-06-14
1439,360.0,-123.712,41.0851,2010-06-17
1440,310.0,-123.6569,41.0192,2010-07-14
1441,335.0,-123.6678,41.0406,2010-07-22
1442,316.0,-123.6511,41.0286,2010-07-23
1443,311.0,-123.6922,41.0625,2010-07-24
1444,317.0,-123.6906,41.0653,2010-07-25
1445,285.0,-123.6792,41.0194,2010-09-03
1446,287.0,-123.6758,41.0606,2010-09-04
1447,288.0,-123.6372,41.0197,2010-09-16
1448,288.0,-123.6944,41.0778,2010-09-16
1449,306.0,-123.6608,41.0356,2010-09-22
1450,263.0,-123.6617,41.0231,2010-09-26
1451,262.0,-123.6525,41.0281,2010-09-29
1452,262.0,-123.6908,41.0839,2010-10-19
1453,252.0,-123.6975,41.0803,2010-10-21
1454,309.0,-123.7089,41.1878,2010-01-05
1455,329.0,-124.0422,41.5333,2010-07-28
1456,307.0,-123.7106,41.1892,2010-08-22
1457,364.0,-123.262808,39.809743,2010-06-19
1458,326.0,-123.263608,39.809777,2010-07-10
1459,323.0,-123.271775,39.794943,2010-07-11
1460,315.0,-123.270358,39.799443,2010-07-22
1461,320.0,-123.258683,39.793941,2010-07-29
1462,315.0,-123.275558,39.794793,2010-07-31
1463,319.0,-123.270742,39.80846,2010-08-04
1464,301.0,-123.249154,39.76028,2010-08-13
1465,316.0,-116.346692,32.647061,2010-01-30
1466,292.0,-116.333619,32.692394,2010-02-04
1467,329.0,-116.85,33.9492,2010-04-17
1468,380.0,-116.8636,33.7592,2010-05-01
1469,303.0,-116.1814,33.7003,2010-06-18
1470,308.0,-117.0611,33.3664,2010-06-23
1471,294.0,-116.1136,33.5472,2010-07-16
1472,298.0,-116.8669,33.9833,2010-08-10
1473,296.0,-116.8467,33.9425,2010-08-22
1474,293.0,-116.8411,33.9944,2010-08-26
1475,304.0,-116.8011,33.9197,2010-09-15
1476,283.0,-116.3511,32.6533,2010-09-16
1477,274.0,-116.03,33.5397,2010-09-20
1478,274.0,-116.2158,33.5767,2010-09-30
1479,274.0,-116.73603,33.54383,2010-10-01
1480,259.0,-116.349675,32.689047,2010-11-17
1481,303.0,-116.427661,32.626868,2010-11-29
1482,244.0,-116.329523,32.687317,2010-12-09
1483,254.0,-116.1814,33.6956,2010-12-11
1484,403.0,-118.79683,36.02619,2010-05-22
1485,326.0,-118.78344,36.03044,2010-06-23
1486,302.0,-114.2733,34.1736,2010-07-03
1487,326.0,-114.6242,32.7417,2010-02-24
1488,329.0,-114.6183,32.7294,2010-06-26
1489,362.0,-114.2194,34.2189,2010-03-11
1490,295.0,-114.4794,32.8653,2010-08-25
1491,325.0,-117.5867,35.6203,2010-04-15
1492,304.0,-116.53639,33.90211,2010-04-26
1493,336.0,-117.30411,33.75114,2010-05-31
1494,336.0,-117.277256,33.687183,2010-05-31
1495,317.0,-117.281717,33.69355,2010-06-02
1496,306.0,-117.60054,35.61583,2010-06-03
1497,311.0,-116.51403,33.88847,2010-06-09
1498,318.0,-117.33594,33.7205,2010-06-19
1499,323.0,-117.61583,35.36358,2010-06-23
1500,309.0,-117.07694,33.94197,2010-06-24
1501,326.0,-117.17661,34.08447,2010-06-28
1502,294.0,-116.8405,32.5978,2010-07-14
1503,309.0,-116.825997,36.4441,2010-08-09
1504,292.0,-116.584439,33.86905,2010-08-15
1505,289.0,-117.06839,33.82244,2010-08-17
1506,289.0,-117.10358,33.93725,2010-08-17
1507,296.0,-116.998031,33.46817,2010-08-22
1508,293.0,-117.1319,33.7958,2010-08-25
1509,293.0,-116.86653,33.87744,2010-08-26
1510,306.0,-116.22649,35.84858,2010-08-28
1511,312.0,-117.06719,34.00703,2010-08-30
1512,293.0,-117.2585,33.73139,2010-09-01
1513,287.0,-118.29836,34.47894,2010-09-14
1514,282.0,-116.550103,34.085517,2010-09-14
1515,272.0,-116.51108,33.88647,2010-09-21
1516,283.0,-116.92047,33.90206,2010-09-22
1517,273.0,-116.598897,33.935745,2010-09-26
1518,297.0,-116.35369,33.89978,2010-10-07
1519,275.0,-117.17872,34.10825,2010-10-10
1520,359.0,-118.129203,36.563703,2010-04-27
1521,321.0,-121.4497,38.2789,2010-05-03
1522,337.0,-120.2986,37.6844,2010-05-31
1523,318.0,-118.4739,35.6206,2010-06-07
1524,317.0,-119.0625,35.2553,2010-06-07
1525,321.0,-118.1558,35.7256,2010-06-08
1526,353.0,-120.1775,37.7325,2010-06-12
1527,349.0,-120.825,38.7664,2010-06-13
1528,345.0,-121.0075,38.6997,2010-06-13
1529,349.0,-120.933,38.6497,2010-06-13
1530,345.0,-120.683,38.1994,2010-06-15
1531,345.0,-120.683,38.1856,2010-06-15
1532,329.0,-120.9367,38.7056,2010-06-17
1533,322.0,-120.4664,37.8769,2010-06-17
1534,348.0,-119.0969,35.8078,2010-06-19
1535,289.0,-119.19319,38.24897,2010-07-16
1536,311.0,-119.1686,35.6628,2010-07-22
1537,308.0,-119.5794,35.2325,2010-07-27
1538,302.0,-119.5108,35.1728,2010-08-11
1539,293.0,-119.4686,38.5061,2010-08-21
1540,299.0,-119.6947,35.4458,2010-08-26
1541,293.0,-118.4789,35.6428,2010-08-26
1542,287.0,-118.6144,35.2603,2010-09-03
1543,251.0,-119.8405,35.0042,2010-10-26
1544,344.0,-124.1928,40.1381,2010-06-24
1545,307.0,-120.156897,40.083303,2010-07-26
1546,306.0,-122.8331,41.5939,2010-07-26
1547,309.0,-122.9417,41.6042,2010-08-22
1548,337.0,-122.6528,41.775,2010-09-07
1549,260.0,-122.3781,40.7258,2010-10-13
1550,276.0,-124.275,40.6989,2010-10-17
1551,293.0,-116.4322,34.0747,2010-07-15
1552,327.0,-118.6953,34.1431,2010-05-29
1553,291.0,-118.52536,34.039,2010-07-28
1554,291.0,-118.52536,34.039,2010-07-29
1555,296.0,-118.89058,34.17539,2010-08-26
1556,357.0,-122.518092,40.613223,2010-06-17
1557,307.0,-122.5349,40.6048,2010-08-23
1558,373.0,-119.55972,37.74395,2010-04-19
1559,301.0,-119.5117,37.735,2010-08-01
1560,302.0,-119.512,37.735,2010-08-06
1561,307.0,-119.6039,37.71272,2010-09-06
1562,288.0,-119.61128,37.50092,2010-09-11
1563,301.0,-119.81077,37.82358,2010-10-04
1564,343.0,-122.1925,39.31388889,2010-06-30
1565,308.0,-122.09916667,39.27555556,2010-07-31
1566,331.0,-122.01694444,39.47666667,2010-07-09
1567,297.0,-122.008925,39.416632,2010-03-29
1568,357.0,-116.90083333,32.75194444,2010-05-12
1569,272.0,-116.95861111,32.72555556,2010-09-18
1570,259.0,-116.99472222,32.66694444,2010-10-28
1571,283.0,-116.89666667,32.55527778,2010-10-10
1572,307.0,-116.73416667,32.60861111,2010-07-13
1573,341.0,-116.84888889,32.68166667,2010-04-20
1574,353.0,-122.14888889,39.71611111,2010-06-16
1575,339.0,-117.298889,34.543611,2010-05-26
1576,315.0,-117.745833,33.795833,2010-07-04
1577,305.0,-119.032222,34.250833,2010-07-13
1578,297.0,-120.76722222,38.89472222,2011-07-10
1579,287.0,-120.2725,38.55111111,2011-08-25
1580,283.0,-119.95027778,38.64277778,2011-09-11
1581,292.0,-120.50527778,38.68833333,2011-09-12
1582,292.0,-120.31944444,38.79972222,2011-09-13
1583,286.0,-120.21111111,38.745,2011-09-20
1584,268.0,-120.77305556,38.9875,2011-10-01
1585,335.0,-120.32083333,38.73194444,2011-12-03
1586,300.0,-122.61638889,41.43833333,2011-07-31
1587,288.0,-122.95972222,41.43305556,2011-08-26
1588,280.0,-122.74972222,41.30027778,2011-08-28
1589,299.0,-120.77111111,40.65305556,2011-07-01
1590,322.0,-121.42333333,40.68194444,2011-07-15
1591,292.0,-121.37944444,40.75638889,2011-09-08
1592,287.0,-121.41666667,40.68194444,2011-09-13
1593,287.0,-121.42055556,40.64055556,2011-09-13
1594,291.0,-121.46555556,40.92111111,2011-09-20
1595,303.0,-123.96833333,41.85166667,2011-07-27
1596,306.0,-123.95805556,41.84361111,2011-08-17
1597,287.0,-123.54277778,41.29388889,2011-09-12
1598,256.0,-123.54472222,41.30166667,2011-09-28
1599,277.0,-123.54444444,41.30166667,2011-10-01
1600,283.0,-123.5125,41.34777778,2011-09-03
1601,293.0,-123.6125,41.2625,2011-09-05
1602,281.0,-123.60694444,41.26416667,2011-09-13
1603,312.0,-120.655,39.78833333,2011-05-04
1604,337.0,-120.69222222,39.86111111,2011-05-21
1605,283.0,-120.96888889,39.94527778,2011-09-10
1606,275.0,-120.62361111,39.76777778,2011-11-03
1607,267.0,-121.18333333,39.51722222,2011-01-22
1608,271.0,-120.71861111,39.87388889,2011-01-28
1609,296.0,-120.98027778,40.1725,2011-08-02
1610,295.0,-120.70861111,39.71083333,2011-08-21
1611,283.0,-120.18416667,39.8825,2011-08-23
1612,287.0,-121.00277778,39.71388889,2011-09-10
1613,282.0,-120.94611111,40.16277778,2011-09-11
1614,281.0,-120.57777778,39.68638889,2011-09-25
1615,252.0,-120.74555556,39.90583333,2011-09-28
1616,250.0,-120.92222222,40.08833333,2011-10-13
1617,244.0,-120.68888889,39.77833333,2011-10-22
1618,289.0,-123.23611111,40.71555556,2011-07-25
1619,309.0,-122.41888889,40.93472222,2011-05-06
1620,310.0,-122.42861111,40.98083333,2011-06-22
1621,303.0,-123.28083333,40.60027778,2011-08-04
1622,295.0,-122.70222222,40.99277778,2011-08-14
1623,311.0,-122.32138889,40.79722222,2011-08-20
1624,294.0,-123.40305556,40.80055556,2011-09-01
1625,281.0,-122.35472222,41.29,2011-09-03
1626,281.0,-122.26222222,41.33694444,2011-09-04
1627,293.0,-122.71861111,40.96861111,2011-09-05
1628,263.0,-122.31861111,40.83416667,2011-10-27
1629,317.0,-121.05388889,39.44055556,2011-04-27
1630,312.0,-120.21555556,39.18,2011-05-04
1631,301.0,-121.08611111,39.39638889,2011-07-21
1632,296.0,-120.96916667,39.44333333,2011-07-21
1633,343.0,-120.76833333,39.37111111,2011-05-01
1634,321.0,-120.18222222,39.30305556,2011-06-26
1635,299.0,-120.07388889,39.42055556,2011-08-06
1636,291.0,-120.23805556,39.38333333,2011-08-07
1637,297.0,-120.6175,39.31527778,2011-09-02
1638,283.0,-120.57527778,39.27111111,2011-09-10
1639,283.0,-120.255,39.66638889,2011-09-11
1640,283.0,-120.07305556,39.43722222,2011-09-11
1641,276.0,-120.63222222,39.56555556,2011-09-14
1642,276.0,-120.50333333,39.32944444,2011-09-14
1643,295.0,-120.46527778,39.35944444,2011-09-16
1644,290.0,-120.82555556,39.32527778,2011-09-17
1645,281.0,-120.78638889,39.30833333,2011-09-25
1646,278.0,-121.07666667,39.44694444,2011-12-13
1647,319.0,-120.46277778,39.70388889,2011-12-26
1648,301.0,-120.15388889,39.17305556,2011-06-13
1649,292.0,-120.07444444,39.2525,2011-07-09
1650,294.0,-120.05444444,38.92944444,2011-07-13
1651,292.0,-119.95555556,38.91694444,2011-07-13
1652,302.0,-120.07444444,39.2525,2011-07-14
1653,285.0,-120.06305556,38.87222222,2011-08-08
1654,286.0,-120.145,39.07166667,2011-08-10
1655,286.0,-120.06305556,38.87222222,2011-08-30
1656,292.0,-120.01083333,38.845,2011-09-12
1657,290.0,-120.00916667,39.23638889,2011-09-12
1658,282.0,-119.98472222,38.87138889,2011-09-15
1659,255.0,-119.96638889,38.90083333,2011-11-03
1660,290.0,-120.19277778,39.17722222,2011-11-12
1661,284.0,-120.03166667,38.80611111,2011-10-02
1662,268.0,-118.59833333,34.47694444,2011-01-13
1663,247.0,-118.62888889,34.50361111,2011-01-15
1664,245.0,-118.505,34.35166667,2011-02-10
1665,260.0,-118.36944444,34.50777778,2011-02-14
1666,289.0,-118.54027778,34.47972222,2011-03-14
1667,361.0,-117.77027778,34.39,2011-03-20
1668,319.0,-118.43777778,34.37833333,2011-03-29
1669,291.0,-117.81361111,34.42944444,2011-04-18
1670,289.0,-118.30527778,34.47555556,2011-04-25
1671,292.0,-118.40388889,34.43611111,2011-04-26
1672,308.0,-118.79527778,34.74611111,2011-04-29
1673,328.0,-118.21583333,34.50888889,2011-04-30
1674,302.0,-118.29027778,34.28833333,2011-05-02
1675,302.0,-118.29472222,34.27138889,2011-05-02
1676,299.0,-118.02,34.50638889,2011-05-03
1677,320.0,-118.16722222,34.20194444,2011-05-16
1678,325.0,-118.37194444,34.50555556,2011-05-19
1679,325.0,-118.80277778,34.76944444,2011-05-19
1680,301.0,-118.33611111,34.50361111,2011-05-25
1681,300.0,-118.40138889,34.31527778,2011-06-07
1682,298.0,-118.40083333,34.42944444,2011-06-09
1683,295.0,-118.54222222,34.42388889,2011-06-13
1684,296.0,-118.25083333,34.48361111,2011-06-23
1685,292.0,-118.36888889,34.26861111,2011-07-03
1686,288.0,-118.48916667,34.38194444,2011-07-06
1687,299.0,-118.66638889,34.54861111,2011-07-09
1688,299.0,-118.33,34.46444444,2011-07-09
1689,296.0,-117.73555556,34.22694444,2011-07-10
1690,293.0,-118.03194444,34.17666667,2011-07-16
1691,289.0,-117.72583333,34.39194444,2011-07-16
1692,289.0,-118.66138889,34.54333333,2011-07-25
1693,292.0,-118.625,34.49611111,2011-07-30
1694,284.0,-118.35472222,34.27833333,2011-08-05
1695,294.0,-118.48361111,34.38555556,2011-08-13
1696,283.0,-118.38638889,34.29388889,2011-08-22
1697,283.0,-117.66,34.23666667,2011-08-25
1698,283.0,-118.62138889,34.49361111,2011-08-25
1699,289.0,-118.21027778,34.44722222,2011-08-28
1700,278.0,-118.2575,34.50083333,2011-09-04
1701,280.0,-118.32611111,34.25583333,2011-09-06
1702,276.0,-118.27833333,34.49388889,2011-10-01
1703,276.0,-118.16388889,34.48888889,2011-10-01
1704,282.0,-118.32305556,34.25194444,2011-10-02
1705,257.0,-118.63027778,34.51055556,2011-10-31
1706,267.0,-118.40027778,34.29166667,2011-11-01
1707,279.0,-118.39194444,34.63333333,2011-11-13
1708,272.0,-118.12972222,34.20416667,2011-12-16
1709,272.0,-117.9575,34.46666667,2011-12-19
1710,307.0,-118.01888889,34.20027778,2011-12-27
1711,247.0,-117.50722222,33.78194444,2011-02-09
1712,285.0,-116.71888889,32.835,2011-04-28
1713,301.0,-117.3575,33.64388889,2011-05-05
1714,288.0,-116.94722222,33.46944444,2011-06-24
1715,286.0,-116.61777778,32.82277778,2011-06-25
1716,290.0,-116.96277778,33.33055556,2011-07-24
1717,286.0,-116.65111111,32.80916667,2011-08-05
1718,288.0,-116.68888889,33.02722222,2011-09-15
1719,278.0,-116.60916667,32.88305556,2011-09-23
1720,266.0,-117.41583333,33.63194444,2011-10-23
1721,272.0,-116.62305556,32.83527778,2011-12-11
1722,291.0,-118.94944444,37.67666667,2011-07-21
1723,290.0,-118.95138889,37.65333333,2011-08-14
1724,325.0,-118.95194444,37.6625,2011-12-24
1725,253.0,-118.93638889,37.63916667,2011-10-24
1726,334.0,-119.19833333,34.8575,2011-11-04
1727,320.0,-121.77472222,36.23416667,2011-12-01
1728,318.0,-121.76583333,36.23666667,2011-12-02
1729,303.0,-119.91833333,34.68083333,2011-05-05
1730,288.0,-119.79777778,34.48444444,2011-09-06
1731,297.0,-118.92694444,34.84,2011-09-10
1732,288.0,-119.76555556,34.53861111,2011-10-02
1733,263.0,-118.96138889,34.83777778,2011-10-22
1734,282.0,-122.19972222,40.15444444,2011-07-06
1735,304.0,-122.62166667,39.57166667,2011-08-21
1736,269.0,-116.59444444,33.87805556,2011-09-06
1737,284.0,-116.54222222,33.76916667,2011-09-07
1738,279.0,-116.59083333,33.87305556,2011-09-24
1739,291.0,-116.74611111,33.75333333,2011-12-07
1740,282.0,-116.74527778,33.75638889,2011-12-09
1741,293.0,-116.74805556,33.90083333,2011-12-30
1742,306.0,-117.46611111,34.27166667,2011-01-01
1743,274.0,-117.47416667,34.33194444,2011-01-22
1744,302.0,-116.6675,33.67666667,2011-04-05
1745,296.0,-117.55888889,34.36222222,2011-04-14
1746,288.0,-117.18027778,34.25861111,2011-04-17
1747,321.0,-116.66777778,33.67916667,2011-04-30
1748,300.0,-116.91027778,34.10111111,2011-05-08
1749,294.0,-116.66638889,33.6825,2011-05-08
1750,301.0,-117.51333333,34.32666667,2011-05-13
1751,311.0,-117.28361111,34.24388889,2011-05-15
1752,343.0,-117.56138889,34.36333333,2011-05-24
1753,300.0,-117.27444444,34.26638889,2011-05-26
1754,292.0,-116.67111111,33.66888889,2011-05-26
1755,309.0,-116.86472222,34.22833333,2011-05-31
1756,330.0,-116.84527778,34.26194444,2011-06-03
1757,310.0,-117.32,34.24055556,2011-06-16
1758,311.0,-117.15222222,34.24805556,2011-06-17
1759,291.0,-116.8175,34.22833333,2011-06-27
1760,289.0,-116.40083333,33.64916667,2011-06-27
1761,290.0,-117.405,34.24666667,2011-06-28
1762,283.0,-116.84666667,34.21472222,2011-07-03
1763,296.0,-117.565,34.15638889,2011-07-10
1764,293.0,-116.82861111,34.32916667,2011-07-13
1765,295.0,-116.89,34.22027778,2011-07-21
1766,288.0,-116.96583333,34.28222222,2011-07-24
