FIRE_YEAR,STAT_CAUSE_DESCR,LATITUDE,LONGITUDE,STATE,DISCOVERY_DATE,FIRE_SIZE,DATE
2011,Arson,32.7458,-114.6111,CA,2455731.5,0.1,2011-06-19
2011,Arson,32.7903,-114.5336,CA,2455732.5,107.0,2011-06-20
2011,Arson,32.7422,-114.6228,CA,2455738.5,0.1,2011-06-26
2011,Arson,32.7722,-114.6164,CA,2455744.5,4.0,2011-07-02
2011,Fireworks,32.7347,-114.6061,CA,2455745.5,0.5,2011-07-03
2011,Arson,32.7467,-114.5922,CA,2455746.5,0.1,2011-07-04
2011,Arson,32.7525,-114.6167,CA,2455746.5,0.8,2011-07-04
2011,Arson,32.7436,-114.6358,CA,2455752.5,0.1,2011-07-10
2011,Arson,32.7858,-114.6164,CA,2455760.5,0.1,2011-07-18
2011,Missing/Undefined,32.75131,-114.693858,CA,2455721.5,0.1,2011-06-09
2011,Arson,32.7422,-114.6228,CA,2455785.5,0.1,2011-08-12
2011,Arson,32.7642,-114.6417,CA,2455797.5,0.1,2011-08-24
2011,Debris Burning,32.7417,-114.6719,CA,2455814.5,0.5,2011-09-10
2011,Arson,32.7447,-114.6353,CA,2455815.5,0.1,2011-09-11
2011,Arson,32.7333,-114.6497,CA,2455816.5,14.0,2011-09-12
2011,Equipment Use,32.7936,-114.5336,CA,2455819.5,0.1,2011-09-15
2011,Arson,32.7417,-114.6114,CA,2455890.5,0.1,2011-11-25
2011,Campfire,34.8289,-114.5842,CA,2455677.5,300.0,2011-04-26
2011,Lightning,32.7672,-114.5839,CA,2455755.5,7.0,2011-07-13
2011,Lightning,33.025,-114.6089,CA,2455817.5,1.5,2011-09-13
2011,Missing/Undefined,34.757,-114.54161,CA,2455842.5,1.0,2011-10-08
2011,Missing/Undefined,33.91756,-116.67314,CA,2455687.5,2.0,2011-05-06
2011,Arson,34.3517,-117.1522,CA,2455721.5,299.0,2011-06-09
2011,Missing/Undefined,33.8881,-116.8558,CA,2455810.5,5.0,2011-09-06
2011,Lightning,36.0689,-117.1736,CA,2455629.5,0.1,2011-03-09
2011,Missing/Undefined,33.73436,-116.16172,CA,2455630.5,0.1,2011-03-10
2011,Missing/Undefined,33.92347,-116.66372,CA,2455622.5,0.1,2011-03-02
2011,Missing/Undefined,33.92433,-116.64436,CA,2455628.5,0.1,2011-03-08
2011,Missing/Undefined,33.617,-117.20139,CA,2455575.5,10.0,2011-01-14
2011,Missing/Undefined,33.613092,-114.73718,CA,2455575.5,0.5,2011-01-14
2011,Missing/Undefined,33.6411,-114.7375,CA,2455576.5,0.5,2011-01-15
2011,Miscellaneous,35.6133,-117.7189,CA,2455601.5,0.1,2011-02-09
2011,Arson,33.5664,-115.9911,CA,2455610.5,0.1,2011-02-18
2011,Equipment Use,32.95036,-115.16293,CA,2455612.5,0.3,2011-02-20
2011,Lightning,32.826,-115.847691,CA,2455612.5,0.1,2011-02-20
2011,Campfire,32.61202,-116.79082,CA,2455615.5,0.1,2011-02-23
2011,Equipment Use,33.64958,-116.39517,CA,2455630.5,0.1,2011-03-10
2011,Equipment Use,33.6236,-116.4078,CA,2455630.5,0.1,2011-03-10
2011,Missing/Undefined,33.525139,-115.912636,CA,2455636.5,0.1,2011-03-16
2011,Equipment Use,33.68258,-116.012,CA,2455639.5,0.1,2011-03-19
2011,Missing/Undefined,33.64042,-114.73792,CA,2455638.5,0.1,2011-03-18
2011,Missing/Undefined,33.84131,-116.38058,CA,2455640.5,0.1,2011-03-20
2011,Missing/Undefined,33.50856,-115.89236,CA,2455622.5,0.1,2011-03-02
2011,Missing/Undefined,33.54178,-115.93922,CA,2455626.5,0.1,2011-03-06
2011,Miscellaneous,34.7739,-114.5594,CA,2455644.5,1.5,2011-03-24
2011,Missing/Undefined,33.8945,-116.4753,CA,2455650.5,0.1,2011-03-30
2011,Missing/Undefined,33.5,-116.4,CA,2455649.5,0.1,2011-03-29
2011,Missing/Undefined,33.53992,-115.93056,CA,2455652.5,0.1,2011-04-01
2011,Missing/Undefined,33.6642,-116.0978,CA,2455651.5,0.3,2011-03-31
2011,Arson,34.6083,-117.2578,CA,2455679.5,1.5,2011-04-28
2011,Missing/Undefined,33.92572,-116.69489,CA,2455683.5,0.1,2011-05-02
2011,Miscellaneous,35.62042,-117.59792,CA,2455665.5,0.1,2011-04-14
2011,Campfire,32.97,-115.2847,CA,2455668.5,0.1,2011-04-17
2011,Missing/Undefined,33.9415,-116.69383,CA,2455666.5,5.3,2011-04-15
2011,Missing/Undefined,33.76506,-117.42575,CA,2455668.5,4.1,2011-04-17
2011,Miscellaneous,34.6503,-117.0747,CA,2455702.5,104.6,2011-05-21
2011,Campfire,35.41025,-117.58669,CA,2455703.5,217.0,2011-05-22
2011,Fireworks,34.6494,-117.2372,CA,2455703.5,4.8,2011-05-22
2011,Miscellaneous,35.4669,-115.675597,CA,2455703.5,0.1,2011-05-22
2011,Missing/Undefined,33.63306,-116.40431,CA,2455705.5,0.1,2011-05-24
2011,Missing/Undefined,33.76106,-116.17053,CA,2455707.5,15.4,2011-05-26
2011,Miscellaneous,33.91478,-116.60472,CA,2455683.5,1.8,2011-05-02
2011,Equipment Use,33.94475,-116.67494,CA,2455685.5,2.1,2011-05-04
2011,Missing/Undefined,34.7478,-115.5183,CA,2455685.5,0.1,2011-05-04
2011,Equipment Use,34.605,-117.2505,CA,2455686.5,2.0,2011-05-05
2011,Debris Burning,35.9575,-115.9703,CA,2455689.5,77.0,2011-05-08
2011,Missing/Undefined,33.72636,-117.27308,CA,2455688.5,1.0,2011-05-07
2011,Miscellaneous,33.7567,-117.3008,CA,2455697.5,2.0,2011-05-16
2011,Missing/Undefined,33.66294,-115.84597,CA,2455698.5,0.1,2011-05-17
2011,Missing/Undefined,33.66458,-115.87603,CA,2455697.5,0.1,2011-05-16
2011,Miscellaneous,35.19211,-118.12114,CA,2455701.5,0.5,2011-05-20
2011,Equipment Use,32.67737,-116.17738,CA,2455723.5,4.0,2011-06-11
2011,Miscellaneous,32.6469,-116.8092,CA,2455729.5,12.2,2011-06-17
2011,Miscellaneous,34.6881,-117.5325,CA,2455710.5,138.4,2011-05-29
2011,Miscellaneous,33.75769,-117.30972,CA,2455710.5,33.4,2011-05-29
2011,Missing/Undefined,33.81231,-117.31264,CA,2455710.5,5.0,2011-05-29
2011,Miscellaneous,33.87597,-116.95619,CA,2455711.5,2.3,2011-05-30
2011,Missing/Undefined,33.46439,-116.65275,CA,2455711.5,0.1,2011-05-30
2011,Missing/Undefined,34.85289,-114.82828,CA,2455712.5,0.1,2011-05-31
2011,Miscellaneous,34.8247,-115.0353,CA,2455712.5,0.1,2011-05-31
2011,Miscellaneous,33.53894,-116.44592,CA,2455713.5,0.7,2011-06-01
2011,Miscellaneous,34.721,-116.159697,CA,2455712.5,0.1,2011-05-31
2011,Miscellaneous,35.4169,-117.2005,CA,2455713.5,138.0,2011-06-01
2011,Missing/Undefined,33.74144,-117.23317,CA,2455713.5,14.0,2011-06-01
2011,Lightning,35.1711,-116.968,CA,2455715.5,10.0,2011-06-03
2011,Miscellaneous,34.02983,-116.58986,CA,2455712.5,0.1,2011-05-31
2011,Missing/Undefined,33.80144,-117.27064,CA,2455718.5,5.0,2011-06-06
2011,Miscellaneous,32.59264,-116.76231,CA,2455717.5,220.0,2011-06-05
2011,Miscellaneous,32.78988,-115.87912,CA,2455719.5,0.1,2011-06-07
2011,Missing/Undefined,35.1603,-115.3631,CA,2455723.5,0.3,2011-06-11
2011,Miscellaneous,33.935,-116.6753,CA,2455731.5,9.6,2011-06-19
2011,Campfire,32.622659,-116.082972,CA,2455732.5,420.0,2011-06-20
2011,Miscellaneous,35.4719,-115.5708,CA,2455734.5,3.0,2011-06-22
2011,Miscellaneous,35.5492,-117.7114,CA,2455734.5,2.5,2011-06-22
2011,Miscellaneous,35.6186,-117.5947,CA,2455737.5,0.1,2011-06-25
2011,Missing/Undefined,33.52513,-114.76957,CA,2455740.5,0.1,2011-06-28
2011,Miscellaneous,33.7719,-117.3233,CA,2455751.5,3.0,2011-07-09
2011,Missing/Undefined,32.5922,-116.7622,CA,2455752.5,0.1,2011-07-10
2011,Missing/Undefined,33.92267,-116.652,CA,2455752.5,1.8,2011-07-10
2011,Lightning,34.83439,-115.0817,CA,2455752.5,0.1,2011-07-10
2011,Equipment Use,35.8628,-117.8789,CA,2455753.5,0.5,2011-07-11
2011,Equipment Use,33.6733,-115.5878,CA,2455745.5,0.3,2011-07-03
2011,Missing/Undefined,33.70525,-117.34219,CA,2455746.5,0.5,2011-07-04
2011,Equipment Use,34.0167,-116.5175,CA,2455748.5,0.1,2011-07-06
2011,Lightning,33.69292,-117.23006,CA,2455748.5,1.0,2011-07-06
2011,Miscellaneous,35.31399,-118.0639,CA,2455751.5,2.0,2011-07-09
2011,Miscellaneous,35.3156,-118.0717,CA,2455763.5,12.0,2011-07-21
2011,Campfire,32.5781,-116.8475,CA,2455764.5,6.0,2011-07-22
2011,Miscellaneous,33.7028,-115.4492,CA,2455754.5,0.1,2011-07-12
2011,Miscellaneous,33.6983,-115.2967,CA,2455754.5,0.2,2011-07-12
2011,Miscellaneous,32.5594,-116.8367,CA,2455755.5,220.0,2011-07-13
2011,Missing/Undefined,33.70164,-117.31125,CA,2455755.5,2.0,2011-07-13
2011,Equipment Use,34.8692,-117.5033,CA,2455758.5,2.0,2011-07-16
2011,Miscellaneous,33.94028,-117.09192,CA,2455758.5,1.0,2011-07-16
2011,Arson,34.5392,-117.0908,CA,2455759.5,97.5,2011-07-17
2011,Missing/Undefined,33.92144,-116.71347,CA,2455761.5,78.8,2011-07-19
2011,Powerline,33.94505,-116.68268,CA,2455774.5,3.1,2011-08-01
2011,Equipment Use,34.825803,-115.028197,CA,2455776.5,0.1,2011-08-03
2011,Equipment Use,34.84233,-114.98156,CA,2455769.5,0.3,2011-07-27
2011,Missing/Undefined,35.5307,-115.563697,CA,2455771.5,0.5,2011-07-29
2011,Lightning,34.6158,-117.2178,CA,2455771.5,1.0,2011-07-29
2011,Lightning,33.4678,-116.2847,CA,2455772.5,3.8,2011-07-30
2011,Lightning,35.3036,-118.1528,CA,2455774.5,150.0,2011-08-01
2011,Missing/Undefined,33.9233,-116.7433,CA,2455781.5,0.5,2011-08-08
2011,Campfire,34.6439,-117.1408,CA,2455784.5,10.0,2011-08-11
2011,Missing/Undefined,34.7325,-115.56,CA,2455786.5,0.1,2011-08-13
2011,Missing/Undefined,32.6172,-116.7858,CA,2455758.5,0.1,2011-07-16
2011,Miscellaneous,33.9375,-117.0817,CA,2455779.5,1026.6,2011-08-06
2011,Miscellaneous,33.8122,-117.3103,CA,2455779.5,5.0,2011-08-06
2011,Missing/Undefined,33.92244,-116.71956,CA,2455780.5,97.0,2011-08-07
2011,Miscellaneous,33.99603,-116.60105,CA,2455782.5,1.3,2011-08-09
2011,Miscellaneous,33.87963,-116.31152,CA,2455770.5,0.1,2011-07-28
2011,Missing/Undefined,33.69681,-115.47943,CA,2455771.5,0.1,2011-07-29
2011,Miscellaneous,32.9272,-115.127,CA,2455562.5,0.1,2011-01-01
2011,Missing/Undefined,33.88097,-116.30067,CA,2455572.5,0.1,2011-01-11
2011,Miscellaneous,34.9789,-118.2758,CA,2455794.5,25.0,2011-08-21
2011,Equipment Use,34.7196,-115.8049,CA,2455789.5,0.3,2011-08-16
2011,Lightning,34.6889,-117.1097,CA,2455786.5,0.1,2011-08-13
2011,Lightning,34.6928,-117.1161,CA,2455790.5,1.0,2011-08-17
2011,Equipment Use,33.699,-116.06553,CA,2455790.5,0.1,2011-08-17
2011,Missing/Undefined,33.76,-117.28455,CA,2455790.5,2.0,2011-08-17
2011,Miscellaneous,34.60922,-117.07381,CA,2455793.5,46.4,2011-08-20
2011,Lightning,34.5786,-117.0375,CA,2455786.5,140.0,2011-08-13
2011,Lightning,35.7381,-115.8703,CA,2455787.5,23.0,2011-08-14
2011,Missing/Undefined,33.96242,-116.48211,CA,2455785.5,0.1,2011-08-12
2011,Lightning,34.6967,-117.12,CA,2455786.5,0.1,2011-08-13
2011,Missing/Undefined,33.72272,-117.2328,CA,2455795.5,5.0,2011-08-22
2011,Equipment Use,33.6839,-116.0192,CA,2455795.5,0.1,2011-08-22
2011,Equipment Use,35.9639,-117.9161,CA,2455796.5,0.1,2011-08-23
2011,Miscellaneous,33.7556,-117.3039,CA,2455793.5,5.0,2011-08-20
2011,Missing/Undefined,34.10222,-117.19931,CA,2455793.5,0.3,2011-08-20
2011,Missing/Undefined,34.09878,-117.19969,CA,2455793.5,0.1,2011-08-20
2011,Equipment Use,34.7181,-117.1189,CA,2455795.5,1.0,2011-08-22
2011,Lightning,35.1286,-115.2506,CA,2455799.5,0.1,2011-08-26
2011,Lightning,32.667395,-116.650647,CA,2455800.5,160.0,2011-08-27
2011,Powerline,33.70353,-117.23133,CA,2455800.5,3.3,2011-08-27
2011,Miscellaneous,34.0915,-117.11244,CA,2455801.5,67.4,2011-08-28
2011,Miscellaneous,35.5586,-117.7203,CA,2455805.5,1.0,2011-09-01
2011,Structure,34.48933,-118.36264,CA,2455809.5,345.0,2011-09-05
2011,Miscellaneous,34.7319,-115.5631,CA,2455811.5,0.1,2011-09-07
2011,Lightning,33.72722,-117.26375,CA,2455807.5,23.0,2011-09-03
2011,Missing/Undefined,33.76131,-117.33086,CA,2455807.5,4.0,2011-09-03
2011,Missing/Undefined,33.93681,-117.10167,CA,2455807.5,2.0,2011-09-03
2011,Equipment Use,35.0806,-118.4233,CA,2455808.5,3128.0,2011-09-04
2011,Equipment Use,34.9747,-114.7917,CA,2455810.5,0.1,2011-09-06
2011,Lightning,33.5347,-116.4525,CA,2455818.5,0.1,2011-09-14
2011,Lightning,33.0597,-117.01398,CA,2455814.5,1.0,2011-09-10
2011,Lightning,35.47,-115.485,CA,2455815.5,0.1,2011-09-11
2011,Miscellaneous,33.66047,-115.75464,CA,2455827.5,1.0,2011-09-23
2011,Missing/Undefined,35.3808,-118.2639,CA,2455827.5,60.0,2011-09-23
2011,Lightning,33.76961,-116.59119,CA,2455817.5,0.1,2011-09-13
2011,Missing/Undefined,33.85939,-117.00925,CA,2455837.5,4.0,2011-10-03
2011,Campfire,34.5819,-117.1275,CA,2455834.5,0.1,2011-09-30
2011,Lightning,33.3646,-116.7065,CA,2455834.5,40.0,2011-09-30
2011,Lightning,35.0975,-116.4786,CA,2455835.5,2134.2,2011-10-01
2011,Miscellaneous,34.7067,-117.1525,CA,2455835.5,31.0,2011-10-01
2011,Missing/Undefined,34.01158,-116.16808,CA,2455835.5,0.1,2011-10-01
2011,Miscellaneous,34.70017,-117.18183,CA,2455854.5,5.0,2011-10-20
2011,Missing/Undefined,34.5045,-118.2195,CA,2455799.5,12.0,2011-08-26
2011,Missing/Undefined,33.98206,-116.65358,CA,2455856.5,16.1,2011-10-22
2011,Missing/Undefined,33.92253,-116.66267,CA,2455863.5,0.1,2011-10-29
2011,Miscellaneous,35.20789,-117.31078,CA,2455863.5,4.0,2011-10-29
2011,Miscellaneous,34.7589,-114.5681,CA,2455842.5,0.1,2011-10-08
2011,Equipment Use,32.6528,-116.8095,CA,2455846.5,3.5,2011-10-12
2011,Miscellaneous,33.6545,-115.80303,CA,2455871.5,0.1,2011-11-06
2011,Missing/Undefined,33.93347,-117.12047,CA,2455874.5,3.0,2011-11-09
2011,Lightning,33.152562,-115.317183,CA,2455892.5,0.1,2011-11-27
2011,Equipment Use,32.96758,-115.09963,CA,2455889.5,0.1,2011-11-24
2011,Campfire,35.55733,-117.70431,CA,2455891.5,0.1,2011-11-26
2011,Equipment Use,34.47958,-118.29689,CA,2455865.5,0.5,2011-10-31
2011,Miscellaneous,35.6198,-117.595397,CA,2455867.5,0.1,2011-11-02
2011,Miscellaneous,33.53375,-115.91144,CA,2455867.5,0.1,2011-11-02
2011,Equipment Use,33.53789,-115.91911,CA,2455869.5,0.1,2011-11-04
2011,Equipment Use,33.53783,-115.91839,CA,2455868.5,0.1,2011-11-03
2011,Equipment Use,34.8008,-117.1003,CA,2455870.5,0.1,2011-11-05
2011,Miscellaneous,35.30586,-118.09311,CA,2455925.5,2.5,2011-12-30
2011,Fireworks,32.9661,-115.17,CA,2455926.5,0.1,2011-12-31
2011,Missing/Undefined,34.02358,-117.49044,CA,2455896.5,0.2,2011-12-01
2011,Missing/Undefined,33.1039,-116.5997,CA,2455900.5,0.1,2011-12-05
2011,Missing/Undefined,33.73044,-117.32458,CA,2455900.5,1.0,2011-12-05
2011,Missing/Undefined,33.701672,-117.25681,CA,2455903.5,0.3,2011-12-08
2011,Powerline,38.0239,-119.1564,CA,2455606.5,0.3,2011-02-14
2011,Missing/Undefined,37.150003,-118.316397,CA,2455638.5,850.0,2011-03-18
2011,Campfire,35.6353,-118.4867,CA,2455638.5,0.1,2011-03-18
2011,Missing/Undefined,35.2125,-119.53,CA,2455678.5,3.0,2011-04-27
2011,Miscellaneous,35.6503,-118.3692,CA,2455679.5,0.1,2011-04-28
2011,Missing/Undefined,35.7928,-118.4361,CA,2455680.5,0.1,2011-04-29
2011,Miscellaneous,35.8925,-118.5414,CA,2455670.5,0.1,2011-04-19
2011,Miscellaneous,35.2067,-119.5944,CA,2455674.5,0.1,2011-04-23
2011,Missing/Undefined,36.60439,-119.72829,CA,2455703.5,1.1,2011-05-22
2011,Missing/Undefined,35.3192,-119.6003,CA,2455706.5,1.1,2011-05-25
2011,Missing/Undefined,35.6872,-118.2186,CA,2455684.5,2.0,2011-05-03
2011,Equipment Use,35.3078,-119.5822,CA,2455684.5,0.5,2011-05-03
2011,Missing/Undefined,35.4708,-119.0597,CA,2455685.5,3.0,2011-05-04
2011,Missing/Undefined,35.3689,-119.8553,CA,2455706.5,37.0,2011-05-25
2011,Missing/Undefined,35.5542,-119.7917,CA,2455691.5,0.3,2011-05-10
2011,Missing/Undefined,35.1967,-119.5489,CA,2455691.5,3.0,2011-05-10
2011,Miscellaneous,35.2058,-119.4819,CA,2455695.5,1.0,2011-05-14
2011,Equipment Use,35.3106,-119.2625,CA,2455695.5,69.0,2011-05-14
2011,Missing/Undefined,35.7744,-120.0169,CA,2455696.5,19.0,2011-05-15
2011,Missing/Undefined,35.6958,-118.5122,CA,2455700.5,1.7,2011-05-19
2011,Lightning,37.3864,-118.5931,CA,2455694.5,0.1,2011-05-13
2011,Lightning,37.3858,-118.5844,CA,2455694.5,0.1,2011-05-13
2011,Missing/Undefined,35.6556,-119.1589,CA,2455727.5,0.3,2011-06-15
2011,Missing/Undefined,35.5164,-119.7592,CA,2455728.5,0.3,2011-06-16
2011,Missing/Undefined,35.1667,-119.5614,CA,2455697.5,3.8,2011-05-16
2011,Missing/Undefined,38.2371,-119.2203,CA,2455712.5,0.5,2011-05-31
2011,Missing/Undefined,35.49405,-119.03377,CA,2455720.5,1.0,2011-06-08
2011,Missing/Undefined,35.6133,-118.5911,CA,2455717.5,0.9,2011-06-05
2011,Missing/Undefined,35.3558,-119.4819,CA,2455717.5,10.0,2011-06-05
2011,Missing/Undefined,35.5456,-119.798,CA,2455722.5,6.0,2011-06-10
2011,Equipment Use,35.7031,-118.3044,CA,2455723.5,1.0,2011-06-11
2011,Missing/Undefined,35.0242,-119.0219,CA,2455724.5,629.0,2011-06-12
2011,Missing/Undefined,35.4792,-119.0358,CA,2455725.5,0.5,2011-06-13
2011,Missing/Undefined,35.4097,-119.5947,CA,2455726.5,0.7,2011-06-14
2011,Miscellaneous,35.88,-118.4589,CA,2455730.5,1.3,2011-06-18
2011,Debris Burning,35.6483,-118.5561,CA,2455730.5,0.3,2011-06-18
2011,Miscellaneous,35.4842,-119.8633,CA,2455731.5,5196.0,2011-06-19
2011,Missing/Undefined,38.8997,-120.8561,CA,2455721.5,1.0,2011-06-09
2011,Missing/Undefined,37.6497,-120.3164,CA,2455727.5,2.0,2011-06-15
2011,Missing/Undefined,39.2664,-121.0786,CA,2455728.5,1.0,2011-06-16
2011,Missing/Undefined,38.3164,-121.3703,CA,2455733.5,26.0,2011-06-21
2011,Equipment Use,37.6119,-118.392897,CA,2455734.5,0.3,2011-06-22
2011,Missing/Undefined,35.4056,-119.6964,CA,2455736.5,0.6,2011-06-24
2011,Missing/Undefined,35.0294,-119.3669,CA,2455736.5,1.0,2011-06-24
2011,Debris Burning,35.7658,-118.445,CA,2455737.5,2.5,2011-06-25
2011,Miscellaneous,35.8911,-118.36,CA,2455738.5,9.0,2011-06-26
2011,Miscellaneous,35.6722,-118.455,CA,2455739.5,0.2,2011-06-27
2011,Missing/Undefined,35.8119,-118.8442,CA,2455739.5,1200.0,2011-06-27
2011,Missing/Undefined,35.4125,-119.7908,CA,2455739.5,4.0,2011-06-27
2011,Missing/Undefined,35.5314,-118.5392,CA,2455740.5,1.7,2011-06-28
2011,Missing/Undefined,35.4378,-118.9005,CA,2455751.5,6.5,2011-07-09
2011,Missing/Undefined,38.79205,-121.03204,CA,2455752.5,4.0,2011-07-10
2011,Missing/Undefined,35.4825,-119.72,CA,2455752.5,2.2,2011-07-10
2011,Powerline,35.4708,-119.5878,CA,2455753.5,86.0,2011-07-11
2011,Missing/Undefined,39.21829,-121.14839,CA,2455744.5,0.1,2011-07-02
2011,Missing/Undefined,39.0969,-121.13873,CA,2455743.5,0.1,2011-07-01
2011,Missing/Undefined,38.44403,-120.54777,CA,2455746.5,0.1,2011-07-04
2011,Missing/Undefined,39.0664,-121.1164,CA,2455732.5,1.0,2011-06-20
2011,Missing/Undefined,38.6078,-120.8555,CA,2455733.5,2.0,2011-06-21
2011,Missing/Undefined,38.2831,-120.8997,CA,2455737.5,2.0,2011-06-25
2011,Missing/Undefined,37.71081,-120.33365,CA,2455736.5,3.0,2011-06-24
2011,Missing/Undefined,39.11286,-121.10188,CA,2455736.5,0.1,2011-06-24
2011,Missing/Undefined,39.00245,-120.88894,CA,2455736.5,0.1,2011-06-24
2011,Missing/Undefined,39.21822,-121.31741,CA,2455740.5,2.0,2011-06-28
2011,Missing/Undefined,38.40764,-120.64914,CA,2455745.5,0.1,2011-07-03
2011,Powerline,35.2067,-119.5997,CA,2455748.5,0.3,2011-07-06
2011,Missing/Undefined,35.4803,-119.7872,CA,2455749.5,1.0,2011-07-07
2011,Miscellaneous,35.5683,-118.5711,CA,2455765.5,20.0,2011-07-23
2011,Missing/Undefined,38.71562,-120.90737,CA,2455753.5,1.0,2011-07-11
2011,Missing/Undefined,38.75705,-120.62663,CA,2455751.5,1.0,2011-07-09
2011,Missing/Undefined,35.4147,-119.7255,CA,2455755.5,0.1,2011-07-13
2011,Missing/Undefined,35.1317,-119.6936,CA,2455759.5,7.4,2011-07-17
2011,Missing/Undefined,35.4489,-119.668,CA,2455761.5,1.0,2011-07-19
2011,Miscellaneous,35.3681,-119.5033,CA,2455762.5,2.5,2011-07-20
2011,Lightning,35.6653,-118.0375,CA,2455775.5,8.0,2011-08-02
2011,Missing/Undefined,35.4942,-119.9822,CA,2455776.5,1.3,2011-08-03
2011,Missing/Undefined,35.6258,-118.473,CA,2455765.5,0.1,2011-07-23
2011,Missing/Undefined,34.9761,-119.4075,CA,2455765.5,36.0,2011-07-23
2011,Missing/Undefined,37.80758,-120.20177,CA,2455771.5,2.0,2011-07-29
2011,Miscellaneous,35.5128,-119.06,CA,2455768.5,4.0,2011-07-26
2011,Missing/Undefined,35.5231,-119.7761,CA,2455770.5,2.4,2011-07-28
2011,Missing/Undefined,35.2719,-118.6136,CA,2455771.5,48.0,2011-07-29
2011,Lightning,38.31164,-119.19286,CA,2455771.5,0.1,2011-07-29
2011,Lightning,38.241147,-119.214747,CA,2455772.5,0.1,2011-07-30
2011,Lightning,35.715,-118.4061,CA,2455772.5,0.1,2011-07-30
2011,Missing/Undefined,38.76328,-120.85331,CA,2455771.5,0.1,2011-07-29
2011,Missing/Undefined,39.34499,-120.97287,CA,2455771.5,3.0,2011-07-29
2011,Missing/Undefined,37.87938,-120.43474,CA,2455770.5,5.0,2011-07-28
2011,Missing/Undefined,35.3164,-119.5619,CA,2455783.5,0.5,2011-08-10
2011,Missing/Undefined,35.1286,-119.4411,CA,2455785.5,1.0,2011-08-12
2011,Campfire,35.6294,-118.503,CA,2455786.5,0.1,2011-08-13
2011,Missing/Undefined,35.3953,-119.5644,CA,2455776.5,0.3,2011-08-03
2011,Arson,35.2819,-119.6242,CA,2455776.5,2.0,2011-08-03
2011,Powerline,35.2917,-119.6619,CA,2455776.5,665.0,2011-08-03
2011,Missing/Undefined,36.0581,-119.5658,CA,2455775.5,67.0,2011-08-02
2011,Missing/Undefined,36.2575,-119.4528,CA,2455779.5,0.5,2011-08-06
2011,Powerline,35.2186,-119.5947,CA,2455780.5,0.2,2011-08-07
2011,Children,35.3225,-119.4922,CA,2455782.5,0.3,2011-08-09
2011,Miscellaneous,35.4139,-118.4811,CA,2455782.5,121.0,2011-08-09
2011,Missing/Undefined,34.9639,-119.8417,CA,2455754.5,347.0,2011-07-12
2011,Missing/Undefined,34.8997,-118.9225,CA,2455789.5,175.0,2011-08-16
2011,Equipment Use,35.3436,-119.6394,CA,2455788.5,138.6,2011-08-15
2011,Equipment Use,35.4219,-119.7655,CA,2455788.5,3.0,2011-08-15
2011,Missing/Undefined,35.1947,-118.3403,CA,2455795.5,0.8,2011-08-22
2011,Missing/Undefined,35.32,-119.6686,CA,2455795.5,0.4,2011-08-22
2011,Equipment Use,35.3719,-119.4319,CA,2455795.5,5.4,2011-08-22
2011,Missing/Undefined,35.1461,-119.3394,CA,2455794.5,1.2,2011-08-21
2011,Lightning,35.7836,-118.2686,CA,2455800.5,0.1,2011-08-27
2011,Lightning,37.9122,-118.5167,CA,2455800.5,0.1,2011-08-27
2011,Miscellaneous,35.1964,-119.5736,CA,2455804.5,0.3,2011-08-31
2011,Missing/Undefined,35.2531,-119.3053,CA,2455803.5,1.7,2011-08-30
2011,Missing/Undefined,35.5072,-119.0619,CA,2455810.5,36.0,2011-09-06
2011,Missing/Undefined,35.4489,-119.5875,CA,2455816.5,0.1,2011-09-12
2011,Miscellaneous,35.3506,-119.6525,CA,2455817.5,0.5,2011-09-13
2011,Missing/Undefined,35.3003,-119.7744,CA,2455817.5,0.5,2011-09-13
2011,Equipment Use,37.1378,-118.2822,CA,2455817.5,5353.0,2011-09-13
2011,Miscellaneous,35.5075,-120.0019,CA,2455818.5,1.3,2011-09-14
2011,Miscellaneous,35.2664,-119.6125,CA,2455819.5,1.5,2011-09-15
2011,Lightning,35.3658,-118.295,CA,2455814.5,0.3,2011-09-10
2011,Lightning,35.4031,-118.2758,CA,2455814.5,1.0,2011-09-10
2011,Lightning,35.45,-118.4972,CA,2455814.5,0.3,2011-09-10
2011,Lightning,35.35,-118.2722,CA,2455814.5,5.0,2011-09-10
2011,Lightning,35.1139,-118.1667,CA,2455814.5,25577.0,2011-09-10
2011,Missing/Undefined,35.1089,-119.628,CA,2455827.5,0.5,2011-09-23
2011,Lightning,35.17,-119.6636,CA,2455827.5,1.3,2011-09-23
2011,Lightning,35.1736,-119.7233,CA,2455827.5,0.5,2011-09-23
2011,Lightning,37.1067,-119.0017,CA,2455827.5,250.0,2011-09-23
2011,Missing/Undefined,35.4386,-119.3764,CA,2455821.5,0.3,2011-09-17
2011,Missing/Undefined,35.1286,-119.4583,CA,2455822.5,1.2,2011-09-18
2011,Equipment Use,35.1194,-119.4886,CA,2455822.5,0.1,2011-09-18
2011,Lightning,35.25,-118.3667,CA,2455814.5,150.0,2011-09-10
2011,Lightning,35.3881,-118.5225,CA,2455814.5,465.0,2011-09-10
2011,Lightning,35.3061,-118.5394,CA,2455814.5,810.0,2011-09-10
2011,Lightning,35.2689,-118.6525,CA,2455814.5,552.0,2011-09-10
2011,Missing/Undefined,35.4233,-119.7442,CA,2455833.5,0.3,2011-09-29
