,County,Population,PopulationDensity,HousingUnits,HousingOccupied,HomeValue,Income,AreaCode,WaterArea
10206,San Bernardino County,33423.0,821.0,14940.0,13868.0,361700.0,65649.0,909,0.26
10207,San Bernardino County,40267.0,2150.0,13867.0,12896.0,238900.0,64896.0,909,0.0
10208,San Bernardino County,33423.0,821.0,14940.0,13868.0,361700.0,65649.0,909,0.26
10209,San Bernardino County,40267.0,2150.0,13867.0,12896.0,238900.0,64896.0,909,0.0
10210,San Bernardino County,54923.0,2161.0,17999.0,16874.0,235500.0,62198.0,909,0.13
10211,San Bernardino County,33423.0,821.0,14940.0,13868.0,361700.0,65649.0,909,0.26
10212,San Bernardino County,33423.0,821.0,14940.0,13868.0,361700.0,65649.0,909,0.26
10213,Mono County,,,,,,,,
10214,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10215,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10216,Monterey County,,,,,,,831,
10217,Monterey County,302.0,8.0,93.0,79.0,166100.0,39167.0,,0.0
10218,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10219,San Benito County,4046.0,85.0,1542.0,1408.0,384800.0,58005.0,408,0.03
10220,San Benito County,639.0,1.0,366.0,275.0,366700.0,65341.0,831,1.08
10221,Monterey County,12073.0,94.0,7476.0,5921.0,882300.0,105714.0,831,3.84
10222,Monterey County,31615.0,1539.0,15281.0,13739.0,633700.0,67513.0,831,0.71
10223,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10224,Monterey County,31615.0,1539.0,15281.0,13739.0,633700.0,67513.0,831,0.71
10225,Monterey County,15046.0,5251.0,8171.0,7022.0,667000.0,71969.0,,0.63
10226,Monterey County,31615.0,1539.0,15281.0,13739.0,633700.0,67513.0,831,0.71
10227,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10228,Monterey County,1671.0,31.0,405.0,391.0,331600.0,70909.0,831,0.32
10229,Monterey County,1671.0,31.0,405.0,391.0,331600.0,70909.0,831,0.32
10230,Monterey County,592.0,6.0,292.0,241.0,369200.0,94643.0,,0.21
10231,Monterey County,12073.0,94.0,7476.0,5921.0,882300.0,105714.0,831,3.84
10232,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10233,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10234,Monterey County,302.0,8.0,93.0,79.0,166100.0,39167.0,,0.0
10235,Monterey County,17547.0,66.0,4347.0,3858.0,171600.0,52642.0,831,1.09
10236,San Benito County,4046.0,85.0,1542.0,1408.0,384800.0,58005.0,408,0.03
10237,Monterey County,3281.0,3649.0,3139.0,1881.0,1000001.0,66231.0,831,0.16
10238,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10239,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10240,Monterey County,17547.0,66.0,4347.0,3858.0,171600.0,52642.0,831,1.09
10241,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10242,Monterey County,12073.0,94.0,7476.0,5921.0,882300.0,105714.0,831,3.84
10243,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10244,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10245,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10246,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10247,Monterey County,8726.0,147.0,2153.0,2056.0,210400.0,50933.0,831,0.11
10248,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10249,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10250,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10251,San Benito County,639.0,1.0,366.0,275.0,366700.0,65341.0,831,1.08
10252,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10253,San Benito County,639.0,1.0,366.0,275.0,366700.0,65341.0,831,1.08
10254,San Benito County,4046.0,85.0,1542.0,1408.0,384800.0,58005.0,408,0.03
10255,San Benito County,331.0,4.0,122.0,114.0,317900.0,52500.0,408,0.15
10256,San Luis Obispo County,3779.0,7.0,1462.0,1258.0,294100.0,55670.0,805,1.54
10257,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10258,Monterey County,302.0,8.0,93.0,79.0,166100.0,39167.0,,0.0
10259,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10260,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10261,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10262,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10263,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10264,San Benito County,639.0,1.0,366.0,275.0,366700.0,65341.0,831,1.08
10265,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10266,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10267,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10268,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10269,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10270,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10271,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10272,Monterey County,1401.0,7.0,1260.0,530.0,350000.0,63594.0,805,13.09
10273,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10274,Monterey County,17547.0,66.0,4347.0,3858.0,171600.0,52642.0,831,1.09
10275,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10276,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10277,San Benito County,4046.0,85.0,1542.0,1408.0,384800.0,58005.0,408,0.03
10278,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10279,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10280,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10281,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10282,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10283,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10284,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10285,Monterey County,8726.0,147.0,2153.0,2056.0,210400.0,50933.0,831,0.11
10286,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10287,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10288,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10289,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10290,Monterey County,8726.0,147.0,2153.0,2056.0,210400.0,50933.0,831,0.11
10291,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10292,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10293,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10294,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10295,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10296,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10297,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10298,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10299,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10300,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10301,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10302,San Benito County,639.0,1.0,366.0,275.0,366700.0,65341.0,831,1.08
10303,Monterey County,592.0,6.0,292.0,241.0,369200.0,94643.0,,0.21
10304,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10305,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10306,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10307,Monterey County,302.0,8.0,93.0,79.0,166100.0,39167.0,,0.0
10308,Monterey County,15866.0,44.0,4260.0,3981.0,201000.0,47262.0,831,4.58
10309,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10310,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10311,Monterey County,31615.0,1539.0,15281.0,13739.0,633700.0,67513.0,831,0.71
10312,Monterey County,27080.0,133.0,4359.0,4096.0,212700.0,50504.0,831,5.1
10313,Monterey County,17547.0,66.0,4347.0,3858.0,171600.0,52642.0,831,1.09
10314,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10315,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10316,Monterey County,4509.0,561.0,2809.0,1923.0,945200.0,100268.0,831,1.19
10317,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10318,Monterey County,13043.0,61.0,4854.0,4639.0,616000.0,108093.0,831,2.55
10319,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10320,Monterey County,302.0,8.0,93.0,79.0,166100.0,39167.0,,0.0
10321,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10322,Monterey County,21726.0,403.0,7512.0,7090.0,355100.0,68497.0,831,0.3
10323,Monterey County,3918.0,216.0,1412.0,1349.0,408500.0,73107.0,831,0.02
10324,Monterey County,1401.0,7.0,1260.0,530.0,350000.0,63594.0,805,13.09
10325,San Benito County,48841.0,118.0,15301.0,14491.0,338300.0,67481.0,408,0.75
10326,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10327,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10328,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10329,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10330,Butte County,,,,,,,530,
10331,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10332,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10333,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10334,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10335,Butte County,,,,,,,530,
10336,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10337,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10338,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10339,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10340,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10341,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10342,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10343,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10344,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10345,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10346,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10347,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10348,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10349,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10350,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10351,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10352,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10353,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10354,Butte County,12251.0,172.0,5863.0,5210.0,160000.0,39932.0,530,1.24
10355,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10356,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10357,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10358,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10359,Butte County,27549.0,467.0,13621.0,12475.0,209100.0,41179.0,530,0.32
10360,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10361,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10362,Butte County,1441.0,15.0,1011.0,661.0,173000.0,36875.0,530,7.72
10363,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10364,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10365,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10366,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10367,Butte County,12251.0,172.0,5863.0,5210.0,160000.0,39932.0,530,1.24
10368,Yuba County,31314.0,159.0,12250.0,11029.0,154600.0,40260.0,530,1.6
10369,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10370,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10371,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10372,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10373,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10374,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10375,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10376,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10377,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10378,Butte County,1301.0,23.0,965.0,583.0,307000.0,41323.0,530,0.02
10379,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10380,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10381,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10382,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10383,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10384,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10385,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10386,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10387,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10388,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10389,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10390,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10391,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10392,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10393,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10394,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10395,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10396,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10397,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10398,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10399,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10400,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10401,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10402,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10403,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10404,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10405,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10406,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10407,Butte County,31957.0,96.0,13510.0,12739.0,280100.0,55426.0,530,1.87
10408,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10409,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10410,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10411,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10412,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10413,Butte County,3787.0,53.0,1525.0,1437.0,391400.0,61849.0,530,0.04
10414,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10415,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10416,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10417,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10418,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10419,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10420,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10421,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10422,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10423,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10424,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10425,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10426,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10427,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10428,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10429,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10430,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10431,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10432,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10433,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10434,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10435,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10436,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10437,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10438,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10439,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10440,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10441,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10442,Butte County,12251.0,172.0,5863.0,5210.0,160000.0,39932.0,530,1.24
10443,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10444,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10445,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10446,Butte County,1412.0,912.0,514.0,490.0,103600.0,46618.0,530,0.0
10447,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10448,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10449,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10450,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10451,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10452,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10453,Butte County,,,,,,,530,
10454,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10455,Butte County,3155.0,46.0,1156.0,1064.0,158500.0,43915.0,530,0.42
10456,Butte County,27549.0,467.0,13621.0,12475.0,209100.0,41179.0,530,0.32
10457,Butte County,10810.0,139.0,4015.0,3640.0,184400.0,44034.0,530,0.26
10458,Butte County,36511.0,265.0,15496.0,14480.0,294600.0,45224.0,530,2.4
10459,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10460,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10461,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10462,Butte County,30643.0,166.0,13148.0,11789.0,158300.0,42555.0,530,8.76
10463,Butte County,20384.0,64.0,8002.0,7198.0,144800.0,36080.0,530,16.4
10464,San Mateo County,37296.0,2543.0,14550.0,13989.0,610400.0,94453.0,650,0.0
10465,San Mateo County,37296.0,2543.0,14550.0,13989.0,610400.0,94453.0,650,0.0
10466,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10467,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10468,Santa Cruz County,7727.0,6364.0,2061.0,1993.0,273700.0,36791.0,831,0.0
10469,Santa Cruz County,9137.0,6658.0,5127.0,4296.0,473700.0,53275.0,831,0.27
10470,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10471,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10472,San Mateo County,25992.0,4589.0,11108.0,10649.0,880200.0,102090.0,650,0.01
10473,Santa Cruz County,9372.0,102.0,4135.0,3763.0,841900.0,116382.0,408,0.74
10474,Santa Cruz County,23974.0,682.0,11719.0,10031.0,656700.0,83507.0,831,1.37
10475,San Mateo County,25876.0,365.0,10547.0,9964.0,1000001.0,125060.0,650,0.94
10476,Santa Cruz County,7778.0,414.0,3642.0,3213.0,460200.0,71964.0,831,0.0
10477,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10478,Santa Cruz County,,,,,,,831,
10479,Santa Cruz County,36079.0,7148.0,16919.0,15155.0,561400.0,60035.0,831,1.27
10480,Santa Cruz County,10154.0,479.0,4334.0,4108.0,594000.0,73987.0,831,0.0
10481,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10482,Santa Cruz County,46377.0,684.0,19875.0,18305.0,673400.0,62879.0,831,3.3
10483,San Mateo County,2913.0,503.0,1169.0,1111.0,743000.0,150071.0,,0.0
10484,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10485,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10486,Santa Cruz County,7778.0,414.0,3642.0,3213.0,460200.0,71964.0,831,0.0
10487,Santa Cruz County,6311.0,528.0,2705.0,2496.0,553200.0,73877.0,831,0.26
10488,Santa Cruz County,8979.0,168.0,4518.0,3868.0,441000.0,75944.0,831,0.0
10489,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10490,Santa Cruz County,9372.0,102.0,4135.0,3763.0,841900.0,116382.0,408,0.74
10491,San Mateo County,25876.0,365.0,10547.0,9964.0,1000001.0,125060.0,650,0.94
10492,Santa Cruz County,6311.0,528.0,2705.0,2496.0,553200.0,73877.0,831,0.26
10493,Santa Cruz County,9372.0,102.0,4135.0,3763.0,841900.0,116382.0,408,0.74
10494,San Mateo County,4282.0,974.0,1934.0,1821.0,603000.0,78542.0,415,0.17
10495,Santa Cruz County,834.0,17.0,391.0,315.0,633900.0,73125.0,831,2.68
10496,San Mateo County,25992.0,4589.0,11108.0,10649.0,880200.0,102090.0,650,0.01
10497,Santa Cruz County,23974.0,682.0,11719.0,10031.0,656700.0,83507.0,831,1.37
10498,Santa Cruz County,9372.0,102.0,4135.0,3763.0,841900.0,116382.0,408,0.74
10499,Santa Cruz County,23974.0,682.0,11719.0,10031.0,656700.0,83507.0,831,1.37
10500,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10501,Santa Cruz County,23974.0,682.0,11719.0,10031.0,656700.0,83507.0,831,1.37
10502,Santa Cruz County,14749.0,778.0,5975.0,5643.0,629700.0,106519.0,831,0.0
10503,San Mateo County,18424.0,350.0,7096.0,6675.0,742500.0,100394.0,650,0.56
10504,Santa Cruz County,14749.0,778.0,5975.0,5643.0,629700.0,106519.0,831,0.0
10505,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10506,Santa Cruz County,10154.0,479.0,4334.0,4108.0,594000.0,73987.0,831,0.0
10507,Santa Clara County,,,,,,,,
10508,Santa Cruz County,834.0,17.0,391.0,315.0,633900.0,73125.0,831,2.68
10509,Santa Cruz County,14749.0,778.0,5975.0,5643.0,629700.0,106519.0,831,0.0
10510,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10511,San Mateo County,18424.0,350.0,7096.0,6675.0,742500.0,100394.0,650,0.56
10512,San Mateo County,18424.0,350.0,7096.0,6675.0,742500.0,100394.0,650,0.56
10513,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10514,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10515,San Mateo County,6534.0,429.0,2744.0,2567.0,1000001.0,161205.0,,0.11
10516,Santa Cruz County,8979.0,168.0,4518.0,3868.0,441000.0,75944.0,831,0.0
10517,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10518,Santa Cruz County,14749.0,778.0,5975.0,5643.0,629700.0,106519.0,831,0.0
10519,Santa Cruz County,23974.0,682.0,11719.0,10031.0,656700.0,83507.0,831,1.37
10520,San Mateo County,21536.0,6359.0,8374.0,7995.0,901700.0,88451.0,650,0.01
10521,Santa Cruz County,8979.0,168.0,4518.0,3868.0,441000.0,75944.0,831,0.0
10522,San Mateo County,1554.0,21.0,650.0,499.0,834200.0,80417.0,650,0.34
10523,Santa Cruz County,7778.0,414.0,3642.0,3213.0,460200.0,71964.0,831,0.0
10524,Santa Cruz County,82474.0,604.0,24331.0,22359.0,366100.0,55208.0,408,2.61
10525,San Mateo County,18424.0,350.0,7096.0,6675.0,742500.0,100394.0,650,0.56
10526,San Mateo County,3040.0,1929.0,1109.0,1032.0,680300.0,106429.0,650,0.0
